"obce","Počet obyvatel","Počet obyvatel nad 65 let","Počet obyvatel ve věku 0 až 14 let","Počet obyvatel ve věku 15-59 muži","Počet obyvatel ve věku 15-59 ženy","Počet obyvatel ve věku 60-64 let ženy","Počet obyvatel ve věku 60-64 muži","kraj","orp","okres"
"Střelice","160,00","35,00","13,00","53,00","44,00","8,00","7,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Střelice","118,00","10,00","24,00","39,00","38,00","3,00","4,00","Plzeňský kraj","STOD","Plzeň-jih"
"Střelice","2 603,00","418,00","388,00","874,00","771,00","73,00","79,00","Jihomoravský kraj","ŠLAPANICE","Brno-venkov"
"Střelná","616,00","79,00","117,00","205,00","191,00","11,00","13,00","Zlínský kraj","VSETÍN","Vsetín"
"Střelské Hoštice","879,00","129,00","150,00","306,00","249,00","23,00","22,00","Jihočeský kraj","STRAKONICE","Strakonice"
"Střemošice","189,00","44,00","19,00","60,00","57,00","5,00","4,00","Pardubický kraj","CHRUDIM","Chrudim"
"Střemy","343,00","45,00","56,00","112,00","108,00","13,00","9,00","Středočeský kraj","MĚLNÍK","Mělník"
"Střeň","536,00","85,00","81,00","180,00","165,00","16,00","9,00","Olomoucký kraj","LITOVEL","Olomouc"
"Strenice","166,00","28,00","29,00","55,00","48,00","3,00","3,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Střevač","279,00","47,00","54,00","86,00","81,00","8,00","3,00","Královéhradecký kraj","JIČÍN","Jičín"
"Střezetice","327,00","44,00","54,00","112,00","106,00","5,00","6,00","Královéhradecký kraj","HRADEC KRÁLOVÉ","Hradec Králové"
"Střezimíř","322,00","50,00","44,00","103,00","106,00","7,00","12,00","Středočeský kraj","VOTICE","Benešov"
"Strhaře","2","2","2","2","2","2","2","Jihomoravský kraj","TIŠNOV","Blansko"
"Stříbřec","436,00","90,00","44,00","142,00","117,00","27,00","16,00","Jihočeský kraj","TŘEBOŇ","Jindřichův Hradec"
"Stříbrná","451,00","69,00","55,00","158,00","135,00","15,00","19,00","Karlovarský kraj","KRASLICE","Sokolov"
"Stříbrná Skalice","2","2","2","2","2","2","2","Středočeský kraj","ŘÍČANY","Kolín"
"Stříbrné Hory","242,00","41,00","47,00","72,00","72,00","5,00","5,00","Vysočina","HAVLÍČKŮV BROD","Havlíčkův Brod"
"Stříbrnice","238,00","47,00","33,00","74,00","64,00","14,00","6,00","Olomoucký kraj","PŘEROV","Přerov"
"Stříbrnice","415,00","72,00","65,00","142,00","113,00","12,00","11,00","Zlínský kraj","UHERSKÉ HRADIŠTĚ","Uherské Hradiště"
"Stříbro","7 540,00","886,00","1 072,00","2 565,00","2 606,00","231,00","180,00","Plzeňský kraj","STŘÍBRO","Tachov"
"Střílky","685,00","90,00","102,00","243,00","215,00","19,00","16,00","Zlínský kraj","KROMĚŘÍŽ","Kroměříž"
"Střítež","101,00","31,00","7,00","29,00","28,00","3,00","3,00","Vysočina","PELHŘIMOV","Pelhřimov"
"Střítež","317,00","43,00","51,00","105,00","100,00","7,00","11,00","Vysočina","JIHLAVA","Jihlava"
"Střítež","990,00","126,00","173,00","324,00","315,00","27,00","25,00","Moravskoslezský kraj","TŘINEC","Frýdek-Místek"
"Střítež","101,00","14,00","13,00","40,00","29,00","2,00","3,00","Vysočina","BYSTŘICE NAD  PERNŠT.","Žďár nad Sázavou"
"Střítež nad Bečvou","790,00","138,00","118,00","255,00","229,00","25,00","25,00","Zlínský kraj","VALAŠSKÉ MEZIŘÍČÍ","Vsetín"
"Střítež nad Ludinou","835,00","112,00","142,00","268,00","250,00","32,00","31,00","Olomoucký kraj","HRANICE","Přerov"
"Střítež pod Křemešníkem","46,00","7,00","4,00","19,00","14,00","1,00","1,00","Vysočina","PELHŘIMOV","Pelhřimov"
"Střížov","173,00","25,00","32,00","56,00","50,00","6,00","4,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Střížovice","247,00","21,00","51,00","93,00","69,00","8,00","5,00","Zlínský kraj","KROMĚŘÍŽ","Kroměříž"
"Střížovice","324,00","48,00","46,00","109,00","99,00","9,00","13,00","Plzeňský kraj","BLOVICE","Plzeň-jih"
"Střížovice","595,00","72,00","106,00","202,00","193,00","14,00","8,00","Jihočeský kraj","JINDŘICHŮV HRADEC","Jindřichův Hradec"
"Strmilov","1 413,00","230,00","238,00","453,00","424,00","35,00","33,00","Jihočeský kraj","JINDŘICHŮV HRADEC","Jindřichův Hradec"
"Strojetice","128,00","27,00","19,00","40,00","37,00","2,00","3,00","Středočeský kraj","VLAŠIM","Benešov"
"Stropešín","118,00","26,00","16,00","41,00","31,00","2,00","2,00","Vysočina","TŘEBÍČ","Třebíč"
"Struhařov","659,00","86,00","98,00","223,00","212,00","21,00","19,00","Středočeský kraj","BENEŠOV","Benešov"
"Struhařov","604,00","98,00","106,00","184,00","184,00","19,00","13,00","Středočeský kraj","ŘÍČANY","Praha-východ"
"Strukov","157,00","28,00","18,00","56,00","42,00","7,00","6,00","Olomoucký kraj","ŠTERNBERK","Olomouc"
"Strunkovice nad Blanicí","1 217,00","174,00","221,00","403,00","361,00","33,00","25,00","Jihočeský kraj","PRACHATICE","Prachatice"
"Strunkovice nad Volyňkou","98,00","27,00","6,00","29,00","28,00","6,00","2,00","Jihočeský kraj","STRAKONICE","Strakonice"
"Strupčice","622,00","68,00","95,00","229,00","196,00","16,00","18,00","Ústecký kraj","CHOMUTOV","Chomutov"
"Stružinec","707,00","95,00","89,00","247,00","233,00","21,00","22,00","Liberecký kraj","SEMILY","Semily"
"Stružná","523,00","62,00","86,00","194,00","154,00","14,00","13,00","Karlovarský kraj","KARLOVY VARY","Karlovy Vary"
"Stružnice","865,00","94,00","141,00","299,00","286,00","21,00","24,00","Liberecký kraj","ČESKÁ LÍPA","Česká Lípa"
"Strýčice","47,00","8,00","4,00","17,00","11,00","4,00","3,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Studánka","414,00","47,00","83,00","132,00","129,00","12,00","11,00","Plzeňský kraj","TACHOV","Tachov"
"Studená","40,00","11,00","3,00","16,00","10,00","0,00","0,00","Plzeňský kraj","KRALOVICE","Plzeň-sever"
"Studená","2 426,00","361,00","340,00","835,00","744,00","85,00","61,00","Jihočeský kraj","DAČICE","Jindřichův Hradec"
"Studené","147,00","27,00","31,00","43,00","38,00","6,00","2,00","Pardubický kraj","ŽAMBERK","Ústí nad Orlicí"
"Studenec","1 731,00","281,00","294,00","553,00","529,00","36,00","38,00","Liberecký kraj","JILEMNICE","Semily"
"Studenec","545,00","78,00","80,00","178,00","182,00","15,00","12,00","Vysočina","NÁMĚŠŤ NAD OSLAVOU","Třebíč"
"Studeněves","311,00","52,00","40,00","108,00","96,00","10,00","5,00","Středočeský kraj","SLANÝ","Kladno"
"Studénka","10 343,00","1 386,00","1 710,00","3 358,00","3 280,00","336,00","273,00","Moravskoslezský kraj","BÍLOVEC","Nový Jičín"
"Studený","91,00","13,00","15,00","31,00","26,00","3,00","3,00","Středočeský kraj","VLAŠIM","Benešov"
"Študlov","152,00","29,00","23,00","50,00","40,00","6,00","4,00","Pardubický kraj","SVITAVY","Svitavy"
"Študlov","515,00","70,00","96,00","180,00","149,00","11,00","9,00","Zlínský kraj","VALAŠSKÉ KLOBOUKY","Vsetín"
"Studnice","996,00","138,00","157,00","343,00","314,00","18,00","26,00","Královéhradecký kraj","NÁCHOD","Náchod"
"Studnice","447,00","82,00","60,00","143,00","135,00","14,00","13,00","Pardubický kraj","HLINSKO","Chrudim"
"Studnice","151,00","22,00","32,00","43,00","37,00","8,00","9,00","Vysočina","TŘEBÍČ","Třebíč"
"Studnice","489,00","84,00","64,00","158,00","143,00","27,00","13,00","Jihomoravský kraj","VYŠKOV","Vyškov"
"Stupava","149,00","39,00","14,00","53,00","32,00","9,00","2,00","Zlínský kraj","UHERSKÉ HRADIŠTĚ","Uherské Hradiště"
"Stvolínky","294,00","22,00","62,00","103,00","95,00","7,00","5,00","Liberecký kraj","ČESKÁ LÍPA","Česká Lípa"
"Stvolová","149,00","36,00","24,00","43,00","40,00","3,00","3,00","Jihomoravský kraj","BOSKOVICE","Blansko"
"Šubířov","273,00","56,00","48,00","84,00","70,00","8,00","7,00","Olomoucký kraj","KONICE","Prostějov"
"Suchá","233,00","32,00","39,00","75,00","84,00","2,00","1,00","Vysočina","JIHLAVA","Jihlava"
"Suchá Lhota","90,00","18,00","9,00","32,00","30,00","1,00","0,00","Pardubický kraj","LITOMYŠL","Svitavy"
"Suchá Loz","1 070,00","175,00","173,00","348,00","315,00","27,00","32,00","Zlínský kraj","UHERSKÝ BROD","Uherské Hradiště"
"Suchdol","1 058,00","142,00","164,00","381,00","315,00","29,00","27,00","Středočeský kraj","KUTNÁ HORA","Kutná Hora"
"Suchdol","648,00","121,00","101,00","207,00","193,00","13,00","13,00","Olomoucký kraj","KONICE","Prostějov"
"Suchdol nad Lužnicí","3 634,00","540,00","555,00","1 163,00","1 143,00","113,00","120,00","Jihočeský kraj","TŘEBOŇ","Jindřichův Hradec"
"Suchdol nad Odrou","2 477,00","272,00","403,00","876,00","786,00","63,00","77,00","Moravskoslezský kraj","NOVÝ JIČÍN","Nový Jičín"
"Suchodol","286,00","37,00","55,00","83,00","97,00","8,00","6,00","Středočeský kraj","PŘÍBRAM","Příbram"
"Suchohrdly","1 047,00","99,00","178,00","367,00","358,00","21,00","24,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Suchohrdly u Miroslavi","433,00","62,00","82,00","140,00","121,00","15,00","13,00","Jihomoravský kraj","MORAVSKÝ KRUMLOV","Znojmo"
"Suchomasty","461,00","63,00","54,00","185,00","128,00","18,00","13,00","Středočeský kraj","BEROUN","Beroun"
"Suchonice","168,00","27,00","28,00","48,00","57,00","5,00","3,00","Olomoucký kraj","OLOMOUC","Olomouc"
"Suchov","550,00","78,00","82,00","184,00","165,00","20,00","21,00","Jihomoravský kraj","VESELÍ NAD MORAVOU","Hodonín"
"Suchovršice","353,00","52,00","45,00","120,00","118,00","9,00","9,00","Královéhradecký kraj","TRUTNOV","Trutnov"
"Suchý","384,00","43,00","65,00","136,00","122,00","9,00","9,00","Jihomoravský kraj","BOSKOVICE","Blansko"
"Suchý Důl","411,00","58,00","75,00","137,00","118,00","10,00","13,00","Královéhradecký kraj","NÁCHOD","Náchod"
"Sudějov","57,00","12,00","7,00","18,00","15,00","4,00","1,00","Středočeský kraj","KUTNÁ HORA","Kutná Hora"
"Sudice","432,00","41,00","72,00","149,00","144,00","14,00","12,00","Jihomoravský kraj","BOSKOVICE","Blansko"
"Sudice","655,00","77,00","112,00","230,00","201,00","19,00","16,00","Moravskoslezský kraj","KRAVAŘE","Opava"
"Sudice","341,00","69,00","49,00","106,00","92,00","18,00","7,00","Vysočina","NÁMĚŠŤ NAD OSLAVOU","Třebíč"
"Sudislav nad Orlicí","109,00","14,00","15,00","38,00","37,00","1,00","4,00","Pardubický kraj","ÚSTÍ NAD ORLICÍ","Ústí nad Orlicí"
"Sudkov","1 161,00","140,00","200,00","376,00","368,00","45,00","32,00","Olomoucký kraj","ŠUMPERK","Šumperk"
"Sudoměř","77,00","12,00","10,00","34,00","18,00","2,00","1,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Sudoměřice","1 192,00","161,00","178,00","397,00","402,00","31,00","23,00","Jihomoravský kraj","HODONÍN","Hodonín"
"Sudoměřice u Bechyně","649,00","91,00","82,00","237,00","203,00","16,00","20,00","Jihočeský kraj","TÁBOR","Tábor"
"Sudoměřice u Tábora","275,00","43,00","38,00","89,00","87,00","8,00","10,00","Jihočeský kraj","TÁBOR","Tábor"
"Sudovo Hlavno","2","2","2","2","2","2","2","Středočeský kraj","BRANDÝS N.L.-ST.BOLES","Mladá Boleslav"
"Sudslava","187,00","31,00","47,00","51,00","48,00","6,00","4,00","Pardubický kraj","VYSOKÉ MÝTO","Ústí nad Orlicí"
"Sukorady","202,00","41,00","27,00","66,00","54,00","6,00","8,00","Královéhradecký kraj","HOŘICE","Jičín"
"Sukorady","284,00","43,00","38,00","99,00","92,00","5,00","7,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Sulejovice","670,00","102,00","92,00","230,00","205,00","23,00","18,00","Ústecký kraj","LOVOSICE","Litoměřice"
"Sulice","1 044,00","102,00","226,00","320,00","358,00","20,00","18,00","Středočeský kraj","ŘÍČANY","Praha-východ"
"Sulíkov","247,00","28,00","28,00","98,00","86,00","2,00","5,00","Jihomoravský kraj","BOSKOVICE","Blansko"
"Sulimov","153,00","21,00","31,00","51,00","43,00","4,00","3,00","Zlínský kraj","KROMĚŘÍŽ","Kroměříž"
"Sulislav","194,00","27,00","29,00","67,00","64,00","2,00","5,00","Plzeňský kraj","STŘÍBRO","Tachov"
"Sulkovec","189,00","37,00","26,00","61,00","55,00","7,00","3,00","Vysočina","BYSTŘICE NAD  PERNŠT.","Žďár nad Sázavou"
"Šumavské Hoštice","398,00","51,00","71,00","136,00","123,00","7,00","10,00","Jihočeský kraj","VIMPERK","Prachatice"
"Šumice","1 762,00","262,00","283,00","558,00","553,00","49,00","57,00","Zlínský kraj","UHERSKÝ BROD","Uherské Hradiště"
"Šumice","2","2","2","2","2","2","2","Jihomoravský kraj","POHOŘELICE","Brno-venkov"
"Šumná","588,00","86,00","89,00","201,00","189,00","10,00","13,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Šumperk","28 475,00","4 268,00","4 031,00","9 174,00","9 326,00","932,00","744,00","Olomoucký kraj","ŠUMPERK","Šumperk"
"Šumvald","1 775,00","225,00","295,00","587,00","579,00","52,00","37,00","Olomoucký kraj","UNIČOV","Olomouc"
"Supíkovice","2","2","2","2","2","2","2","Olomoucký kraj","JESENÍK","Jeseník"
"Sušice","11 492,00","1 781,00","1 702,00","3 653,00","3 699,00","358,00","299,00","Plzeňský kraj","SUŠICE","Klatovy"
"Sušice","324,00","61,00","46,00","100,00","96,00","12,00","9,00","Olomoucký kraj","PŘEROV","Přerov"
"Sušice","542,00","95,00","84,00","189,00","147,00","14,00","13,00","Zlínský kraj","UHERSKÉ HRADIŠTĚ","Uherské Hradiště"
"Švábenice","931,00","103,00","157,00","326,00","302,00","18,00","25,00","Jihomoravský kraj","VYŠKOV","Vyškov"
"Švábov","80,00","19,00","4,00","26,00","28,00","2,00","1,00","Vysočina","JIHLAVA","Jihlava"
"Svárov","291,00","24,00","58,00","94,00","101,00","8,00","6,00","Středočeský kraj","KLADNO","Kladno"
"Svárov","261,00","35,00","47,00","76,00","85,00","8,00","10,00","Zlínský kraj","UHERSKÉ HRADIŠTĚ","Uherské Hradiště"
"Svatá","335,00","69,00","36,00","103,00","109,00","11,00","7,00","Středočeský kraj","BEROUN","Beroun"
"Svatá Maří","539,00","79,00","88,00","194,00","156,00","10,00","12,00","Jihočeský kraj","VIMPERK","Prachatice"
"Svatava","1 599,00","226,00","268,00","522,00","507,00","38,00","38,00","Karlovarský kraj","SOKOLOV","Sokolov"
"Svaté Pole","319,00","31,00","51,00","112,00","101,00","11,00","13,00","Středočeský kraj","DOBŘÍŠ","Příbram"
"Svatobořice-Mistřín","3 494,00","501,00","526,00","1 217,00","1 072,00","105,00","73,00","Jihomoravský kraj","KYJOV","Hodonín"
"Svatojanský Újezd","87,00","12,00","9,00","31,00","32,00","1,00","2,00","Královéhradecký kraj","JIČÍN","Jičín"
"Svatoňovice","315,00","32,00","68,00","100,00","103,00","7,00","5,00","Moravskoslezský kraj","VÍTKOV","Opava"
"Svatoslav","438,00","85,00","68,00","120,00","136,00","15,00","14,00","Jihomoravský kraj","TIŠNOV","Brno-venkov"
"Svatoslav","255,00","40,00","44,00","82,00","79,00","5,00","5,00","Vysočina","TŘEBÍČ","Třebíč"
"Svatý Jan","643,00","86,00","93,00","242,00","189,00","17,00","16,00","Středočeský kraj","SEDLČANY","Příbram"
"Svatý Jan nad Malší","467,00","65,00","78,00","164,00","140,00","12,00","8,00","Jihočeský kraj","TRHOVÉ SVINY","České Budějovice"
"Svatý Jan pod Skalou","124,00","10,00","19,00","48,00","40,00","5,00","2,00","Středočeský kraj","BEROUN","Beroun"
"Svatý Jiří","302,00","39,00","45,00","108,00","99,00","7,00","4,00","Pardubický kraj","VYSOKÉ MÝTO","Ústí nad Orlicí"
"Svatý Mikuláš","720,00","124,00","105,00","225,00","212,00","28,00","26,00","Středočeský kraj","KUTNÁ HORA","Kutná Hora"
"Svébohov","430,00","63,00","67,00","138,00","144,00","7,00","11,00","Olomoucký kraj","ZÁBŘEH","Šumperk"
"Svémyslice","109,00","12,00","16,00","39,00","31,00","6,00","5,00","Středočeský kraj","BRANDÝS N.L.-ST.BOLES","Praha-východ"
"Svépravice","114,00","18,00","14,00","45,00","34,00","1,00","2,00","Vysočina","PELHŘIMOV","Pelhřimov"
"Svéradice","339,00","54,00","46,00","111,00","110,00","7,00","11,00","Plzeňský kraj","HORAŽĎOVICE","Klatovy"
"Svésedlice","170,00","20,00","19,00","69,00","51,00","6,00","5,00","Olomoucký kraj","OLOMOUC","Olomouc"
"Světce","139,00","28,00","19,00","48,00","38,00","3,00","3,00","Jihočeský kraj","JINDŘICHŮV HRADEC","Jindřichův Hradec"
"Světec","947,00","124,00","162,00","310,00","285,00","31,00","35,00","Ústecký kraj","BÍLINA","Teplice"
"Světí","272,00","39,00","41,00","89,00","88,00","8,00","7,00","Královéhradecký kraj","HRADEC KRÁLOVÉ","Hradec Králové"
"Světice","742,00","75,00","120,00","247,00","265,00","16,00","19,00","Středočeský kraj","ŘÍČANY","Praha-východ"
"Světlá","217,00","30,00","30,00","78,00","67,00","5,00","7,00","Jihomoravský kraj","BOSKOVICE","Blansko"
"Světlá Hora","1 505,00","141,00","278,00","532,00","484,00","42,00","28,00","Moravskoslezský kraj","BRUNTÁL","Bruntál"
"Světlá nad Sázavou","6 961,00","739,00","996,00","2 525,00","2 405,00","157,00","139,00","Vysočina","SVĚTLÁ NAD SÁZAVOU","Havlíčkův Brod"
"Světlá pod Ještědem","834,00","144,00","124,00","264,00","252,00","26,00","24,00","Liberecký kraj","LIBEREC","Liberec"
"Světlík","254,00","18,00","59,00","84,00","81,00","6,00","6,00","Jihočeský kraj","ČESKÝ KRUMLOV","Český Krumlov"
"Světnov","418,00","67,00","62,00","143,00","130,00","8,00","8,00","Vysočina","ŽĎÁR NAD SÁZAVOU","Žďár nad Sázavou"
"Sviadnov","1 385,00","198,00","199,00","445,00","442,00","43,00","58,00","Moravskoslezský kraj","FRÝDEK-MÍSTEK","Frýdek-Místek"
"Svídnice","396,00","57,00","63,00","130,00","121,00","14,00","11,00","Pardubický kraj","CHRUDIM","Chrudim"
"Svídnice","179,00","35,00","34,00","53,00","50,00","3,00","4,00","Královéhradecký kraj","KOSTELEC NAD ORLICÍ","Rychnov nad Kněžnou"
"Švihov","1 600,00","245,00","237,00","531,00","487,00","49,00","51,00","Plzeňský kraj","KLATOVY","Klatovy"
"Švihov","44,00","7,00","6,00","18,00","10,00","0,00","3,00","Středočeský kraj","RAKOVNÍK","Rakovník"
"Svijanský Újezd","367,00","37,00","59,00","127,00","120,00","13,00","11,00","Liberecký kraj","TURNOV","Liberec"
"Svijany","281,00","48,00","36,00","100,00","86,00","7,00","4,00","Liberecký kraj","TURNOV","Liberec"
"Svinaře","281,00","45,00","44,00","91,00","79,00","12,00","10,00","Středočeský kraj","BEROUN","Beroun"
"Svinařov","654,00","95,00","107,00","199,00","210,00","24,00","19,00","Středočeský kraj","KLADNO","Kladno"
"Svinčany","378,00","52,00","68,00","123,00","114,00","8,00","13,00","Pardubický kraj","PŘELOUČ","Pardubice"
"Svinošice","268,00","40,00","51,00","82,00","80,00","12,00","3,00","Jihomoravský kraj","BLANSKO","Blansko"
"Sviny","314,00","39,00","52,00","115,00","96,00","9,00","3,00","Jihočeský kraj","SOBĚSLAV","Tábor"
"Sviny","107,00","18,00","25,00","32,00","29,00","3,00","0,00","Vysočina","VELKÉ MEZIŘÍČÍ","Žďár nad Sázavou"
"Svitávka","1 716,00","256,00","297,00","540,00","532,00","51,00","40,00","Jihomoravský kraj","BOSKOVICE","Blansko"
"Svitavy","17 322,00","2 122,00","2 656,00","5 683,00","5 901,00","504,00","456,00","Pardubický kraj","SVITAVY","Svitavy"
"Svoboda nad Úpou","2 154,00","306,00","280,00","730,00","706,00","71,00","61,00","Královéhradecký kraj","TRUTNOV","Trutnov"
"Svobodné Heřmanice","537,00","43,00","86,00","193,00","185,00","16,00","14,00","Moravskoslezský kraj","BRUNTÁL","Bruntál"
"Svojanov","366,00","91,00","56,00","95,00","95,00","17,00","12,00","Pardubický kraj","POLIČKA","Svitavy"
"Svojek","175,00","26,00","28,00","56,00","56,00","3,00","6,00","Liberecký kraj","JILEMNICE","Semily"
"Svojetice","505,00","59,00","88,00","163,00","168,00","13,00","14,00","Středočeský kraj","ŘÍČANY","Praha-východ"
"Svojetín","333,00","45,00","55,00","111,00","95,00","19,00","8,00","Středočeský kraj","RAKOVNÍK","Rakovník"
"Svojkov","135,00","12,00","18,00","49,00","45,00","5,00","6,00","Liberecký kraj","NOVÝ BOR","Česká Lípa"
"Svojkovice","66,00","13,00","10,00","19,00","15,00","6,00","3,00","Vysočina","TELČ","Jihlava"
"Svojšice","95,00","14,00","15,00","30,00","28,00","4,00","4,00","Středočeský kraj","PŘÍBRAM","Příbram"
"Svojšice","548,00","117,00","69,00","180,00","136,00","18,00","28,00","Středočeský kraj","KOLÍN","Kolín"
"Svojšice","182,00","16,00","21,00","66,00","66,00","5,00","8,00","Pardubický kraj","PŘELOUČ","Pardubice"
"Svojšín","460,00","50,00","82,00","153,00","155,00","12,00","8,00","Plzeňský kraj","STŘÍBRO","Tachov"
"Svor","635,00","77,00","109,00","224,00","194,00","17,00","14,00","Liberecký kraj","NOVÝ BOR","Česká Lípa"
"Svrabov","54,00","10,00","7,00","19,00","14,00","2,00","2,00","Jihočeský kraj","TÁBOR","Tábor"
"Svratka","1 531,00","255,00","206,00","515,00","464,00","50,00","41,00","Vysočina","ŽĎÁR NAD SÁZAVOU","Žďár nad Sázavou"
"Svratouch","889,00","143,00","160,00","286,00","258,00","21,00","21,00","Pardubický kraj","HLINSKO","Chrudim"
"Svrkyně","273,00","26,00","49,00","88,00","95,00","8,00","7,00","Středočeský kraj","ČERNOŠICE","Praha-západ"
"Sychrov","188,00","25,00","41,00","67,00","49,00","3,00","3,00","Liberecký kraj","TURNOV","Liberec"
"Sýkořice","418,00","84,00","47,00","146,00","119,00","14,00","8,00","Středočeský kraj","RAKOVNÍK","Rakovník"
"Synalov","2","2","2","2","2","2","2","Jihomoravský kraj","TIŠNOV","Blansko"
"Synkov-Slemeno","353,00","51,00","50,00","118,00","117,00","6,00","11,00","Královéhradecký kraj","RYCHNOV NAD KNĚŽNOU","Rychnov nad Kněžnou"
"Syřenov","210,00","41,00","40,00","61,00","58,00","3,00","7,00","Liberecký kraj","SEMILY","Semily"
"Syrov","53,00","11,00","6,00","17,00","18,00","1,00","0,00","Vysočina","HUMPOLEC","Pelhřimov"
"Syrovátka","390,00","55,00","60,00","136,00","118,00","10,00","11,00","Královéhradecký kraj","HRADEC KRÁLOVÉ","Hradec Králové"
"Syrovice","991,00","143,00","137,00","343,00","316,00","32,00","20,00","Jihomoravský kraj","ŽIDLOCHOVICE","Brno-venkov"
"Syrovín","373,00","71,00","49,00","122,00","110,00","12,00","9,00","Jihomoravský kraj","KYJOV","Hodonín"
"Sytno","279,00","21,00","48,00","102,00","90,00","9,00","9,00","Plzeňský kraj","STŘÍBRO","Tachov"
"Tábor","36 013,00","4 939,00","5 240,00","12 012,00","12 046,00","937,00","839,00","Jihočeský kraj","TÁBOR","Tábor"
"Tachlovice","520,00","59,00","75,00","174,00","177,00","17,00","18,00","Středočeský kraj","ČERNOŠICE","Praha-západ"
"Tachov","12 547,00","1 380,00","1 991,00","4 155,00","4 362,00","353,00","306,00","Plzeňský kraj","TACHOV","Tachov"
"Tachov","148,00","11,00","39,00","54,00","40,00","2,00","2,00","Liberecký kraj","ČESKÁ LÍPA","Česká Lípa"
"Takonín","2","2","2","2","2","2","2","Středočeský kraj","VLAŠIM","Benešov"
"Tálín","158,00","25,00","17,00","64,00","49,00","2,00","1,00","Jihočeský kraj","PÍSEK","Písek"
"Tanvald","6 917,00","868,00","1 026,00","2 238,00","2 369,00","213,00","203,00","Liberecký kraj","TANVALD","Jablonec n.Nisou"
"Tašov","124,00","12,00","18,00","47,00","39,00","2,00","6,00","Ústecký kraj","ÚSTÍ NAD LABEM","Ústí nad Labem"
"Tasov","544,00","83,00","99,00","179,00","154,00","13,00","16,00","Jihomoravský kraj","VESELÍ NAD MORAVOU","Hodonín"
"Tasovice","73,00","16,00","16,00","20,00","17,00","2,00","2,00","Jihomoravský kraj","BOSKOVICE","Blansko"
"Tasovice","1 228,00","124,00","217,00","426,00","404,00","26,00","31,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Tatce","2","2","2","2","2","2","2","Středočeský kraj","KOLÍN","Kolín"
"Tatenice","865,00","85,00","169,00","308,00","280,00","13,00","10,00","Pardubický kraj","LANŠKROUN","Ústí nad Orlicí"
"Tatiná","231,00","32,00","38,00","71,00","71,00","10,00","9,00","Plzeňský kraj","NÝŘANY","Plzeň-sever"
"Tatobity","516,00","87,00","72,00","170,00","156,00","12,00","19,00","Liberecký kraj","TURNOV","Semily"
"Tatrovice","148,00","21,00","17,00","61,00","45,00","3,00","1,00","Karlovarský kraj","SOKOLOV","Sokolov"
"Tavíkovice","614,00","72,00","90,00","242,00","181,00","14,00","15,00","Jihomoravský kraj","MORAVSKÝ KRUMLOV","Znojmo"
"Tchořovice","227,00","29,00","40,00","70,00","68,00","11,00","9,00","Jihočeský kraj","BLATNÁ","Strakonice"
"Těchařovice","39,00","7,00","5,00","13,00","13,00","0,00","1,00","Středočeský kraj","PŘÍBRAM","Příbram"
"Těchlovice","487,00","65,00","65,00","181,00","146,00","13,00","17,00","Ústecký kraj","DĚČÍN","Děčín"
"Těchlovice","310,00","70,00","37,00","104,00","86,00","8,00","5,00","Královéhradecký kraj","HRADEC KRÁLOVÉ","Hradec Králové"
"Těchobuz","112,00","12,00","2,00","66,00","17,00","6,00","9,00","Vysočina","PACOV","Pelhřimov"
"Těchonín","613,00","87,00","78,00","217,00","193,00","16,00","22,00","Pardubický kraj","ŽAMBERK","Ústí nad Orlicí"
"Tečovice","1 273,00","178,00","218,00","417,00","392,00","33,00","35,00","Zlínský kraj","ZLÍN","Zlín"
"Tehov","432,00","36,00","77,00","150,00","138,00","15,00","16,00","Středočeský kraj","ŘÍČANY","Praha-východ"
"Tehov","307,00","38,00","66,00","98,00","94,00","6,00","5,00","Středočeský kraj","VLAŠIM","Benešov"
"Tehovec","239,00","29,00","46,00","62,00","73,00","14,00","15,00","Středočeský kraj","ŘÍČANY","Praha-východ"
"Telč","5 809,00","868,00","887,00","1 848,00","1 869,00","171,00","166,00","Vysočina","TELČ","Jihlava"
"Telecí","396,00","78,00","53,00","136,00","108,00","14,00","7,00","Pardubický kraj","POLIČKA","Svitavy"
"Telnice","606,00","76,00","77,00","231,00","195,00","12,00","15,00","Ústecký kraj","ÚSTÍ NAD LABEM","Ústí nad Labem"
"Telnice","1 293,00","185,00","220,00","409,00","421,00","30,00","28,00","Jihomoravský kraj","ŠLAPANICE","Brno-venkov"
"Temelín","757,00","122,00","133,00","252,00","206,00","24,00","20,00","Jihočeský kraj","TÝN NAD VLTAVOU","České Budějovice"
"Temešvár","96,00","17,00","16,00","26,00","27,00","6,00","4,00","Jihočeský kraj","PÍSEK","Písek"
"Těmice","395,00","86,00","36,00","132,00","110,00","18,00","13,00","Vysočina","PELHŘIMOV","Pelhřimov"
