"obce","Počet obyvatel","Počet obyvatel nad 65 let","Počet obyvatel ve věku 0 až 14 let","Počet obyvatel ve věku 15-59 muži","Počet obyvatel ve věku 15-59 ženy","Počet obyvatel ve věku 60-64 let ženy","Počet obyvatel ve věku 60-64 muži","kraj","orp","okres"
"Hořovičky","468,00","50,00","76,00","166,00","154,00","11,00","11,00","Středočeský kraj","RAKOVNÍK","Rakovník"
"Horšice","400,00","49,00","76,00","136,00","122,00","11,00","6,00","Plzeňský kraj","PŘEŠTICE","Plzeň-jih"
"Horská Kvilda","67,00","6,00","16,00","19,00","23,00","1,00","2,00","Plzeňský kraj","SUŠICE","Klatovy"
"Horšovský Týn","4 914,00","587,00","754,00","1 703,00","1 620,00","122,00","128,00","Plzeňský kraj","HORŠOVSKÝ TÝN","Domažlice"
"Horušice","196,00","41,00","26,00","65,00","50,00","8,00","6,00","Středočeský kraj","ČÁSLAV","Kutná Hora"
"Hory","199,00","24,00","29,00","76,00","66,00","3,00","1,00","Karlovarský kraj","KARLOVY VARY","Karlovy Vary"
"Hosín","701,00","96,00","115,00","234,00","225,00","13,00","18,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Hoslovice","179,00","35,00","23,00","66,00","47,00","4,00","4,00","Jihočeský kraj","STRAKONICE","Strakonice"
"Hospozín","537,00","59,00","104,00","167,00","179,00","18,00","10,00","Středočeský kraj","SLANÝ","Kladno"
"Hospříz","377,00","37,00","72,00","138,00","115,00","7,00","8,00","Jihočeský kraj","JINDŘICHŮV HRADEC","Jindřichův Hradec"
"Hošťálková","2 034,00","238,00","343,00","707,00","649,00","46,00","51,00","Zlínský kraj","VSETÍN","Vsetín"
"Hošťálkovy","638,00","91,00","87,00","205,00","224,00","19,00","12,00","Moravskoslezský kraj","KRNOV","Bruntál"
"Hošťalovice","132,00","33,00","13,00","46,00","33,00","4,00","3,00","Pardubický kraj","CHRUDIM","Chrudim"
"Hostašovice","687,00","94,00","97,00","241,00","218,00","17,00","20,00","Moravskoslezský kraj","NOVÝ JIČÍN","Nový Jičín"
"Hoštejn","458,00","44,00","100,00","147,00","148,00","9,00","10,00","Olomoucký kraj","ZÁBŘEH","Šumperk"
"Hostějov","41,00","9,00","10,00","12,00","10,00","0,00","0,00","Zlínský kraj","UHERSKÉ HRADIŠTĚ","Uherské Hradiště"
"Hostěnice","527,00","73,00","86,00","177,00","151,00","18,00","22,00","Jihomoravský kraj","ŠLAPANICE","Brno-venkov"
"Hostěradice","1 483,00","160,00","263,00","500,00","479,00","37,00","44,00","Jihomoravský kraj","MORAVSKÝ KRUMLOV","Znojmo"
"Hostěrádky-Rešov","785,00","115,00","122,00","262,00","232,00","30,00","24,00","Jihomoravský kraj","SLAVKOV U BRNA","Vyškov"
"Hostětice","133,00","20,00","19,00","49,00","37,00","6,00","2,00","Vysočina","TELČ","Jihlava"
"Hostětín","233,00","44,00","38,00","64,00","70,00","9,00","8,00","Zlínský kraj","UHERSKÝ BROD","Uherské Hradiště"
"Hoštice","146,00","25,00","13,00","52,00","49,00","3,00","4,00","Zlínský kraj","KROMĚŘÍŽ","Kroměříž"
"Hoštice","178,00","28,00","31,00","58,00","53,00","3,00","5,00","Jihočeský kraj","STRAKONICE","Strakonice"
"Hoštice-Heroltice","561,00","77,00","75,00","206,00","171,00","19,00","13,00","Jihomoravský kraj","VYŠKOV","Vyškov"
"Hostim","438,00","100,00","58,00","130,00","112,00","13,00","25,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Hostín","214,00","30,00","25,00","76,00","75,00","4,00","4,00","Středočeský kraj","MĚLNÍK","Mělník"
"Hostín u Vojkovic","318,00","39,00","36,00","119,00","109,00","8,00","7,00","Středočeský kraj","KRALUPY NAD VLTAVOU","Mělník"
"Hostinné","4 759,00","565,00","754,00","1 593,00","1 579,00","138,00","130,00","Královéhradecký kraj","VRCHLABÍ","Trutnov"
"Hostišová","446,00","54,00","83,00","155,00","139,00","8,00","7,00","Zlínský kraj","ZLÍN","Zlín"
"Hostivice","5 158,00","710,00","799,00","1 644,00","1 741,00","129,00","135,00","Středočeský kraj","ČERNOŠICE","Praha-západ"
"Hošťka","411,00","42,00","73,00","145,00","128,00","7,00","16,00","Plzeňský kraj","TACHOV","Tachov"
"Hoštka","1 491,00","161,00","286,00","500,00","465,00","41,00","38,00","Ústecký kraj","LITOMĚŘICE","Litoměřice"
"Hostomice","1 252,00","112,00","240,00","425,00","412,00","32,00","31,00","Ústecký kraj","BÍLINA","Teplice"
"Hostomice","1 497,00","234,00","217,00","509,00","451,00","37,00","49,00","Středočeský kraj","HOŘOVICE","Beroun"
"Hostouň","902,00","143,00","130,00","294,00","283,00","30,00","22,00","Středočeský kraj","KLADNO","Kladno"
"Hostouň","1 309,00","120,00","248,00","459,00","437,00","18,00","27,00","Plzeňský kraj","DOMAŽLICE","Domažlice"
"Hostovice","2","2","2","2","2","2","2","Pardubický kraj","PARDUBICE","Pardubice"
"Hostovlice","249,00","41,00","44,00","84,00","65,00","8,00","7,00","Středočeský kraj","ČÁSLAV","Kutná Hora"
"Hosty","155,00","50,00","14,00","49,00","37,00","4,00","1,00","Jihočeský kraj","TÝN NAD VLTAVOU","České Budějovice"
"Hovězí","2 356,00","312,00","403,00","768,00","752,00","58,00","63,00","Zlínský kraj","VSETÍN","Vsetín"
"Hovorany","2 234,00","332,00","389,00","681,00","693,00","75,00","64,00","Jihomoravský kraj","KYJOV","Hodonín"
"Hovorčovice","1 301,00","162,00","187,00","442,00","430,00","42,00","38,00","Středočeský kraj","BRANDÝS N.L.-ST.BOLES","Praha-východ"
"Hraběšice","112,00","15,00","22,00","31,00","38,00","2,00","4,00","Olomoucký kraj","ŠUMPERK","Šumperk"
"Hraběšín","119,00","29,00","17,00","34,00","33,00","4,00","2,00","Středočeský kraj","ČÁSLAV","Kutná Hora"
"Hrabětice","916,00","102,00","161,00","331,00","268,00","30,00","24,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Hrabišín","842,00","104,00","132,00","306,00","258,00","26,00","16,00","Olomoucký kraj","ŠUMPERK","Šumperk"
"Hrabová","505,00","91,00","79,00","171,00","138,00","13,00","13,00","Olomoucký kraj","ZÁBŘEH","Šumperk"
"Hrabůvka","319,00","51,00","52,00","103,00","93,00","10,00","10,00","Olomoucký kraj","HRANICE","Přerov"
"Hrabyně","1 194,00","156,00","128,00","404,00","399,00","44,00","63,00","Moravskoslezský kraj","OPAVA","Opava"
"Hracholusky","485,00","68,00","89,00","170,00","137,00","13,00","8,00","Jihočeský kraj","PRACHATICE","Prachatice"
"Hracholusky","71,00","14,00","12,00","20,00","22,00","1,00","2,00","Středočeský kraj","RAKOVNÍK","Rakovník"
"Hrachoviště","81,00","14,00","14,00","27,00","20,00","5,00","1,00","Jihočeský kraj","TŘEBOŇ","Jindřichův Hradec"
"Hradčany","234,00","46,00","34,00","78,00","70,00","1,00","5,00","Středočeský kraj","PODĚBRADY","Nymburk"
"Hradčany","494,00","67,00","79,00","175,00","151,00","15,00","7,00","Jihomoravský kraj","TIŠNOV","Brno-venkov"
"Hradčany","255,00","34,00","45,00","82,00","76,00","9,00","9,00","Olomoucký kraj","PŘEROV","Přerov"
"Hradčany-Kobeřice","406,00","63,00","74,00","117,00","129,00","10,00","13,00","Olomoucký kraj","PROSTĚJOV","Prostějov"
"Hradce","45,00","7,00","1,00","23,00","13,00","1,00","0,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Hradčovice","984,00","158,00","142,00","334,00","297,00","28,00","25,00","Zlínský kraj","UHERSKÝ BROD","Uherské Hradiště"
"Hradec","443,00","51,00","79,00","152,00","140,00","8,00","13,00","Plzeňský kraj","STOD","Plzeň-jih"
"Hradec","225,00","39,00","34,00","69,00","67,00","6,00","10,00","Vysočina","SVĚTLÁ NAD SÁZAVOU","Havlíčkův Brod"
"Hradec Králové","94 694,00","15 683,00","12 731,00","29 277,00","30 739,00","3 373,00","2 891,00","Královéhradecký kraj","HRADEC KRÁLOVÉ","Hradec Králové"
"Hradec nad Moravicí","5 225,00","678,00","840,00","1 701,00","1 681,00","172,00","153,00","Moravskoslezský kraj","OPAVA","Opava"
"Hradec nad Svitavou","1 611,00","172,00","264,00","568,00","504,00","56,00","47,00","Pardubický kraj","SVITAVY","Svitavy"
"Hradec-Nová Ves","2","2","2","2","2","2","2","Olomoucký kraj","JESENÍK","Jeseník"
"Hradečno","440,00","79,00","60,00","135,00","133,00","17,00","16,00","Středočeský kraj","KLADNO","Kladno"
"Hrádek","2 954,00","419,00","459,00","1 004,00","902,00","97,00","73,00","Plzeňský kraj","ROKYCANY","Rokycany"
"Hrádek","905,00","105,00","151,00","315,00","290,00","23,00","21,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Hrádek","189,00","29,00","29,00","62,00","61,00","6,00","2,00","Královéhradecký kraj","HRADEC KRÁLOVÉ","Hradec Králové"
"Hrádek","101,00","22,00","19,00","33,00","22,00","2,00","3,00","Pardubický kraj","ÚSTÍ NAD ORLICÍ","Ústí nad Orlicí"
"Hrádek","1 758,00","247,00","296,00","575,00","573,00","41,00","26,00","Moravskoslezský kraj","JABLUNKOV","Frýdek-Místek"
"Hrádek","1 319,00","203,00","207,00","438,00","407,00","39,00","25,00","Plzeňský kraj","SUŠICE","Klatovy"
"Hrádek nad Nisou","7 363,00","960,00","1 245,00","2 426,00","2 309,00","233,00","190,00","Liberecký kraj","LIBEREC","Liberec"
"Hradešice","418,00","67,00","57,00","130,00","129,00","19,00","16,00","Plzeňský kraj","HORAŽĎOVICE","Klatovy"
"Hradešín","204,00","25,00","37,00","71,00","66,00","3,00","2,00","Středočeský kraj","ČESKÝ BROD","Kolín"
"Hradiště","25,00","6,00","0,00","10,00","7,00","1,00","1,00","Plzeňský kraj","ROKYCANY","Rokycany"
"Hradiště","264,00","40,00","33,00","106,00","73,00","8,00","4,00","Plzeňský kraj","NEPOMUK","Plzeň-jih"
"Hradiště","42,00","7,00","5,00","16,00","10,00","1,00","3,00","Středočeský kraj","VLAŠIM","Benešov"
"Hradiště","158,00","31,00","20,00","48,00","51,00","4,00","4,00","Plzeňský kraj","DOMAŽLICE","Domažlice"
"Hradiště","619,00","52,00","114,00","227,00","189,00","24,00","13,00","Karlovarský kraj","KARLOVY VARY","Karlovy Vary"
"Hradištko","423,00","79,00","51,00","153,00","109,00","16,00","15,00","Středočeský kraj","NYMBURK","Nymburk"
"Hradištko","1 368,00","184,00","253,00","437,00","400,00","51,00","43,00","Středočeský kraj","ČERNOŠICE","Praha-západ"
"Hranice","19 568,00","2 561,00","3 210,00","6 375,00","6 468,00","507,00","447,00","Olomoucký kraj","HRANICE","Přerov"
"Hranice","2 272,00","333,00","331,00","756,00","723,00","67,00","62,00","Karlovarský kraj","AŠ","Cheb"
"Hraničné Petrovice","144,00","20,00","22,00","54,00","41,00","3,00","4,00","Olomoucký kraj","ŠTERNBERK","Olomouc"
"Hrazany","278,00","46,00","51,00","88,00","78,00","8,00","7,00","Jihočeský kraj","MILEVSKO","Písek"
"Hrčava","269,00","38,00","47,00","98,00","76,00","5,00","5,00","Moravskoslezský kraj","JABLUNKOV","Frýdek-Místek"
"Hrdějovice","1 554,00","121,00","260,00","534,00","562,00","37,00","40,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Hrdibořice","231,00","30,00","30,00","79,00","77,00","9,00","6,00","Olomoucký kraj","PROSTĚJOV","Prostějov"
"Hrdlív","386,00","58,00","64,00","130,00","113,00","12,00","9,00","Středočeský kraj","SLANÝ","Kladno"
"Hrdlořezy","546,00","77,00","88,00","179,00","167,00","18,00","17,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Hřebeč","1 388,00","174,00","240,00","473,00","450,00","24,00","27,00","Středočeský kraj","KLADNO","Kladno"
"Hřebečníky","271,00","62,00","33,00","91,00","74,00","7,00","4,00","Středočeský kraj","RAKOVNÍK","Rakovník"
"Hředle","569,00","74,00","89,00","193,00","178,00","18,00","17,00","Středočeský kraj","RAKOVNÍK","Rakovník"
"Hředle","302,00","62,00","35,00","104,00","82,00","7,00","12,00","Středočeský kraj","HOŘOVICE","Beroun"
"Hrejkovice","457,00","82,00","57,00","153,00","137,00","12,00","16,00","Jihočeský kraj","MILEVSKO","Písek"
"Hřensko","281,00","14,00","45,00","129,00","85,00","3,00","5,00","Ústecký kraj","DĚČÍN","Děčín"
"Hřibiny-Ledská","332,00","67,00","48,00","111,00","98,00","8,00","0,00","Královéhradecký kraj","KOSTELEC NAD ORLICÍ","Rychnov nad Kněžnou"
"Hřibojedy","216,00","24,00","38,00","73,00","71,00","2,00","8,00","Královéhradecký kraj","DVŮR KRÁLOVÉ N. LAB.","Trutnov"
"Hřiměždice","391,00","63,00","62,00","135,00","116,00","7,00","8,00","Středočeský kraj","DOBŘÍŠ","Příbram"
"Hříšice","325,00","47,00","69,00","102,00","96,00","8,00","3,00","Jihočeský kraj","DAČICE","Jindřichův Hradec"
"Hříškov","390,00","69,00","65,00","123,00","107,00","18,00","8,00","Ústecký kraj","LOUNY","Louny"
"Hřivice","595,00","105,00","87,00","196,00","170,00","23,00","14,00","Ústecký kraj","LOUNY","Louny"
"Hřivínův Újezd","556,00","70,00","72,00","188,00","194,00","15,00","17,00","Zlínský kraj","ZLÍN","Zlín"
"Hrob","2 045,00","267,00","322,00","674,00","646,00","61,00","75,00","Ústecký kraj","TEPLICE","Teplice"
"Hrobce","531,00","77,00","88,00","180,00","166,00","11,00","9,00","Ústecký kraj","ROUDNICE NAD LABEM","Litoměřice"
"Hrobčice","877,00","104,00","148,00","304,00","272,00","26,00","23,00","Ústecký kraj","BÍLINA","Teplice"
"Hrobice","476,00","87,00","73,00","150,00","137,00","15,00","14,00","Zlínský kraj","VIZOVICE","Zlín"
"Hrobice","182,00","35,00","19,00","62,00","59,00","7,00","0,00","Pardubický kraj","PARDUBICE","Pardubice"
"Hrochův Týnec","1 903,00","251,00","353,00","624,00","559,00","69,00","47,00","Pardubický kraj","CHRUDIM","Chrudim"
"Hromnice","1 031,00","177,00","142,00","354,00","300,00","26,00","32,00","Plzeňský kraj","NÝŘANY","Plzeň-sever"
"Hronov","6 470,00","1 123,00","964,00","2 029,00","1 931,00","221,00","202,00","Královéhradecký kraj","NÁCHOD","Náchod"
"Hrotovice","1 771,00","206,00","310,00","603,00","564,00","52,00","36,00","Vysočina","TŘEBÍČ","Třebíč"
"Hroubovice","327,00","60,00","57,00","97,00","94,00","12,00","7,00","Pardubický kraj","CHRUDIM","Chrudim"
"Hroznatín","95,00","11,00","12,00","36,00","30,00","0,00","6,00","Vysočina","TŘEBÍČ","Třebíč"
"Hroznětín","1 764,00","187,00","313,00","614,00","560,00","41,00","49,00","Karlovarský kraj","OSTROV","Karlovy Vary"
"Hroznová Lhota","1 245,00","179,00","203,00","418,00","383,00","36,00","26,00","Jihomoravský kraj","VESELÍ NAD MORAVOU","Hodonín"
"Hrubá Skála","521,00","87,00","64,00","160,00","169,00","17,00","24,00","Liberecký kraj","TURNOV","Semily"
"Hrubá Vrbka","698,00","97,00","102,00","234,00","222,00","21,00","22,00","Jihomoravský kraj","VESELÍ NAD MORAVOU","Hodonín"
"Hrubčice","780,00","119,00","123,00","251,00","242,00","25,00","20,00","Olomoucký kraj","PROSTĚJOV","Prostějov"
"Hrubý Jeseník","496,00","57,00","87,00","173,00","152,00","14,00","13,00","Středočeský kraj","NYMBURK","Nymburk"
"Hrusice","480,00","50,00","92,00","159,00","161,00","6,00","12,00","Středočeský kraj","ŘÍČANY","Praha-východ"
"Hruška","253,00","54,00","33,00","86,00","72,00","3,00","5,00","Olomoucký kraj","PROSTĚJOV","Prostějov"
"Hrušky","1 396,00","226,00","206,00","456,00","419,00","43,00","46,00","Jihomoravský kraj","BŘECLAV","Břeclav"
"Hrušky","745,00","110,00","124,00","242,00","228,00","21,00","20,00","Jihomoravský kraj","SLAVKOV U BRNA","Vyškov"
"Hrušov","204,00","29,00","40,00","59,00","65,00","6,00","5,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Hrušová","350,00","45,00","50,00","118,00","116,00","11,00","10,00","Pardubický kraj","VYSOKÉ MÝTO","Ústí nad Orlicí"
"Hrušovany","300,00","28,00","66,00","93,00","101,00","5,00","7,00","Ústecký kraj","CHOMUTOV","Chomutov"
"Hrušovany nad Jevišovkou","3 191,00","330,00","500,00","1 149,00","1 058,00","77,00","77,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Hrušovany u Brna","2 985,00","303,00","491,00","1 016,00","1 000,00","97,00","78,00","Jihomoravský kraj","ŽIDLOCHOVICE","Brno-venkov"
"Hrutov","2","2","2","2","2","2","2","Vysočina","JIHLAVA","Jihlava"
"Hubenov","142,00","26,00","20,00","38,00","47,00","7,00","4,00","Vysočina","JIHLAVA","Jihlava"
"Hudčice","223,00","49,00","22,00","66,00","69,00","9,00","8,00","Středočeský kraj","PŘÍBRAM","Příbram"
"Hudlice","1 203,00","202,00","183,00","379,00","369,00","39,00","31,00","Středočeský kraj","BEROUN","Beroun"
"Hukvaldy","1 918,00","293,00","266,00","624,00","612,00","69,00","54,00","Moravskoslezský kraj","FRÝDEK-MÍSTEK","Frýdek-Místek"
"Hulice","307,00","32,00","42,00","113,00","99,00","10,00","11,00","Středočeský kraj","VLAŠIM","Benešov"
"Hulín","7 531,00","942,00","1 150,00","2 593,00","2 498,00","181,00","167,00","Zlínský kraj","KROMĚŘÍŽ","Kroměříž"
"Humburky","312,00","77,00","47,00","81,00","92,00","11,00","4,00","Královéhradecký kraj","NOVÝ BYDŽOV","Hradec Králové"
"Humpolec","10 887,00","1 742,00","1 611,00","3 468,00","3 397,00","345,00","324,00","Vysočina","HUMPOLEC","Pelhřimov"
"Huntířov","719,00","73,00","129,00","253,00","226,00","21,00","17,00","Ústecký kraj","DĚČÍN","Děčín"
"Hůrky","183,00","35,00","25,00","63,00","52,00","3,00","5,00","Plzeňský kraj","ROKYCANY","Rokycany"
"Hurtova Lhota","222,00","32,00","38,00","73,00","66,00","4,00","9,00","Vysočina","HAVLÍČKŮV BROD","Havlíčkův Brod"
"Hůry","451,00","39,00","79,00","159,00","149,00","10,00","15,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Husí Lhota","122,00","19,00","14,00","45,00","38,00","2,00","4,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Husinec","1 332,00","173,00","222,00","441,00","431,00","35,00","30,00","Jihočeský kraj","PRACHATICE","Prachatice"
"Husinec","865,00","154,00","120,00","276,00","266,00","26,00","23,00","Středočeský kraj","BRANDÝS N.L.-ST.BOLES","Praha-východ"
"Huslenky","2 079,00","292,00","325,00","728,00","629,00","56,00","49,00","Zlínský kraj","VSETÍN","Vsetín"
"Huštěnovice","986,00","155,00","126,00","340,00","305,00","30,00","30,00","Zlínský kraj","UHERSKÉ HRADIŠTĚ","Uherské Hradiště"
"Hustopeče","5 937,00","636,00","891,00","2 024,00","2 050,00","181,00","155,00","Jihomoravský kraj","HUSTOPEČE","Břeclav"
"Hustopeče nad Bečvou","1 762,00","223,00","314,00","541,00","597,00","47,00","40,00","Olomoucký kraj","HRANICE","Přerov"
"Hutisko-Solanec","1 938,00","289,00","287,00","660,00","610,00","51,00","41,00","Zlínský kraj","ROŽNOV POD RADHOŠTĚM","Vsetín"
"Huzová","2","2","2","2","2","2","2","Olomoucký kraj","ŠTERNBERK","Olomouc"
"Hvězdlice","629,00","181,00","61,00","178,00","164,00","24,00","21,00","Jihomoravský kraj","VYŠKOV","Vyškov"
"Hvězdonice","314,00","68,00","49,00","94,00","90,00","10,00","3,00","Středočeský kraj","BENEŠOV","Benešov"
"Hvězdoňovice","86,00","17,00","11,00","32,00","26,00","0,00","0,00","Vysočina","TŘEBÍČ","Třebíč"
"Hvozd","663,00","76,00","112,00","230,00","199,00","23,00","23,00","Olomoucký kraj","KONICE","Prostějov"
"Hvozd","148,00","28,00","22,00","45,00","46,00","5,00","2,00","Středočeský kraj","RAKOVNÍK","Rakovník"
"Hvozd","235,00","33,00","32,00","85,00","73,00","7,00","5,00","Plzeňský kraj","KRALOVICE","Plzeň-sever"
"Hvožďany","803,00","121,00","124,00","273,00","245,00","17,00","23,00","Středočeský kraj","PŘÍBRAM","Příbram"
"Hvožďany","27,00","2,00","4,00","10,00","11,00","0,00","0,00","Plzeňský kraj","DOMAŽLICE","Domažlice"
"Hvozdec","218,00","43,00","36,00","59,00","61,00","13,00","6,00","Jihomoravský kraj","KUŘIM","Brno-venkov"
"Hvozdec","182,00","45,00","21,00","49,00","47,00","6,00","14,00","Středočeský kraj","HOŘOVICE","Beroun"
"Hvozdná","1 088,00","166,00","183,00","362,00","321,00","27,00","29,00","Zlínský kraj","ZLÍN","Zlín"
"Hvozdnice","189,00","22,00","27,00","67,00","64,00","5,00","4,00","Královéhradecký kraj","HRADEC KRÁLOVÉ","Hradec Králové"
"Hvozdnice","328,00","61,00","50,00","101,00","90,00","9,00","17,00","Středočeský kraj","ČERNOŠICE","Praha-západ"
"Hybrálec","406,00","51,00","61,00","157,00","118,00","11,00","8,00","Vysočina","JIHLAVA","Jihlava"
"Hynčice","210,00","41,00","40,00","63,00","59,00","2,00","5,00","Královéhradecký kraj","BROUMOV","Náchod"
"Hynčina","200,00","35,00","31,00","65,00","54,00","9,00","6,00","Olomoucký kraj","ZÁBŘEH","Šumperk"
"Hýskov","1 318,00","189,00","238,00","401,00","411,00","44,00","35,00","Středočeský kraj","BEROUN","Beroun"
"Hýsly","386,00","56,00","62,00","128,00","122,00","11,00","7,00","Jihomoravský kraj","KYJOV","Hodonín"
"Ivaň","472,00","71,00","60,00","169,00","147,00","13,00","12,00","Olomoucký kraj","PROSTĚJOV","Prostějov"
"Ivaň","2","2","2","2","2","2","2","Jihomoravský kraj","POHOŘELICE","Brno-venkov"
"Ivančice","9 395,00","1 273,00","1 439,00","3 062,00","3 026,00","298,00","297,00","Jihomoravský kraj","IVANČICE","Brno-venkov"
"Ivanovice na Hané","2 875,00","426,00","387,00","1 010,00","913,00","73,00","66,00","Jihomoravský kraj","VYŠKOV","Vyškov"
"Jabkenice","363,00","84,00","38,00","122,00","101,00","10,00","8,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Jabloňany","368,00","49,00","59,00","135,00","108,00","7,00","10,00","Jihomoravský kraj","BOSKOVICE","Blansko"
"Jablonec nad Jizerou","1 941,00","290,00","321,00","625,00","612,00","47,00","46,00","Liberecký kraj","JILEMNICE","Semily"
"Jablonec nad Nisou","44 571,00","5 854,00","6 773,00","14 381,00","15 039,00","1 334,00","1 190,00","Liberecký kraj","JABLONEC NAD NISOU","Jablonec n.Nisou"
"Jablonná","303,00","38,00","52,00","113,00","89,00","6,00","5,00","Středočeský kraj","PŘÍBRAM","Příbram"
"Jablonné nad Orlicí","3 054,00","398,00","522,00","954,00","999,00","97,00","84,00","Pardubický kraj","ŽAMBERK","Ústí nad Orlicí"
"Jablonné v Podještědí","2","2","2","2","2","2","2","Liberecký kraj","LIBEREC","Česká Lípa"
"Jabloňov","323,00","37,00","71,00","101,00","95,00","11,00","8,00","Vysočina","VELKÉ MEZIŘÍČÍ","Žďár nad Sázavou"
"Jablůnka","2 017,00","289,00","297,00","664,00","650,00","62,00","55,00","Zlínský kraj","VSETÍN","Vsetín"
"Jablunkov","5 805,00","751,00","1 041,00","1 870,00","1 868,00","168,00","107,00","Moravskoslezský kraj","JABLUNKOV","Frýdek-Místek"
"Jáchymov","3 236,00","296,00","580,00","1 055,00","1 180,00","63,00","62,00","Karlovarský kraj","OSTROV","Karlovy Vary"
"Jahodov","78,00","12,00","11,00","22,00","27,00","1,00","5,00","Královéhradecký kraj","RYCHNOV NAD KNĚŽNOU","Rychnov nad Kněžnou"
"Jakartovice","1 035,00","140,00","168,00","358,00","306,00","32,00","31,00","Moravskoslezský kraj","OPAVA","Opava"
"Jakubčovice nad Odrou","675,00","65,00","103,00","251,00","226,00","14,00","16,00","Moravskoslezský kraj","ODRY","Nový Jičín"
"Jakubov u Moravských Budějovic","600,00","72,00","91,00","209,00","192,00","18,00","18,00","Vysočina","MORAVSKÉ BUDĚJOVICE","Třebíč"
"Jakubovice","183,00","35,00","32,00","60,00","49,00","3,00","4,00","Olomoucký kraj","ŠUMPERK","Šumperk"
"Jalubí","1 739,00","228,00","263,00","616,00","549,00","47,00","36,00","Zlínský kraj","UHERSKÉ HRADIŠTĚ","Uherské Hradiště"
"Jamné","499,00","81,00","99,00","148,00","146,00","11,00","14,00","Vysočina","JIHLAVA","Jihlava"
"Jamné nad Orlicí","696,00","105,00","127,00","216,00","210,00","18,00","20,00","Pardubický kraj","ŽAMBERK","Ústí nad Orlicí"
"Jamolice","447,00","71,00","92,00","132,00","128,00","12,00","12,00","Jihomoravský kraj","MORAVSKÝ KRUMLOV","Znojmo"
"Jámy","539,00","75,00","90,00","190,00","163,00","13,00","8,00","Vysočina","ŽĎÁR NAD SÁZAVOU","Žďár nad Sázavou"
"Jankov","388,00","48,00","66,00","125,00","130,00","5,00","14,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Jankov","901,00","146,00","130,00","294,00","284,00","26,00","21,00","Středočeský kraj","VOTICE","Benešov"
"Jankov","42,00","11,00","7,00","15,00","7,00","2,00","0,00","Vysočina","PELHŘIMOV","Pelhřimov"
"Jankovice","333,00","46,00","57,00","109,00","99,00","12,00","10,00","Zlínský kraj","HOLEŠOV","Kroměříž"
"Jankovice","459,00","81,00","65,00","155,00","129,00","16,00","13,00","Zlínský kraj","UHERSKÉ HRADIŠTĚ","Uherské Hradiště"
"Jankovice","288,00","56,00","32,00","90,00","91,00","11,00","8,00","Pardubický kraj","PŘELOUČ","Pardubice"
"Janoušov","49,00","8,00","9,00","14,00","12,00","3,00","3,00","Olomoucký kraj","ŠUMPERK","Šumperk"
"Janov","778,00","115,00","143,00","256,00","229,00","20,00","15,00","Pardubický kraj","LITOMYŠL","Svitavy"
"Janov","248,00","48,00","27,00","73,00","70,00","15,00","15,00","Ústecký kraj","DĚČÍN","Děčín"
"Janov","343,00","55,00","36,00","121,00","109,00","10,00","12,00","Moravskoslezský kraj","KRNOV","Bruntál"
"Janov","110,00","15,00","20,00","32,00","31,00","7,00","5,00","Královéhradecký kraj","DOBRUŠKA","Rychnov nad Kněžnou"
"Janov","113,00","27,00","12,00","28,00","31,00","7,00","8,00","Středočeský kraj","RAKOVNÍK","Rakovník"
"Janov nad Nisou","1 154,00","146,00","189,00","400,00","347,00","36,00","36,00","Liberecký kraj","JABLONEC NAD NISOU","Jablonec n.Nisou"
"Janová","723,00","100,00","107,00","251,00","226,00","25,00","14,00","Zlínský kraj","VSETÍN","Vsetín"
"Janovice","1 703,00","254,00","269,00","556,00","530,00","57,00","37,00","Moravskoslezský kraj","FRÝDLANT N. OSTRAVICÍ","Frýdek-Místek"
"Janovice nad Úhlavou","2 022,00","245,00","334,00","705,00","656,00","45,00","37,00","Plzeňský kraj","KLATOVY","Klatovy"
"Janovice v Podještědí","2","2","2","2","2","2","2","Liberecký kraj","LIBEREC","Česká Lípa"
"Janská","201,00","12,00","33,00","74,00","73,00","1,00","8,00","Ústecký kraj","DĚČÍN","Děčín"
"Janské Lázně","861,00","119,00","125,00","288,00","288,00","25,00","16,00","Královéhradecký kraj","TRUTNOV","Trutnov"
"Janův Důl","137,00","13,00","19,00","49,00","47,00","6,00","3,00","Liberecký kraj","LIBEREC","Liberec"
"Janůvky","36,00","12,00","3,00","12,00","6,00","1,00","2,00","Pardubický kraj","MORAVSKÁ TŘEBOVÁ","Svitavy"
