"obce","Počet obyvatel dle Sčítání lidu 1950","kraj","orp","okres"
"Dolní Dvůr","341,00","Královéhradecký kraj","VRCHLABÍ","Trutnov"
"Dolní Habartice","689,00","Ústecký kraj","DĚČÍN","Děčín"
"Dolní Hbity","1 103,00","Středočeský kraj","PŘÍBRAM","Příbram"
"Dolní Heřmanice","509,00","Vysočina","VELKÉ MEZIŘÍČÍ","Žďár nad Sázavou"
"Dolní Hořice","1 645,00","Jihočeský kraj","TÁBOR","Tábor"
"Dolní Hrachovice","199,00","Jihočeský kraj","TÁBOR","Tábor"
"Dolní Hradiště","78,00","Plzeňský kraj","KRALOVICE","Plzeň-sever"
"Dolní Kalná","811,00","Královéhradecký kraj","VRCHLABÍ","Trutnov"
"Dolní Kounice","2 625,00","Jihomoravský kraj","IVANČICE","Brno-venkov"
"Dolní Kralovice","1 566,00","Středočeský kraj","VLAŠIM","Benešov"
"Dolní Krupá","324,00","Středočeský kraj","MNICHOVO HRADIŠTĚ","Mladá Boleslav"
"Dolní Krupá","505,00","Vysočina","HAVLÍČKŮV BROD","Havlíčkův Brod"
"Dolní Lánov","724,00","Královéhradecký kraj","VRCHLABÍ","Trutnov"
"Dolní Lažany","189,00","Vysočina","MORAVSKÉ BUDĚJOVICE","Třebíč"
"Dolní Lhota","302,00","Zlínský kraj","LUHAČOVICE","Zlín"
"Dolní Lhota","723,00","Moravskoslezský kraj","OSTRAVA","Opava"
"Dolní Libochová","223,00","Vysočina","VELKÉ MEZIŘÍČÍ","Žďár nad Sázavou"
"Dolní Lochov","105,00","Královéhradecký kraj","JIČÍN","Jičín"
"Dolní Lomná","1 051,00","Moravskoslezský kraj","JABLUNKOV","Frýdek-Místek"
"Dolní Loučky","1 092,00","Vysočina","VELKÉ MEZIŘÍČÍ","Žďár nad Sázavou"
"Dolní Lukavice","1 244,00","Plzeňský kraj","PŘEŠTICE","Plzeň-jih"
"Dolní Lutyně","4 588,00","Moravskoslezský kraj","ORLOVÁ","Karviná"
"Dolní Město","1 260,00","Vysočina","SVĚTLÁ NAD SÁZAVOU","Havlíčkův Brod"
"Dolní Morava","439,00","Pardubický kraj","KRÁLÍKY","Ústí nad Orlicí"
"Dolní Moravice","820,00","Moravskoslezský kraj","RÝMAŘOV","Bruntál"
"Dolní Němčí","1 799,00","Zlínský kraj","UHERSKÝ BROD","Uherské Hradiště"
"Dolní Nětčice","438,00","Olomoucký kraj","LIPNÍK NAD BEČVOU","Přerov"
"Dolní Nivy","688,00","Karlovarský kraj","SOKOLOV","Sokolov"
"Dolní Novosedly","391,00","Jihočeský kraj","PÍSEK","Písek"
"Dolní Olešnice","638,00","Královéhradecký kraj","TRUTNOV","Trutnov"
"Dolní Pěna","240,00","Jihočeský kraj","JINDŘICHŮV HRADEC","Jindřichův Hradec"
"Dolní Podluží","1 966,00","Ústecký kraj","VARNSDORF","Děčín"
"Dolní Pohleď","131,00","Středočeský kraj","KUTNÁ HORA","Kutná Hora"
"Dolní Poustevna","1 919,00","Ústecký kraj","RUMBURK","Děčín"
"Dolní Přím","714,00","Královéhradecký kraj","HRADEC KRÁLOVÉ","Hradec Králové"
"Dolní Radechová","840,00","Královéhradecký kraj","NÁCHOD","Náchod"
"Dolní Řasnice","744,00","Liberecký kraj","FRÝDLANT","Liberec"
"Dolní Ředice","819,00","Pardubický kraj","HOLICE","Pardubice"
"Dolní Roveň","2 250,00","Pardubický kraj","HOLICE","Pardubice"
"Dolní Rožínka","310,00","Vysočina","BYSTŘICE NAD  PERNŠT.","Žďár nad Sázavou"
"Dolní Rychnov","2 768,00","Karlovarský kraj","SOKOLOV","Sokolov"
"Dolní Slivno","481,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Dolní Sokolovec","169,00","Vysočina","CHOTĚBOŘ","Havlíčkův Brod"
"Dolní Stakory","169,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Dolní Studénky","963,00","Olomoucký kraj","ŠUMPERK","Šumperk"
"Dolní Těšice","94,00","Olomoucký kraj","HRANICE","Přerov"
"Dolní Tošanovice","283,00","Moravskoslezský kraj","FRÝDEK-MÍSTEK","Frýdek-Místek"
"Dolní Třebonín","723,00","Jihočeský kraj","ČESKÝ KRUMLOV","Český Krumlov"
"Dolní Újezd","1 781,00","Pardubický kraj","LITOMYŠL","Svitavy"
"Dolní Újezd","1 050,00","Olomoucký kraj","LIPNÍK NAD BEČVOU","Přerov"
"Dolní Věstonice","412,00","Jihomoravský kraj","MIKULOV","Břeclav"
"Dolní Vilémovice","474,00","Vysočina","TŘEBÍČ","Třebíč"
"Dolní Vilímeč","138,00","Vysočina","TELČ","Jihlava"
"Dolní Zálezly","587,00","Ústecký kraj","ÚSTÍ NAD LABEM","Ústí nad Labem"
"Dolní Žandov","1 258,00","Karlovarský kraj","CHEB","Cheb"
"Dolní Žďár","291,00","Jihočeský kraj","JINDŘICHŮV HRADEC","Jindřichův Hradec"
"Dolní Zimoř","80,00","Středočeský kraj","MĚLNÍK","Mělník"
"Dolní Životice","837,00","Moravskoslezský kraj","OPAVA","Opava"
"Doloplazy","618,00","Olomoucký kraj","PROSTĚJOV","Prostějov"
"Doloplazy","992,00","Olomoucký kraj","OLOMOUC","Olomouc"
"Domamil","413,00","Vysočina","MORAVSKÉ BUDĚJOVICE","Třebíč"
"Domanín","1 216,00","Jihomoravský kraj","KYJOV","Hodonín"
"Domanín","282,00","Jihočeský kraj","TŘEBOŇ","Jindřichův Hradec"
"Dománovice","174,00","Středočeský kraj","KOLÍN","Kolín"
"Domašín","211,00","Ústecký kraj","KADAŇ","Chomutov"
"Domašov","608,00","Jihomoravský kraj","ROSICE","Brno-venkov"
"Domašov nad Bystřicí","754,00","Olomoucký kraj","ŠTERNBERK","Olomouc"
"Domašov u Šternberka","318,00","Olomoucký kraj","ŠTERNBERK","Olomouc"
"Domaželice","449,00","Olomoucký kraj","PŘEROV","Přerov"
"Domažlice","8 995,00","Plzeňský kraj","DOMAŽLICE","Domažlice"
"Domoraz","190,00","Plzeňský kraj","SUŠICE","Klatovy"
"Domoušice","1 073,00","Ústecký kraj","LOUNY","Louny"
"Domousnice","454,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Doňov","140,00","Jihočeský kraj","JINDŘICHŮV HRADEC","Jindřichův Hradec"
"Doubek","277,00","Středočeský kraj","ŘÍČANY","Praha-východ"
"Doubice","282,00","Ústecký kraj","RUMBURK","Děčín"
"Doubrava","4 452,00","Moravskoslezský kraj","ORLOVÁ","Karviná"
"Doubravčice","229,00","Středočeský kraj","ČESKÝ BROD","Kolín"
"Doubravice","654,00","Královéhradecký kraj","DVŮR KRÁLOVÉ N. LAB.","Trutnov"
"Doubravice","167,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Doubravice","340,00","Jihočeský kraj","STRAKONICE","Strakonice"
"Doubravice nad Svitavou","1 331,00","Jihomoravský kraj","BLANSKO","Blansko"
"Doubravička","134,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Doubravník","873,00","Vysočina","BYSTŘICE NAD  PERNŠT.","Žďár nad Sázavou"
"Doubravy","476,00","Zlínský kraj","ZLÍN","Zlín"
"Doudleby","371,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Doudleby nad Orlicí","1 903,00","Královéhradecký kraj","KOSTELEC NAD ORLICÍ","Rychnov nad Kněžnou"
"Doupě","165,00","Vysočina","TELČ","Jihlava"
"Drachkov","126,00","Jihočeský kraj","STRAKONICE","Strakonice"
"Dráchov","425,00","Jihočeský kraj","SOBĚSLAV","Tábor"
"Drahanovice","1 901,00","Olomoucký kraj","OLOMOUC","Olomouc"
"Drahany","799,00","Olomoucký kraj","PROSTĚJOV","Prostějov"
"Drahelčice","492,00","Středočeský kraj","ČERNOŠICE","Praha-západ"
"Drahenice","346,00","Středočeský kraj","PŘÍBRAM","Příbram"
"Drahkov","190,00","Plzeňský kraj","BLOVICE","Plzeň-jih"
"Drahlín","507,00","Středočeský kraj","PŘÍBRAM","Příbram"
"Drahňovice","130,00","Středočeský kraj","BENEŠOV","Benešov"
"Drahobudice","316,00","Středočeský kraj","KOLÍN","Kolín"
"Drahobuz","438,00","Ústecký kraj","LITOMĚŘICE","Litoměřice"
"Drahonice","485,00","Jihočeský kraj","VODŇANY","Strakonice"
"Drahonín","200,00","Vysočina","BYSTŘICE NAD  PERNŠT.","Žďár nad Sázavou"
"Drahoňův Újezd","210,00","Plzeňský kraj","ROKYCANY","Rokycany"
"Drahotěšice","421,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Drahotín","209,00","Plzeňský kraj","DOMAŽLICE","Domažlice"
"Drahouš","207,00","Středočeský kraj","RAKOVNÍK","Rakovník"
"Drahov","258,00","Jihočeský kraj","SOBĚSLAV","Tábor"
"Drásov","346,00","Středočeský kraj","PŘÍBRAM","Příbram"
"Drásov","942,00","Jihomoravský kraj","TIŠNOV","Brno-venkov"
"Dražeň","224,00","Plzeňský kraj","KRALOVICE","Plzeň-sever"
"Draženov","311,00","Plzeňský kraj","DOMAŽLICE","Domažlice"
"Dražíč","687,00","Jihočeský kraj","TÝN NAD VLTAVOU","České Budějovice"
"Dražice","561,00","Jihočeský kraj","TÁBOR","Tábor"
"Dražičky","151,00","Jihočeský kraj","TÁBOR","Tábor"
"Drážov","651,00","Jihočeský kraj","STRAKONICE","Strakonice"
"Dražovice","772,00","Jihomoravský kraj","BUČOVICE","Vyškov"
"Dražovice","302,00","Plzeňský kraj","SUŠICE","Klatovy"
"Dražůvky","386,00","Jihomoravský kraj","KYJOV","Hodonín"
"Dřenice","485,00","Pardubický kraj","CHRUDIM","Chrudim"
"Dřešín","471,00","Jihočeský kraj","STRAKONICE","Strakonice"
"Dřetovice","663,00","Středočeský kraj","KLADNO","Kladno"
"Dřevčice","427,00","Středočeský kraj","BRANDÝS N.L.-ST.BOLES","Praha-východ"
"Dřevěnice","317,00","Královéhradecký kraj","JIČÍN","Jičín"
"Drevníky","407,00","Středočeský kraj","DOBŘÍŠ","Příbram"
"Dřevnovice","569,00","Olomoucký kraj","PROSTĚJOV","Prostějov"
"Dřevohostice","1 518,00","Olomoucký kraj","PŘEROV","Přerov"
"Drhovice","197,00","Jihočeský kraj","TÁBOR","Tábor"
"Drhovle","1 035,00","Jihočeský kraj","PÍSEK","Písek"
"Drhovy","245,00","Středočeský kraj","DOBŘÍŠ","Příbram"
"Dřínov","425,00","Středočeský kraj","SLANÝ","Kladno"
"Dřínov","495,00","Zlínský kraj","KROMĚŘÍŽ","Kroměříž"
"Dřínov","443,00","Středočeský kraj","KRALUPY NAD VLTAVOU","Mělník"
"Dřísy","874,00","Středočeský kraj","BRANDÝS N.L.-ST.BOLES","Mělník"
"Dříteč","344,00","Pardubický kraj","PARDUBICE","Pardubice"
"Dříteň","1 756,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Drmoul","680,00","Karlovarský kraj","MARIÁNSKÉ LÁZNĚ","Cheb"
"Drnek","247,00","Středočeský kraj","SLANÝ","Kladno"
"Drnholec","1 484,00","Jihomoravský kraj","MIKULOV","Břeclav"
"Drnovice","554,00","Zlínský kraj","VALAŠSKÉ KLOBOUKY","Zlín"
"Drnovice","1 857,00","Jihomoravský kraj","VYŠKOV","Vyškov"
"Drnovice","858,00","Jihomoravský kraj","BOSKOVICE","Blansko"
"Drobovice","489,00","Středočeský kraj","ČÁSLAV","Kutná Hora"
"Droužetice","185,00","Jihočeský kraj","STRAKONICE","Strakonice"
"Droužkovice","858,00","Ústecký kraj","CHOMUTOV","Chomutov"
"Drozdov","743,00","Středočeský kraj","HOŘOVICE","Beroun"
"Drozdov","424,00","Olomoucký kraj","ZÁBŘEH","Šumperk"
"Drslavice","201,00","Jihočeský kraj","PRACHATICE","Prachatice"
"Drslavice","562,00","Zlínský kraj","UHERSKÝ BROD","Uherské Hradiště"
"Druhanov","293,00","Vysočina","SVĚTLÁ NAD SÁZAVOU","Havlíčkův Brod"
"Drunče","139,00","Jihočeský kraj","JINDŘICHŮV HRADEC","Jindřichův Hradec"
"Družec","919,00","Středočeský kraj","KLADNO","Kladno"
"Druztová","682,00","Plzeňský kraj","NÝŘANY","Plzeň-sever"
"Drysice","544,00","Jihomoravský kraj","VYŠKOV","Vyškov"
"Držkov","705,00","Liberecký kraj","ŽELEZNÝ BROD","Jablonec n.Nisou"
"Držková","584,00","Zlínský kraj","ZLÍN","Zlín"
"Držovice","1 429,00","Olomoucký kraj","PROSTĚJOV","Prostějov"
"Dub","563,00","Jihočeský kraj","PRACHATICE","Prachatice"
"Dub nad Moravou","1 653,00","Olomoucký kraj","OLOMOUC","Olomouc"
"Dubá","2 398,00","Liberecký kraj","ČESKÁ LÍPA","Česká Lípa"
"Dubany","301,00","Pardubický kraj","PARDUBICE","Pardubice"
"Dubčany","272,00","Olomoucký kraj","LITOVEL","Olomouc"
"Dubenec","272,00","Středočeský kraj","PŘÍBRAM","Příbram"
"Dubenec","707,00","Královéhradecký kraj","DVŮR KRÁLOVÉ N. LAB.","Trutnov"
"Dubí","10 634,00","Ústecký kraj","TEPLICE","Teplice"
"Dubicko","794,00","Olomoucký kraj","ZÁBŘEH","Šumperk"
"Dubičné","224,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Dublovice","1 179,00","Středočeský kraj","SEDLČANY","Příbram"
"Dubňany","3 924,00","Jihomoravský kraj","HODONÍN","Hodonín"
"Dubné","878,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Dubnice","588,00","Liberecký kraj","ČESKÁ LÍPA","Česká Lípa"
"Dubno","505,00","Středočeský kraj","PŘÍBRAM","Příbram"
"Dubovice","98,00","Vysočina","PELHŘIMOV","Pelhřimov"
"Duchcov","12 002,00","Ústecký kraj","TEPLICE","Teplice"
"Dudín","286,00","Vysočina","JIHLAVA","Jihlava"
"Dukovany","1 037,00","Vysočina","TŘEBÍČ","Třebíč"
"Důl","163,00","Vysočina","PACOV","Pelhřimov"
"Dunajovice","266,00","Jihočeský kraj","TŘEBOŇ","Jindřichův Hradec"
"Dunice","134,00","Středočeský kraj","VLAŠIM","Benešov"
"Dušejov","350,00","Vysočina","JIHLAVA","Jihlava"
"Dušníky","315,00","Ústecký kraj","ROUDNICE NAD LABEM","Litoměřice"
"Dvakačovice","310,00","Pardubický kraj","CHRUDIM","Chrudim"
"Dvorce","202,00","Vysočina","JIHLAVA","Jihlava"
"Dvorce","1 328,00","Moravskoslezský kraj","BRUNTÁL","Bruntál"
"Dvory","597,00","Středočeský kraj","NYMBURK","Nymburk"
"Dvory","144,00","Jihočeský kraj","PRACHATICE","Prachatice"
"Dvory nad Lužnicí","459,00","Jihočeský kraj","TŘEBOŇ","Jindřichův Hradec"
"Dvůr Králové nad Labem","16 083,00","Královéhradecký kraj","DVŮR KRÁLOVÉ N. LAB.","Trutnov"
"Dyjákovice","1 241,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Dyjákovičky","647,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Dyje","480,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Dyjice","196,00","Vysočina","TELČ","Jihlava"
"Dymokury","1 356,00","Středočeský kraj","PODĚBRADY","Nymburk"
"Dynín","371,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Dýšina","1 234,00","Plzeňský kraj","PLZEŇ","Plzeň-město"
"Džbánice","219,00","Jihomoravský kraj","MORAVSKÝ KRUMLOV","Znojmo"
"Džbánov","441,00","Pardubický kraj","VYSOKÉ MÝTO","Ústí nad Orlicí"
"Dzbel","368,00","Olomoucký kraj","KONICE","Prostějov"
"Ejpovice","843,00","Plzeňský kraj","ROKYCANY","Rokycany"
"Erpužice","288,00","Plzeňský kraj","STŘÍBRO","Tachov"
"Eš","134,00","Vysočina","PACOV","Pelhřimov"
"Evaň","478,00","Ústecký kraj","LOVOSICE","Litoměřice"
"Felbabka","253,00","Středočeský kraj","HOŘOVICE","Beroun"
"Frahelž","293,00","Jihočeský kraj","TŘEBOŇ","Jindřichův Hradec"
"Francova Lhota","1 345,00","Zlínský kraj","VSETÍN","Vsetín"
"Františkov nad Ploučnicí","718,00","Ústecký kraj","DĚČÍN","Děčín"
"Františkovy Lázně","3 335,00","Karlovarský kraj","CHEB","Cheb"
"Frenštát pod Radhoštěm","6 348,00","Moravskoslezský kraj","FRENŠTÁT P. RADHOŠTĚM","Nový Jičín"
"Fryčovice","1 819,00","Moravskoslezský kraj","FRÝDEK-MÍSTEK","Frýdek-Místek"
"Frýdek-Místek","27 002,00","Moravskoslezský kraj","FRÝDEK-MÍSTEK","Frýdek-Místek"
"Frýdlant","5 584,00","Liberecký kraj","FRÝDLANT","Liberec"
"Frýdlant nad Ostravicí","5 677,00","Moravskoslezský kraj","FRÝDLANT N. OSTRAVICÍ","Frýdek-Místek"
"Frýdštejn","1 160,00","Liberecký kraj","TURNOV","Jablonec n.Nisou"
"Frymburk","764,00","Jihočeský kraj","ČESKÝ KRUMLOV","Český Krumlov"
"Frymburk","295,00","Plzeňský kraj","SUŠICE","Klatovy"
"Fryšava pod Žákovou horou","544,00","Vysočina","NOVÉ MĚSTO NA MORAVĚ","Žďár nad Sázavou"
"Fryšták","3 059,00","Zlínský kraj","ZLÍN","Zlín"
"Fulnek","4 682,00","Moravskoslezský kraj","NOVÝ JIČÍN","Nový Jičín"
"Golčův Jeníkov","2 932,00","Vysočina","HAVLÍČKŮV BROD","Havlíčkův Brod"
"Grešlové Mýto","258,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Gruna","289,00","Pardubický kraj","MORAVSKÁ TŘEBOVÁ","Svitavy"
"Grunta","135,00","Středočeský kraj","KOLÍN","Kolín"
"Grygov","1 174,00","Olomoucký kraj","OLOMOUC","Olomouc"
"Grymov","175,00","Olomoucký kraj","PŘEROV","Přerov"
"Habartice","607,00","Liberecký kraj","FRÝDLANT","Liberec"
"Habartov","3 079,00","Karlovarský kraj","SOKOLOV","Sokolov"
"Habří","182,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Habřina","323,00","Královéhradecký kraj","HRADEC KRÁLOVÉ","Hradec Králové"
"Habrovany","145,00","Ústecký kraj","ÚSTÍ NAD LABEM","Ústí nad Labem"
"Habrovany","840,00","Jihomoravský kraj","VYŠKOV","Vyškov"
"Habrůvka","709,00","Jihomoravský kraj","BLANSKO","Blansko"
"Habry","1 642,00","Vysočina","HAVLÍČKŮV BROD","Havlíčkův Brod"
"Hačky","194,00","Olomoucký kraj","KONICE","Prostějov"
"Hadravova Rosička","91,00","Jihočeský kraj","JINDŘICHŮV HRADEC","Jindřichův Hradec"
"Háj u Duchcova","1 476,00","Ústecký kraj","TEPLICE","Teplice"
"Háj ve Slezsku","2 935,00","Moravskoslezský kraj","OPAVA","Opava"
"Hajany","280,00","Jihomoravský kraj","ŠLAPANICE","Brno-venkov"
"Hajany","202,00","Jihočeský kraj","BLATNÁ","Strakonice"
"Háje","202,00","Středočeský kraj","PŘÍBRAM","Příbram"
"Háje nad Jizerou","1 081,00","Liberecký kraj","SEMILY","Semily"
"Hájek","86,00","Jihočeský kraj","VODŇANY","Strakonice"
"Hájek","452,00","Karlovarský kraj","OSTROV","Karlovy Vary"
"Hajnice","994,00","Královéhradecký kraj","TRUTNOV","Trutnov"
"Halámky","286,00","Jihočeský kraj","TŘEBOŇ","Jindřichův Hradec"
"Halenkov","2 257,00","Zlínský kraj","VSETÍN","Vsetín"
"Halenkovice","2 131,00","Zlínský kraj","OTROKOVICE","Zlín"
"Haluzice","113,00","Zlínský kraj","VALAŠSKÉ KLOBOUKY","Zlín"
"Halže","636,00","Plzeňský kraj","TACHOV","Tachov"
"Hamr","403,00","Jihočeský kraj","TŘEBOŇ","Jindřichův Hradec"
"Hamr na Jezeře","403,00","Liberecký kraj","ČESKÁ LÍPA","Česká Lípa"
"Hamry","395,00","Pardubický kraj","HLINSKO","Chrudim"
"Hamry","309,00","Plzeňský kraj","KLATOVY","Klatovy"
"Hamry nad Sázavou","760,00","Vysočina","ŽĎÁR NAD SÁZAVOU","Žďár nad Sázavou"
"Haňovice","419,00","Olomoucký kraj","LITOVEL","Olomouc"
"Hanušovice","2 919,00","Olomoucký kraj","ŠUMPERK","Šumperk"
"Harrachov","2 013,00","Liberecký kraj","TANVALD","Semily"
"Hartinkov","131,00","Pardubický kraj","MORAVSKÁ TŘEBOVÁ","Svitavy"
"Hartmanice","378,00","Pardubický kraj","POLIČKA","Svitavy"
"Hartmanice","202,00","Jihočeský kraj","TÝN NAD VLTAVOU","České Budějovice"
"Hartmanice","1 427,00","Plzeňský kraj","SUŠICE","Klatovy"
"Hartvíkovice","581,00","Vysočina","NÁMĚŠŤ NAD OSLAVOU","Třebíč"
"Haškovcova Lhota","147,00","Jihočeský kraj","TÁBOR","Tábor"
"Hať","2 119,00","Moravskoslezský kraj","HLUČÍN","Opava"
"Hatín","433,00","Jihočeský kraj","JINDŘICHŮV HRADEC","Jindřichův Hradec"
"Havířov","12 898,00","Moravskoslezský kraj","HAVÍŘOV","Karviná"
"Havlíčkova Borová","1 372,00","Vysočina","HAVLÍČKŮV BROD","Havlíčkův Brod"
"Havlíčkův Brod","17 238,00","Vysočina","HAVLÍČKŮV BROD","Havlíčkův Brod"
"Havlovice","855,00","Královéhradecký kraj","TRUTNOV","Trutnov"
"Havraň","928,00","Ústecký kraj","MOST","Most"
"Havraníky","515,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Hazlov","1 509,00","Karlovarský kraj","AŠ","Cheb"
"Hejná","362,00","Plzeňský kraj","HORAŽĎOVICE","Klatovy"
"Hejnice","263,00","Pardubický kraj","ŽAMBERK","Ústí nad Orlicí"
"Hejnice","2 005,00","Liberecký kraj","FRÝDLANT","Liberec"
"Hejtmánkovice","769,00","Královéhradecký kraj","BROUMOV","Náchod"
"Helvíkovice","475,00","Pardubický kraj","ŽAMBERK","Ústí nad Orlicí"
"Herálec","1 334,00","Vysočina","ŽĎÁR NAD SÁZAVOU","Žďár nad Sázavou"
"Herálec","1 796,00","Vysočina","HAVLÍČKŮV BROD","Havlíčkův Brod"
"Heraltice","470,00","Vysočina","TŘEBÍČ","Třebíč"
"Herink","109,00","Středočeský kraj","ŘÍČANY","Praha-východ"
"Heřmaň","415,00","Jihočeský kraj","PÍSEK","Písek"
"Heřmaň","199,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Heřmaneč","154,00","Jihočeský kraj","DAČICE","Jindřichův Hradec"
"Heřmanice","813,00","Královéhradecký kraj","JAROMĚŘ","Náchod"
"Heřmanice","434,00","Liberecký kraj","FRÝDLANT","Liberec"
"Heřmanice","170,00","Vysočina","CHOTĚBOŘ","Havlíčkův Brod"
"Heřmanice u Oder","364,00","Moravskoslezský kraj","ODRY","Nový Jičín"
"Heřmaničky","1 060,00","Středočeský kraj","VOTICE","Benešov"
"Heřmánkovice","656,00","Královéhradecký kraj","BROUMOV","Náchod"
"Heřmánky","206,00","Moravskoslezský kraj","ODRY","Nový Jičín"
"Heřmanov","789,00","Ústecký kraj","DĚČÍN","Děčín"
"Heřmanov","263,00","Vysočina","VELKÉ MEZIŘÍČÍ","Žďár nad Sázavou"
"Heřmanova Huť","1 744,00","Plzeňský kraj","NÝŘANY","Plzeň-sever"
"Heřmanovice","415,00","Moravskoslezský kraj","KRNOV","Bruntál"
"Heřmanův Městec","3 585,00","Pardubický kraj","CHRUDIM","Chrudim"
"Heroltice","214,00","Jihomoravský kraj","TIŠNOV","Brno-venkov"
"Heršpice","796,00","Jihomoravský kraj","SLAVKOV U BRNA","Vyškov"
"Hevlín","1 453,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Hladké Životice","944,00","Moravskoslezský kraj","NOVÝ JIČÍN","Nový Jičín"
"Hladov","256,00","Vysočina","JIHLAVA","Jihlava"
"Hlasivo","378,00","Jihočeský kraj","TÁBOR","Tábor"
"Hlásná Třebaň","487,00","Středočeský kraj","BEROUN","Beroun"
"Hlásnice","186,00","Olomoucký kraj","ŠTERNBERK","Olomouc"
"Hlavatce","560,00","Jihočeský kraj","SOBĚSLAV","Tábor"
"Hlavatce","170,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Hlavečník","424,00","Pardubický kraj","PŘELOUČ","Pardubice"
"Hlavenec","377,00","Středočeský kraj","BRANDÝS N.L.-ST.BOLES","Mladá Boleslav"
"Hlavice","414,00","Liberecký kraj","LIBEREC","Liberec"
"Hlavnice","510,00","Moravskoslezský kraj","OPAVA","Opava"
"Hlavňovice","757,00","Plzeňský kraj","SUŠICE","Klatovy"
"Hlína","353,00","Jihomoravský kraj","IVANČICE","Brno-venkov"
"Hlince","161,00","Plzeňský kraj","KRALOVICE","Plzeň-sever"
"Hlincová Hora","88,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Hlinka","240,00","Moravskoslezský kraj","KRNOV","Bruntál"
"Hlinná","325,00","Ústecký kraj","LITOMĚŘICE","Litoměřice"
"Hlinsko","7 413,00","Pardubický kraj","HLINSKO","Chrudim"
"Hlinsko","297,00","Olomoucký kraj","LIPNÍK NAD BEČVOU","Přerov"
"Hlízov","564,00","Středočeský kraj","KUTNÁ HORA","Kutná Hora"
"Hlohová","455,00","Plzeňský kraj","HORŠOVSKÝ TÝN","Domažlice"
"Hlohovčice","282,00","Plzeňský kraj","HORŠOVSKÝ TÝN","Domažlice"
"Hlohovec","1 307,00","Jihomoravský kraj","BŘECLAV","Břeclav"
"Hlohovice","704,00","Plzeňský kraj","ROKYCANY","Rokycany"
"Hlubočany","646,00","Jihomoravský kraj","VYŠKOV","Vyškov"
"Hlubočec","614,00","Moravskoslezský kraj","OPAVA","Opava"
"Hlubočky","2 586,00","Olomoucký kraj","OLOMOUC","Olomouc"
"Hluboká","384,00","Pardubický kraj","CHRUDIM","Chrudim"
"Hluboká nad Vltavou","4 263,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Hluboké","288,00","Vysočina","NÁMĚŠŤ NAD OSLAVOU","Třebíč"
"Hluboké Dvory","161,00","Jihomoravský kraj","TIŠNOV","Blansko"
"Hluboké Mašůvky","734,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Hluboš","726,00","Středočeský kraj","PŘÍBRAM","Příbram"
"Hlubyně","211,00","Středočeský kraj","PŘÍBRAM","Příbram"
"Hluchov","486,00","Olomoucký kraj","PROSTĚJOV","Prostějov"
"Hlučín","7 191,00","Moravskoslezský kraj","HLUČÍN","Opava"
"Hluk","3 410,00","Zlínský kraj","UHERSKÉ HRADIŠTĚ","Uherské Hradiště"
"Hlupín","184,00","Jihočeský kraj","STRAKONICE","Strakonice"
"Hlušice","936,00","Královéhradecký kraj","NOVÝ BYDŽOV","Hradec Králové"
"Hlušovice","307,00","Olomoucký kraj","OLOMOUC","Olomouc"
"Hnačov","141,00","Plzeňský kraj","KLATOVY","Klatovy"
"Hnanice","353,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Hnátnice","1 054,00","Pardubický kraj","ÚSTÍ NAD ORLICÍ","Ústí nad Orlicí"
"Hněvčeves","211,00","Královéhradecký kraj","HRADEC KRÁLOVÉ","Hradec Králové"
"Hněvkovice","829,00","Vysočina","SVĚTLÁ NAD SÁZAVOU","Havlíčkův Brod"
"Hněvnice","164,00","Plzeňský kraj","NÝŘANY","Plzeň-sever"
"Hněvošice","658,00","Moravskoslezský kraj","OPAVA","Opava"
"Hněvotín","1 225,00","Olomoucký kraj","OLOMOUC","Olomouc"
