"obce","Počet obyvatel","Počet obyvatel nad 65 let","Počet obyvatel ve věku 0 až 14 let","Počet obyvatel ve věku 15-59 muži","Počet obyvatel ve věku 15-59 ženy","Počet obyvatel ve věku 60-64 let ženy","Počet obyvatel ve věku 60-64 muži","kraj","orp","okres"
"Domanín","321,00","36,00","69,00","101,00","104,00","5,00","6,00","Jihočeský kraj","TŘEBOŇ","Jindřichův Hradec"
"Dománovice","127,00","17,00","22,00","46,00","35,00","4,00","3,00","Středočeský kraj","KOLÍN","Kolín"
"Domašín","94,00","4,00","11,00","46,00","30,00","1,00","2,00","Ústecký kraj","KADAŇ","Chomutov"
"Domašov","563,00","69,00","94,00","191,00","177,00","18,00","14,00","Jihomoravský kraj","ROSICE","Brno-venkov"
"Domašov nad Bystřicí","481,00","52,00","83,00","147,00","168,00","15,00","16,00","Olomoucký kraj","ŠTERNBERK","Olomouc"
"Domašov u Šternberka","293,00","35,00","54,00","99,00","93,00","4,00","8,00","Olomoucký kraj","ŠTERNBERK","Olomouc"
"Domaželice","486,00","63,00","78,00","168,00","154,00","11,00","12,00","Olomoucký kraj","PŘEROV","Přerov"
"Domažlice","10 808,00","1 657,00","1 406,00","3 565,00","3 603,00","303,00","274,00","Plzeňský kraj","DOMAŽLICE","Domažlice"
"Domoraz","57,00","16,00","5,00","21,00","11,00","2,00","2,00","Plzeňský kraj","SUŠICE","Klatovy"
"Domoušice","623,00","118,00","80,00","218,00","175,00","17,00","15,00","Ústecký kraj","LOUNY","Louny"
"Domousnice","241,00","46,00","32,00","84,00","64,00","8,00","7,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Doňov","92,00","21,00","9,00","29,00","28,00","3,00","2,00","Jihočeský kraj","JINDŘICHŮV HRADEC","Jindřichův Hradec"
"Doubek","193,00","18,00","39,00","62,00","64,00","7,00","3,00","Středočeský kraj","ŘÍČANY","Praha-východ"
"Doubice","109,00","18,00","12,00","41,00","31,00","4,00","3,00","Ústecký kraj","RUMBURK","Děčín"
"Doubrava","1 574,00","222,00","248,00","525,00","495,00","41,00","43,00","Moravskoslezský kraj","ORLOVÁ","Karviná"
"Doubravčice","288,00","29,00","58,00","94,00","91,00","9,00","7,00","Středočeský kraj","ČESKÝ BROD","Kolín"
"Doubravice","374,00","77,00","56,00","117,00","100,00","13,00","11,00","Královéhradecký kraj","DVŮR KRÁLOVÉ N. LAB.","Trutnov"
"Doubravice","246,00","23,00","34,00","86,00","87,00","8,00","8,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Doubravice","254,00","43,00","39,00","99,00","64,00","6,00","3,00","Jihočeský kraj","STRAKONICE","Strakonice"
"Doubravice nad Svitavou","1 242,00","184,00","167,00","422,00","396,00","34,00","39,00","Jihomoravský kraj","BLANSKO","Blansko"
"Doubravička","112,00","18,00","16,00","40,00","36,00","0,00","2,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Doubravník","2","2","2","2","2","2","2","Vysočina","BYSTŘICE NAD  PERNŠT.","Žďár nad Sázavou"
"Doubravy","458,00","54,00","57,00","174,00","154,00","10,00","9,00","Zlínský kraj","ZLÍN","Zlín"
"Doudleby","366,00","60,00","50,00","124,00","107,00","11,00","14,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Doudleby nad Orlicí","1 904,00","289,00","326,00","599,00","587,00","54,00","49,00","Královéhradecký kraj","KOSTELEC NAD ORLICÍ","Rychnov nad Kněžnou"
"Doupě","99,00","16,00","15,00","35,00","28,00","3,00","2,00","Vysočina","TELČ","Jihlava"
"Drachkov","153,00","15,00","13,00","65,00","59,00","0,00","1,00","Jihočeský kraj","STRAKONICE","Strakonice"
"Dráchov","251,00","50,00","34,00","73,00","71,00","11,00","12,00","Jihočeský kraj","SOBĚSLAV","Tábor"
"Drahanovice","1 715,00","250,00","259,00","563,00","542,00","49,00","52,00","Olomoucký kraj","OLOMOUC","Olomouc"
"Drahany","521,00","89,00","73,00","188,00","139,00","16,00","16,00","Olomoucký kraj","PROSTĚJOV","Prostějov"
"Drahelčice","420,00","60,00","60,00","145,00","127,00","18,00","10,00","Středočeský kraj","ČERNOŠICE","Praha-západ"
"Drahenice","175,00","38,00","29,00","51,00","46,00","5,00","6,00","Středočeský kraj","PŘÍBRAM","Příbram"
"Drahkov","123,00","28,00","8,00","43,00","38,00","4,00","2,00","Plzeňský kraj","BLOVICE","Plzeň-jih"
"Drahlín","538,00","70,00","72,00","180,00","182,00","16,00","18,00","Středočeský kraj","PŘÍBRAM","Příbram"
"Drahňovice","54,00","7,00","7,00","19,00","18,00","2,00","1,00","Středočeský kraj","BENEŠOV","Benešov"
"Drahobudice","192,00","39,00","28,00","64,00","50,00","4,00","7,00","Středočeský kraj","KOLÍN","Kolín"
"Drahobuz","222,00","36,00","26,00","73,00","77,00","5,00","5,00","Ústecký kraj","LITOMĚŘICE","Litoměřice"
"Drahonice","345,00","51,00","50,00","117,00","97,00","14,00","16,00","Jihočeský kraj","VODŇANY","Strakonice"
"Drahonín","2","2","2","2","2","2","2","Vysočina","BYSTŘICE NAD  PERNŠT.","Žďár nad Sázavou"
"Drahoňův Újezd","129,00","23,00","15,00","50,00","36,00","2,00","3,00","Plzeňský kraj","ROKYCANY","Rokycany"
"Drahotěšice","223,00","30,00","36,00","75,00","72,00","3,00","7,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Drahotín","175,00","15,00","38,00","62,00","51,00","4,00","5,00","Plzeňský kraj","DOMAŽLICE","Domažlice"
"Drahouš","71,00","10,00","7,00","28,00","22,00","1,00","3,00","Středočeský kraj","RAKOVNÍK","Rakovník"
"Drahov","161,00","26,00","22,00","56,00","44,00","6,00","7,00","Jihočeský kraj","SOBĚSLAV","Tábor"
"Drásov","381,00","47,00","47,00","140,00","129,00","12,00","6,00","Středočeský kraj","PŘÍBRAM","Příbram"
"Drásov","1 148,00","179,00","167,00","397,00","344,00","33,00","28,00","Jihomoravský kraj","TIŠNOV","Brno-venkov"
"Dražeň","134,00","17,00","17,00","48,00","47,00","2,00","3,00","Plzeňský kraj","KRALOVICE","Plzeň-sever"
"Draženov","398,00","45,00","54,00","143,00","136,00","9,00","11,00","Plzeňský kraj","DOMAŽLICE","Domažlice"
"Dražíč","2","2","2","2","2","2","2","Jihočeský kraj","TÝN NAD VLTAVOU","České Budějovice"
"Dražice","701,00","82,00","118,00","231,00","234,00","18,00","18,00","Jihočeský kraj","TÁBOR","Tábor"
"Dražičky","90,00","14,00","16,00","24,00","26,00","7,00","3,00","Jihočeský kraj","TÁBOR","Tábor"
"Drážov","269,00","53,00","30,00","92,00","78,00","8,00","8,00","Jihočeský kraj","STRAKONICE","Strakonice"
"Dražovice","773,00","123,00","122,00","236,00","254,00","18,00","20,00","Jihomoravský kraj","BUČOVICE","Vyškov"
"Dražovice","158,00","27,00","26,00","52,00","43,00","5,00","5,00","Plzeňský kraj","SUŠICE","Klatovy"
"Dražůvky","276,00","42,00","50,00","86,00","86,00","3,00","9,00","Jihomoravský kraj","KYJOV","Hodonín"
"Dřenice","324,00","47,00","49,00","101,00","103,00","13,00","11,00","Pardubický kraj","CHRUDIM","Chrudim"
"Dřešín","277,00","41,00","48,00","88,00","84,00","10,00","6,00","Jihočeský kraj","STRAKONICE","Strakonice"
"Dřetovice","425,00","61,00","70,00","135,00","128,00","15,00","16,00","Středočeský kraj","KLADNO","Kladno"
"Dřevčice","496,00","69,00","79,00","172,00","155,00","12,00","9,00","Středočeský kraj","BRANDÝS N.L.-ST.BOLES","Praha-východ"
"Dřevěnice","198,00","30,00","34,00","57,00","66,00","5,00","6,00","Královéhradecký kraj","JIČÍN","Jičín"
"Drevníky","302,00","49,00","43,00","101,00","88,00","12,00","9,00","Středočeský kraj","DOBŘÍŠ","Příbram"
"Dřevnovice","491,00","57,00","89,00","162,00","153,00","14,00","16,00","Olomoucký kraj","PROSTĚJOV","Prostějov"
"Dřevohostice","1 565,00","196,00","202,00","574,00","493,00","55,00","45,00","Olomoucký kraj","PŘEROV","Přerov"
"Drhovice","180,00","35,00","27,00","55,00","56,00","4,00","3,00","Jihočeský kraj","TÁBOR","Tábor"
"Drhovle","513,00","153,00","47,00","162,00","124,00","10,00","17,00","Jihočeský kraj","PÍSEK","Písek"
"Drhovy","228,00","30,00","34,00","75,00","71,00","8,00","10,00","Středočeský kraj","DOBŘÍŠ","Příbram"
"Dřínov","289,00","42,00","40,00","110,00","81,00","6,00","10,00","Středočeský kraj","SLANÝ","Kladno"
"Dřínov","447,00","84,00","56,00","151,00","134,00","10,00","12,00","Zlínský kraj","KROMĚŘÍŽ","Kroměříž"
"Dřínov","371,00","47,00","76,00","113,00","113,00","12,00","10,00","Středočeský kraj","KRALUPY NAD VLTAVOU","Mělník"
"Dřísy","2","2","2","2","2","2","2","Středočeský kraj","BRANDÝS N.L.-ST.BOLES","Mělník"
"Dříteč","303,00","40,00","60,00","95,00","93,00","8,00","7,00","Pardubický kraj","PARDUBICE","Pardubice"
"Dříteň","1 457,00","179,00","296,00","479,00","436,00","37,00","30,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Drmoul","813,00","95,00","127,00","284,00","271,00","22,00","14,00","Karlovarský kraj","MARIÁNSKÉ LÁZNĚ","Cheb"
"Drnek","168,00","32,00","21,00","52,00","51,00","7,00","5,00","Středočeský kraj","SLANÝ","Kladno"
"Drnholec","1 666,00","182,00","246,00","593,00","558,00","49,00","38,00","Jihomoravský kraj","MIKULOV","Břeclav"
"Drnovice","435,00","62,00","66,00","158,00","133,00","9,00","7,00","Zlínský kraj","VALAŠSKÉ KLOBOUKY","Zlín"
"Drnovice","2 256,00","332,00","324,00","738,00","708,00","82,00","72,00","Jihomoravský kraj","VYŠKOV","Vyškov"
"Drnovice","1 160,00","136,00","215,00","387,00","362,00","31,00","29,00","Jihomoravský kraj","BOSKOVICE","Blansko"
"Drobovice","379,00","55,00","49,00","129,00","125,00","9,00","12,00","Středočeský kraj","ČÁSLAV","Kutná Hora"
"Droužetice","114,00","16,00","11,00","46,00","36,00","2,00","3,00","Jihočeský kraj","STRAKONICE","Strakonice"
"Droužkovice","600,00","60,00","93,00","218,00","197,00","19,00","13,00","Ústecký kraj","CHOMUTOV","Chomutov"
"Drozdov","659,00","108,00","91,00","199,00","211,00","32,00","18,00","Středočeský kraj","HOŘOVICE","Beroun"
"Drozdov","348,00","48,00","50,00","125,00","107,00","9,00","9,00","Olomoucký kraj","ZÁBŘEH","Šumperk"
"Drslavice","78,00","14,00","11,00","25,00","23,00","1,00","4,00","Jihočeský kraj","PRACHATICE","Prachatice"
"Drslavice","509,00","75,00","78,00","174,00","155,00","14,00","13,00","Zlínský kraj","UHERSKÝ BROD","Uherské Hradiště"
"Druhanov","146,00","20,00","31,00","51,00","39,00","4,00","1,00","Vysočina","SVĚTLÁ NAD SÁZAVOU","Havlíčkův Brod"
"Drunče","55,00","20,00","5,00","15,00","11,00","3,00","1,00","Jihočeský kraj","JINDŘICHŮV HRADEC","Jindřichův Hradec"
"Družec","925,00","126,00","139,00","316,00","284,00","32,00","28,00","Středočeský kraj","KLADNO","Kladno"
"Druztová","677,00","116,00","118,00","199,00","197,00","27,00","20,00","Plzeňský kraj","NÝŘANY","Plzeň-sever"
"Drysice","522,00","68,00","77,00","183,00","168,00","13,00","13,00","Jihomoravský kraj","VYŠKOV","Vyškov"
"Držkov","584,00","112,00","84,00","177,00","180,00","14,00","17,00","Liberecký kraj","ŽELEZNÝ BROD","Jablonec n.Nisou"
"Držková","343,00","40,00","61,00","120,00","102,00","9,00","11,00","Zlínský kraj","ZLÍN","Zlín"
"Dub","401,00","45,00","83,00","124,00","125,00","9,00","15,00","Jihočeský kraj","PRACHATICE","Prachatice"
"Dub nad Moravou","1 515,00","205,00","253,00","512,00","483,00","26,00","36,00","Olomoucký kraj","OLOMOUC","Olomouc"
"Dubá","1 749,00","225,00","308,00","571,00","539,00","55,00","51,00","Liberecký kraj","ČESKÁ LÍPA","Česká Lípa"
"Dubany","208,00","29,00","32,00","63,00","67,00","6,00","11,00","Pardubický kraj","PARDUBICE","Pardubice"
"Dubčany","205,00","24,00","30,00","73,00","62,00","8,00","8,00","Olomoucký kraj","LITOVEL","Olomouc"
"Dubenec","254,00","36,00","26,00","108,00","63,00","15,00","6,00","Středočeský kraj","PŘÍBRAM","Příbram"
"Dubenec","712,00","87,00","131,00","232,00","232,00","12,00","18,00","Královéhradecký kraj","DVŮR KRÁLOVÉ N. LAB.","Trutnov"
"Dubí","7 714,00","1 062,00","1 162,00","2 578,00","2 477,00","225,00","210,00","Ústecký kraj","TEPLICE","Teplice"
"Dubicko","1 079,00","121,00","189,00","377,00","344,00","29,00","19,00","Olomoucký kraj","ZÁBŘEH","Šumperk"
"Dubičné","320,00","29,00","37,00","126,00","107,00","11,00","10,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Dublovice","1 010,00","132,00","181,00","343,00","304,00","22,00","28,00","Středočeský kraj","SEDLČANY","Příbram"
"Dubňany","6 607,00","927,00","985,00","2 247,00","2 062,00","210,00","176,00","Jihomoravský kraj","HODONÍN","Hodonín"
"Dubné","1 189,00","128,00","189,00","413,00","395,00","31,00","33,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Dubnice","529,00","51,00","90,00","186,00","170,00","15,00","17,00","Liberecký kraj","ČESKÁ LÍPA","Česká Lípa"
"Dubno","239,00","23,00","39,00","81,00","81,00","7,00","8,00","Středočeský kraj","PŘÍBRAM","Příbram"
"Dubovice","60,00","11,00","11,00","20,00","17,00","0,00","1,00","Vysočina","PELHŘIMOV","Pelhřimov"
"Duchcov","8 937,00","1 131,00","1 524,00","2 917,00","2 827,00","306,00","232,00","Ústecký kraj","TEPLICE","Teplice"
"Dudín","147,00","18,00","27,00","52,00","39,00","6,00","5,00","Vysočina","JIHLAVA","Jihlava"
"Dukovany","793,00","96,00","140,00","253,00","267,00","16,00","21,00","Vysočina","TŘEBÍČ","Třebíč"
"Důl","52,00","8,00","6,00","18,00","11,00","5,00","4,00","Vysočina","PACOV","Pelhřimov"
"Dunajovice","207,00","33,00","22,00","79,00","61,00","4,00","8,00","Jihočeský kraj","TŘEBOŇ","Jindřichův Hradec"
"Dunice","65,00","16,00","6,00","18,00","22,00","2,00","1,00","Středočeský kraj","VLAŠIM","Benešov"
"Dušejov","407,00","39,00","71,00","158,00","122,00","7,00","10,00","Vysočina","JIHLAVA","Jihlava"
"Dušníky","332,00","24,00","64,00","113,00","118,00","6,00","7,00","Ústecký kraj","ROUDNICE NAD LABEM","Litoměřice"
"Dvakačovice","176,00","33,00","21,00","70,00","48,00","0,00","4,00","Pardubický kraj","CHRUDIM","Chrudim"
"Dvorce","170,00","38,00","20,00","57,00","46,00","6,00","3,00","Vysočina","JIHLAVA","Jihlava"
"Dvorce","1 454,00","180,00","231,00","498,00","469,00","35,00","41,00","Moravskoslezský kraj","BRUNTÁL","Bruntál"
"Dvory","503,00","65,00","82,00","164,00","156,00","16,00","20,00","Středočeský kraj","NYMBURK","Nymburk"
"Dvory","65,00","10,00","9,00","20,00","22,00","2,00","2,00","Jihočeský kraj","PRACHATICE","Prachatice"
"Dvory nad Lužnicí","332,00","48,00","40,00","123,00","110,00","7,00","4,00","Jihočeský kraj","TŘEBOŇ","Jindřichův Hradec"
"Dvůr Králové nad Labem","16 111,00","2 405,00","2 223,00","5 174,00","5 284,00","541,00","484,00","Královéhradecký kraj","DVŮR KRÁLOVÉ N. LAB.","Trutnov"
"Dyjákovice","844,00","94,00","176,00","279,00","256,00","18,00","21,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Dyjákovičky","442,00","58,00","65,00","160,00","141,00","8,00","10,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Dyje","400,00","35,00","61,00","133,00","138,00","14,00","19,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Dyjice","136,00","17,00","27,00","45,00","35,00","6,00","6,00","Vysočina","TELČ","Jihlava"
"Dymokury","799,00","112,00","138,00","252,00","256,00","24,00","17,00","Středočeský kraj","PODĚBRADY","Nymburk"
"Dynín","310,00","45,00","53,00","102,00","87,00","12,00","11,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Dýšina","2","2","2","2","2","2","2","Plzeňský kraj","PLZEŇ","Plzeň-město"
"Džbánice","160,00","22,00","31,00","54,00","43,00","6,00","4,00","Jihomoravský kraj","MORAVSKÝ KRUMLOV","Znojmo"
"Džbánov","311,00","53,00","37,00","111,00","93,00","9,00","8,00","Pardubický kraj","VYSOKÉ MÝTO","Ústí nad Orlicí"
"Dzbel","289,00","47,00","42,00","97,00","91,00","8,00","4,00","Olomoucký kraj","KONICE","Prostějov"
"Ejpovice","538,00","68,00","92,00","182,00","160,00","20,00","16,00","Plzeňský kraj","ROKYCANY","Rokycany"
"Erpužice","346,00","37,00","68,00","119,00","105,00","8,00","9,00","Plzeňský kraj","STŘÍBRO","Tachov"
"Eš","51,00","11,00","4,00","15,00","18,00","0,00","3,00","Vysočina","PACOV","Pelhřimov"
"Evaň","281,00","49,00","35,00","95,00","83,00","11,00","8,00","Ústecký kraj","LOVOSICE","Litoměřice"
"Felbabka","224,00","38,00","24,00","71,00","75,00","6,00","10,00","Středočeský kraj","HOŘOVICE","Beroun"
"Frahelž","146,00","25,00","14,00","42,00","50,00","6,00","9,00","Jihočeský kraj","TŘEBOŇ","Jindřichův Hradec"
"Francova Lhota","1 628,00","206,00","263,00","571,00","515,00","39,00","34,00","Zlínský kraj","VSETÍN","Vsetín"
"Františkov nad Ploučnicí","358,00","50,00","47,00","125,00","116,00","11,00","9,00","Ústecký kraj","DĚČÍN","Děčín"
"Františkovy Lázně","5 456,00","707,00","762,00","1 790,00","1 881,00","169,00","147,00","Karlovarský kraj","CHEB","Cheb"
"Frenštát pod Radhoštěm","11 201,00","1 563,00","1 749,00","3 601,00","3 645,00","353,00","290,00","Moravskoslezský kraj","FRENŠTÁT P. RADHOŠTĚM","Nový Jičín"
"Fryčovice","2 244,00","296,00","316,00","741,00","747,00","68,00","76,00","Moravskoslezský kraj","FRÝDEK-MÍSTEK","Frýdek-Místek"
"Frýdek-Místek","59 682,00","6 703,00","8 915,00","20 555,00","20 044,00","1 887,00","1 578,00","Moravskoslezský kraj","FRÝDEK-MÍSTEK","Frýdek-Místek"
"Frýdlant","7 500,00","907,00","1 250,00","2 457,00","2 469,00","220,00","197,00","Liberecký kraj","FRÝDLANT","Liberec"
"Frýdlant nad Ostravicí","9 698,00","1 470,00","1 405,00","3 099,00","3 085,00","344,00","295,00","Moravskoslezský kraj","FRÝDLANT N. OSTRAVICÍ","Frýdek-Místek"
"Frýdštejn","866,00","152,00","138,00","256,00","266,00","31,00","23,00","Liberecký kraj","TURNOV","Jablonec n.Nisou"
"Frymburk","1 321,00","129,00","180,00","491,00","459,00","33,00","29,00","Jihočeský kraj","ČESKÝ KRUMLOV","Český Krumlov"
"Frymburk","105,00","24,00","16,00","32,00","27,00","4,00","2,00","Plzeňský kraj","SUŠICE","Klatovy"
"Fryšava pod Žákovou horou","344,00","52,00","61,00","103,00","102,00","15,00","11,00","Vysočina","NOVÉ MĚSTO NA MORAVĚ","Žďár nad Sázavou"
"Fryšták","3 501,00","513,00","539,00","1 128,00","1 137,00","101,00","83,00","Zlínský kraj","ZLÍN","Zlín"
"Fulnek","2","2","2","2","2","2","2","Moravskoslezský kraj","NOVÝ JIČÍN","Nový Jičín"
"Golčův Jeníkov","2 632,00","384,00","385,00","869,00","852,00","77,00","65,00","Vysočina","HAVLÍČKŮV BROD","Havlíčkův Brod"
"Grešlové Mýto","202,00","35,00","33,00","67,00","59,00","6,00","2,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Gruna","159,00","29,00","24,00","52,00","45,00","5,00","4,00","Pardubický kraj","MORAVSKÁ TŘEBOVÁ","Svitavy"
"Grunta","82,00","20,00","11,00","24,00","22,00","2,00","3,00","Středočeský kraj","KOLÍN","Kolín"
"Grygov","1 397,00","186,00","199,00","495,00","449,00","37,00","31,00","Olomoucký kraj","OLOMOUC","Olomouc"
"Grymov","149,00","19,00","23,00","50,00","53,00","2,00","2,00","Olomoucký kraj","PŘEROV","Přerov"
"Habartice","491,00","45,00","95,00","183,00","148,00","10,00","10,00","Liberecký kraj","FRÝDLANT","Liberec"
"Habartov","5 319,00","625,00","884,00","1 756,00","1 712,00","191,00","151,00","Karlovarský kraj","SOKOLOV","Sokolov"
"Habří","91,00","10,00","12,00","30,00","28,00","5,00","6,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Habřina","241,00","34,00","29,00","88,00","80,00","5,00","5,00","Královéhradecký kraj","HRADEC KRÁLOVÉ","Hradec Králové"
"Habrovany","222,00","16,00","48,00","79,00","71,00","3,00","5,00","Ústecký kraj","ÚSTÍ NAD LABEM","Ústí nad Labem"
"Habrovany","768,00","116,00","121,00","259,00","223,00","26,00","23,00","Jihomoravský kraj","VYŠKOV","Vyškov"
"Habrůvka","353,00","67,00","40,00","121,00","109,00","7,00","9,00","Jihomoravský kraj","BLANSKO","Blansko"
"Habry","1 323,00","216,00","205,00","456,00","373,00","38,00","35,00","Vysočina","HAVLÍČKŮV BROD","Havlíčkův Brod"
"Hačky","98,00","29,00","9,00","30,00","26,00","1,00","3,00","Olomoucký kraj","KONICE","Prostějov"
"Hadravova Rosička","57,00","18,00","6,00","16,00","15,00","1,00","1,00","Jihočeský kraj","JINDŘICHŮV HRADEC","Jindřichův Hradec"
"Háj u Duchcova","985,00","87,00","161,00","368,00","312,00","30,00","27,00","Ústecký kraj","TEPLICE","Teplice"
"Háj ve Slezsku","3 301,00","563,00","472,00","1 056,00","1 019,00","96,00","95,00","Moravskoslezský kraj","OPAVA","Opava"
"Hajany","344,00","50,00","50,00","127,00","102,00","6,00","9,00","Jihomoravský kraj","ŠLAPANICE","Brno-venkov"
"Hajany","93,00","15,00","18,00","24,00","32,00","1,00","3,00","Jihočeský kraj","BLATNÁ","Strakonice"
"Háje","253,00","34,00","38,00","87,00","78,00","9,00","7,00","Středočeský kraj","PŘÍBRAM","Příbram"
"Háje nad Jizerou","642,00","109,00","100,00","215,00","187,00","20,00","11,00","Liberecký kraj","SEMILY","Semily"
"Hájek","46,00","6,00","6,00","16,00","15,00","2,00","1,00","Jihočeský kraj","VODŇANY","Strakonice"
"Hájek","436,00","38,00","55,00","189,00","142,00","7,00","5,00","Karlovarský kraj","OSTROV","Karlovy Vary"
"Hajnice","914,00","87,00","147,00","357,00","279,00","19,00","25,00","Královéhradecký kraj","TRUTNOV","Trutnov"
"Halámky","146,00","42,00","11,00","41,00","41,00","5,00","6,00","Jihočeský kraj","TŘEBOŇ","Jindřichův Hradec"
"Halenkov","2 401,00","320,00","389,00","825,00","741,00","72,00","54,00","Zlínský kraj","VSETÍN","Vsetín"
"Halenkovice","1 741,00","251,00","285,00","580,00","530,00","47,00","48,00","Zlínský kraj","OTROKOVICE","Zlín"
"Haluzice","73,00","20,00","9,00","22,00","17,00","4,00","1,00","Zlínský kraj","VALAŠSKÉ KLOBOUKY","Zlín"
"Halže","905,00","88,00","153,00","334,00","296,00","16,00","18,00","Plzeňský kraj","TACHOV","Tachov"
"Hamr","351,00","45,00","49,00","120,00","109,00","15,00","13,00","Jihočeský kraj","TŘEBOŇ","Jindřichův Hradec"
"Hamr na Jezeře","366,00","27,00","84,00","120,00","115,00","12,00","8,00","Liberecký kraj","ČESKÁ LÍPA","Česká Lípa"
"Hamry","251,00","43,00","32,00","79,00","77,00","9,00","11,00","Pardubický kraj","HLINSKO","Chrudim"
"Hamry","123,00","12,00","11,00","54,00","36,00","7,00","3,00","Plzeňský kraj","KLATOVY","Klatovy"
"Hamry nad Sázavou","1 320,00","194,00","221,00","425,00","428,00","28,00","24,00","Vysočina","ŽĎÁR NAD SÁZAVOU","Žďár nad Sázavou"
"Haňovice","450,00","70,00","65,00","141,00","144,00","17,00","13,00","Olomoucký kraj","LITOVEL","Olomouc"
"Hanušovice","3 519,00","418,00","529,00","1 213,00","1 173,00","93,00","93,00","Olomoucký kraj","ŠUMPERK","Šumperk"
"Harrachov","1 599,00","175,00","205,00","559,00","560,00","50,00","50,00","Liberecký kraj","TANVALD","Semily"
"Hartinkov","54,00","16,00","3,00","20,00","12,00","2,00","1,00","Pardubický kraj","MORAVSKÁ TŘEBOVÁ","Svitavy"
"Hartmanice","258,00","42,00","53,00","73,00","73,00","7,00","10,00","Pardubický kraj","POLIČKA","Svitavy"
"Hartmanice","164,00","30,00","31,00","55,00","43,00","3,00","2,00","Jihočeský kraj","TÝN NAD VLTAVOU","České Budějovice"
"Hartmanice","1 143,00","156,00","191,00","376,00","351,00","37,00","32,00","Plzeňský kraj","SUŠICE","Klatovy"
"Hartvíkovice","549,00","84,00","101,00","181,00","153,00","19,00","11,00","Vysočina","NÁMĚŠŤ NAD OSLAVOU","Třebíč"
"Haškovcova Lhota","78,00","10,00","8,00","29,00","28,00","1,00","2,00","Jihočeský kraj","TÁBOR","Tábor"
"Hať","2 554,00","356,00","387,00","852,00","847,00","71,00","41,00","Moravskoslezský kraj","HLUČÍN","Opava"
"Hatín","197,00","30,00","21,00","65,00","66,00","7,00","8,00","Jihočeský kraj","JINDŘICHŮV HRADEC","Jindřichův Hradec"
"Havířov","84 427,00","12 048,00","12 082,00","28 047,00","26 930,00","2 922,00","2 398,00","Moravskoslezský kraj","HAVÍŘOV","Karviná"
"Havlíčkova Borová","929,00","112,00","153,00","324,00","290,00","24,00","26,00","Vysočina","HAVLÍČKŮV BROD","Havlíčkův Brod"
"Havlíčkův Brod","24 296,00","3 502,00","3 446,00","7 954,00","7 971,00","745,00","678,00","Vysočina","HAVLÍČKŮV BROD","Havlíčkův Brod"
"Havlovice","844,00","125,00","114,00","292,00","261,00","29,00","23,00","Královéhradecký kraj","TRUTNOV","Trutnov"
"Havraň","493,00","65,00","80,00","175,00","155,00","10,00","8,00","Ústecký kraj","MOST","Most"
"Havraníky","359,00","31,00","52,00","146,00","119,00","6,00","5,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Hazlov","1 616,00","180,00","274,00","567,00","532,00","33,00","30,00","Karlovarský kraj","AŠ","Cheb"
"Hejná","156,00","33,00","17,00","58,00","41,00","3,00","4,00","Plzeňský kraj","HORAŽĎOVICE","Klatovy"
"Hejnice","208,00","27,00","25,00","71,00","71,00","7,00","7,00","Pardubický kraj","ŽAMBERK","Ústí nad Orlicí"
"Hejnice","2 756,00","327,00","468,00","893,00","925,00","82,00","61,00","Liberecký kraj","FRÝDLANT","Liberec"
"Hejtmánkovice","657,00","81,00","107,00","215,00","220,00","17,00","17,00","Královéhradecký kraj","BROUMOV","Náchod"
"Helvíkovice","431,00","61,00","66,00","148,00","135,00","10,00","11,00","Pardubický kraj","ŽAMBERK","Ústí nad Orlicí"
"Herálec","1 264,00","182,00","207,00","404,00","392,00","40,00","39,00","Vysočina","ŽĎÁR NAD SÁZAVOU","Žďár nad Sázavou"
"Herálec","1 049,00","170,00","126,00","370,00","339,00","20,00","24,00","Vysočina","HAVLÍČKŮV BROD","Havlíčkův Brod"
"Heraltice","359,00","57,00","65,00","113,00","104,00","9,00","11,00","Vysočina","TŘEBÍČ","Třebíč"
"Herink","79,00","13,00","11,00","25,00","27,00","2,00","1,00","Středočeský kraj","ŘÍČANY","Praha-východ"
"Heřmaň","219,00","43,00","24,00","80,00","63,00","4,00","5,00","Jihočeský kraj","PÍSEK","Písek"
"Heřmaň","159,00","25,00","20,00","50,00","50,00","6,00","8,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
