"obce","Počet obyvatel","Počet obyvatel nad 65 let","Počet obyvatel ve věku 0 až 14 let","Počet obyvatel ve věku 15-59 muži","Počet obyvatel ve věku 15-59 ženy","Počet obyvatel ve věku 60-64 let ženy","Počet obyvatel ve věku 60-64 muži","kraj","orp","okres"
"Chodská Lhota","401,00","57,00","75,00","135,00","121,00","7,00","6,00","Plzeňský kraj","DOMAŽLICE","Domažlice"
"Chodský Újezd","771,00","85,00","133,00","270,00","255,00","12,00","16,00","Plzeňský kraj","TACHOV","Tachov"
"Cholenice","181,00","33,00","33,00","48,00","58,00","5,00","4,00","Královéhradecký kraj","JIČÍN","Jičín"
"Cholina","664,00","92,00","110,00","221,00","205,00","17,00","19,00","Olomoucký kraj","LITOVEL","Olomouc"
"Choltice","912,00","125,00","143,00","286,00","305,00","30,00","23,00","Pardubický kraj","PŘELOUČ","Pardubice"
"Chomle","72,00","17,00","8,00","23,00","17,00","4,00","3,00","Plzeňský kraj","ROKYCANY","Rokycany"
"Chomutice","639,00","89,00","120,00","204,00","206,00","10,00","10,00","Královéhradecký kraj","HOŘICE","Jičín"
"Chomutov","50 251,00","6 024,00","7 544,00","17 063,00","16 864,00","1 489,00","1 267,00","Ústecký kraj","CHOMUTOV","Chomutov"
"Chomýž","353,00","46,00","66,00","108,00","110,00","12,00","11,00","Zlínský kraj","BYSTŘICE POD HOSTÝNEM","Kroměříž"
"Choratice","59,00","12,00","3,00","24,00","19,00","1,00","0,00","Středočeský kraj","BENEŠOV","Benešov"
"Chornice","832,00","102,00","151,00","288,00","247,00","26,00","18,00","Pardubický kraj","MORAVSKÁ TŘEBOVÁ","Svitavy"
"Chorušice","458,00","68,00","70,00","157,00","137,00","15,00","11,00","Středočeský kraj","MĚLNÍK","Mělník"
"Choryně","687,00","90,00","99,00","245,00","225,00","17,00","11,00","Zlínský kraj","VALAŠSKÉ MEZIŘÍČÍ","Vsetín"
"Choťánky","408,00","51,00","48,00","139,00","138,00","13,00","19,00","Středočeský kraj","PODĚBRADY","Nymburk"
"Chotěboř","9 849,00","1 344,00","1 684,00","3 250,00","3 082,00","265,00","224,00","Vysočina","CHOTĚBOŘ","Havlíčkův Brod"
"Chotěbudice","107,00","22,00","15,00","35,00","29,00","3,00","3,00","Vysočina","MORAVSKÉ BUDĚJOVICE","Třebíč"
"Chotěbuz","1 050,00","155,00","174,00","331,00","310,00","46,00","34,00","Moravskoslezský kraj","ČESKÝ TĚŠÍN","Karviná"
"Choteč","278,00","39,00","40,00","89,00","97,00","7,00","6,00","Pardubický kraj","PARDUBICE","Pardubice"
"Choteč","293,00","32,00","53,00","88,00","101,00","7,00","12,00","Středočeský kraj","ČERNOŠICE","Praha-západ"
"Chotěmice","133,00","32,00","19,00","41,00","35,00","4,00","2,00","Jihočeský kraj","SOBĚSLAV","Tábor"
"Chotěnov","131,00","23,00","29,00","35,00","37,00","4,00","3,00","Pardubický kraj","LITOMYŠL","Svitavy"
"Chotěšice","323,00","91,00","38,00","96,00","87,00","4,00","7,00","Středočeský kraj","PODĚBRADY","Nymburk"
"Chotěšov","2 688,00","408,00","399,00","882,00","831,00","92,00","76,00","Plzeňský kraj","STOD","Plzeň-jih"
"Chotěšov","452,00","59,00","49,00","180,00","128,00","14,00","22,00","Ústecký kraj","LOVOSICE","Litoměřice"
"Chotětov","838,00","94,00","167,00","271,00","269,00","19,00","18,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Chotěvice","1 000,00","130,00","172,00","319,00","329,00","22,00","28,00","Královéhradecký kraj","TRUTNOV","Trutnov"
"Chotíkov","767,00","101,00","116,00","266,00","241,00","23,00","20,00","Plzeňský kraj","NÝŘANY","Plzeň-sever"
"Chotilsko","370,00","65,00","47,00","128,00","109,00","10,00","11,00","Středočeský kraj","DOBŘÍŠ","Příbram"
"Chotiměř","261,00","28,00","47,00","92,00","82,00","6,00","6,00","Ústecký kraj","LOVOSICE","Litoměřice"
"Chotiněves","197,00","32,00","37,00","60,00","63,00","3,00","2,00","Ústecký kraj","LITOMĚŘICE","Litoměřice"
"Chotovice","126,00","18,00","38,00","30,00","32,00","5,00","3,00","Pardubický kraj","LITOMYŠL","Svitavy"
"Chotovice","141,00","12,00","17,00","51,00","56,00","3,00","2,00","Liberecký kraj","NOVÝ BOR","Česká Lípa"
"Choťovice","2","2","2","2","2","2","2","Středočeský kraj","KOLÍN","Kolín"
"Chotoviny","1 578,00","233,00","227,00","543,00","494,00","39,00","42,00","Jihočeský kraj","TÁBOR","Tábor"
"Chotusice","677,00","109,00","93,00","236,00","209,00","15,00","15,00","Středočeský kraj","ČÁSLAV","Kutná Hora"
"Chotutice","443,00","68,00","50,00","140,00","154,00","18,00","13,00","Středočeský kraj","KOLÍN","Kolín"
"Chotýčany","219,00","33,00","40,00","70,00","66,00","7,00","3,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Chotyně","853,00","88,00","166,00","282,00","271,00","26,00","20,00","Liberecký kraj","LIBEREC","Liberec"
"Chotýšany","463,00","51,00","75,00","175,00","146,00","6,00","10,00","Středočeský kraj","BENEŠOV","Benešov"
"Choustník","521,00","90,00","92,00","152,00","161,00","13,00","13,00","Jihočeský kraj","TÁBOR","Tábor"
"Choustníkovo Hradiště","605,00","71,00","96,00","195,00","211,00","16,00","16,00","Královéhradecký kraj","DVŮR KRÁLOVÉ N. LAB.","Trutnov"
"Chožov","564,00","87,00","97,00","191,00","164,00","13,00","12,00","Ústecký kraj","LOUNY","Louny"
"Chraberce","138,00","32,00","20,00","44,00","33,00","7,00","2,00","Ústecký kraj","LOUNY","Louny"
"Chrást","2","2","2","2","2","2","2","Plzeňský kraj","PLZEŇ","Plzeň-město"
"Chrást","220,00","38,00","38,00","71,00","61,00","7,00","5,00","Středočeský kraj","PŘÍBRAM","Příbram"
"Chrast","3 264,00","503,00","497,00","1 070,00","1 035,00","82,00","77,00","Pardubický kraj","CHRUDIM","Chrudim"
"Chrášťany","710,00","136,00","97,00","233,00","212,00","18,00","14,00","Jihočeský kraj","TÝN NAD VLTAVOU","České Budějovice"
"Chrášťany","176,00","30,00","23,00","59,00","58,00","4,00","2,00","Středočeský kraj","BENEŠOV","Benešov"
"Chrášťany","617,00","64,00","122,00","187,00","212,00","15,00","17,00","Středočeský kraj","ČESKÝ BROD","Kolín"
"Chrášťany","570,00","67,00","114,00","181,00","172,00","15,00","21,00","Středočeský kraj","RAKOVNÍK","Rakovník"
"Chrášťany","542,00","85,00","79,00","179,00","174,00","11,00","14,00","Středočeský kraj","ČERNOŠICE","Praha-západ"
"Chrastava","6 051,00","706,00","1 094,00","2 068,00","1 933,00","149,00","101,00","Liberecký kraj","LIBEREC","Liberec"
"Chrastavec","252,00","54,00","34,00","77,00","74,00","8,00","5,00","Pardubický kraj","SVITAVY","Svitavy"
"Chrastavice","331,00","43,00","66,00","106,00","103,00","6,00","7,00","Plzeňský kraj","DOMAŽLICE","Domažlice"
"Chraštice","209,00","23,00","25,00","78,00","71,00","3,00","9,00","Středočeský kraj","PŘÍBRAM","Příbram"
"Chrášťovice","251,00","43,00","37,00","80,00","82,00","3,00","6,00","Jihočeský kraj","STRAKONICE","Strakonice"
"Chrbonín","141,00","17,00","21,00","54,00","42,00","3,00","4,00","Jihočeský kraj","TÁBOR","Tábor"
"Chřenovice","161,00","38,00","22,00","54,00","42,00","3,00","2,00","Vysočina","SVĚTLÁ NAD SÁZAVOU","Havlíčkův Brod"
"Chřibská","1 453,00","142,00","291,00","493,00","461,00","37,00","29,00","Ústecký kraj","VARNSDORF","Děčín"
"Chřibsko","2","2","2","2","2","2","2","Zlínský kraj","KROMĚŘÍŽ","Kroměříž"
"Chříč","202,00","23,00","39,00","70,00","57,00","6,00","7,00","Plzeňský kraj","KRALOVICE","Plzeň-sever"
"Chroboly","455,00","32,00","72,00","169,00","160,00","8,00","14,00","Jihočeský kraj","PRACHATICE","Prachatice"
"Chromeč","584,00","69,00","103,00","184,00","193,00","15,00","20,00","Olomoucký kraj","ŠUMPERK","Šumperk"
"Chropyně","5 172,00","524,00","805,00","1 812,00","1 799,00","127,00","105,00","Zlínský kraj","KROMĚŘÍŽ","Kroměříž"
"Chroustov","206,00","28,00","28,00","66,00","68,00","7,00","9,00","Středočeský kraj","PODĚBRADY","Nymburk"
"Chroustovice","1 208,00","160,00","194,00","400,00","391,00","35,00","28,00","Pardubický kraj","CHRUDIM","Chrudim"
"Chrtníč","150,00","28,00","25,00","45,00","46,00","1,00","5,00","Vysočina","HAVLÍČKŮV BROD","Havlíčkův Brod"
"Chrtníky","83,00","11,00","11,00","28,00","30,00","1,00","2,00","Pardubický kraj","PŘELOUČ","Pardubice"
"Chrudichromy","173,00","23,00","22,00","70,00","49,00","4,00","5,00","Jihomoravský kraj","BOSKOVICE","Blansko"
"Chrudim","23 630,00","3 234,00","3 792,00","7 657,00","7 794,00","603,00","550,00","Pardubický kraj","CHRUDIM","Chrudim"
"Chrustenice","659,00","87,00","100,00","237,00","210,00","10,00","15,00","Středočeský kraj","BEROUN","Beroun"
"Chržín","222,00","33,00","41,00","78,00","62,00","5,00","3,00","Středočeský kraj","SLANÝ","Kladno"
"Chuchelna","906,00","135,00","142,00","305,00","273,00","27,00","24,00","Liberecký kraj","SEMILY","Semily"
"Chuchelná","1 315,00","160,00","214,00","437,00","444,00","34,00","26,00","Moravskoslezský kraj","KRAVAŘE","Opava"
"Chudčice","671,00","99,00","117,00","216,00","196,00","21,00","22,00","Jihomoravský kraj","KUŘIM","Brno-venkov"
"Chudenice","699,00","112,00","87,00","235,00","228,00","17,00","20,00","Plzeňský kraj","KLATOVY","Klatovy"
"Chudenín","602,00","52,00","117,00","210,00","196,00","11,00","16,00","Plzeňský kraj","KLATOVY","Klatovy"
"Chudeřice","193,00","19,00","36,00","65,00","62,00","3,00","8,00","Královéhradecký kraj","HRADEC KRÁLOVÉ","Hradec Králové"
"Chuderov","792,00","65,00","140,00","285,00","268,00","15,00","19,00","Ústecký kraj","ÚSTÍ NAD LABEM","Ústí nad Labem"
"Chudíř","139,00","30,00","16,00","42,00","46,00","2,00","3,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Chudoslavice","128,00","14,00","20,00","50,00","36,00","4,00","4,00","Ústecký kraj","LITOMĚŘICE","Litoměřice"
"Chvalatice","122,00","25,00","12,00","46,00","30,00","5,00","4,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Chvalčov","1 644,00","208,00","231,00","514,00","592,00","53,00","46,00","Zlínský kraj","BYSTŘICE POD HOSTÝNEM","Kroměříž"
"Chvaleč","569,00","75,00","93,00","192,00","178,00","9,00","22,00","Královéhradecký kraj","TRUTNOV","Trutnov"
"Chválenice","2","2","2","2","2","2","2","Plzeňský kraj","PLZEŇ","Plzeň-město"
"Chvaletice","3 223,00","445,00","565,00","1 073,00","1 014,00","73,00","53,00","Pardubický kraj","PŘELOUČ","Pardubice"
"Chvalíkovice","680,00","85,00","106,00","235,00","218,00","19,00","17,00","Moravskoslezský kraj","OPAVA","Opava"
"Chvalkovice","647,00","81,00","90,00","234,00","207,00","19,00","16,00","Královéhradecký kraj","JAROMĚŘ","Náchod"
"Chvalkovice","252,00","54,00","27,00","86,00","68,00","9,00","8,00","Jihomoravský kraj","BUČOVICE","Vyškov"
"Chvalnov-Lísky","257,00","51,00","36,00","79,00","77,00","7,00","7,00","Zlínský kraj","KROMĚŘÍŽ","Kroměříž"
"Chvalovice","441,00","42,00","80,00","158,00","135,00","14,00","12,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Chvalovice","177,00","21,00","27,00","62,00","58,00","2,00","7,00","Jihočeský kraj","PRACHATICE","Prachatice"
"Chvalšiny","1 159,00","108,00","194,00","416,00","386,00","32,00","23,00","Jihočeský kraj","ČESKÝ KRUMLOV","Český Krumlov"
"Chvatěruby","444,00","54,00","83,00","148,00","139,00","11,00","9,00","Středočeský kraj","KRALUPY NAD VLTAVOU","Mělník"
"Chvojenec","619,00","78,00","116,00","199,00","197,00","10,00","19,00","Pardubický kraj","HOLICE","Pardubice"
"Chyjice","133,00","27,00","15,00","49,00","34,00","4,00","4,00","Královéhradecký kraj","JIČÍN","Jičín"
"Chyňava","1 550,00","254,00","239,00","494,00","474,00","49,00","40,00","Středočeský kraj","BEROUN","Beroun"
"Chýně","675,00","78,00","107,00","227,00","220,00","24,00","19,00","Středočeský kraj","ČERNOŠICE","Praha-západ"
"Chýnice","278,00","35,00","46,00","93,00","93,00","5,00","6,00","Středočeský kraj","ČERNOŠICE","Praha-západ"
"Chýnov","2 121,00","340,00","341,00","661,00","678,00","48,00","53,00","Jihočeský kraj","TÁBOR","Tábor"
"Chyše","573,00","85,00","88,00","193,00","173,00","19,00","15,00","Karlovarský kraj","KARLOVY VARY","Karlovy Vary"
"Chyšky","1 080,00","146,00","194,00","371,00","321,00","23,00","25,00","Jihočeský kraj","MILEVSKO","Písek"
"Chyšná","104,00","13,00","22,00","36,00","30,00","2,00","1,00","Vysočina","PELHŘIMOV","Pelhřimov"
"Chýšť","196,00","26,00","28,00","67,00","66,00","7,00","2,00","Pardubický kraj","PARDUBICE","Pardubice"
"Chýstovice","42,00","14,00","3,00","9,00","11,00","4,00","1,00","Vysočina","PELHŘIMOV","Pelhřimov"
"Číčenice","444,00","52,00","73,00","148,00","149,00","10,00","12,00","Jihočeský kraj","VODŇANY","Strakonice"
"Čichalov","153,00","25,00","27,00","46,00","47,00","6,00","2,00","Karlovarský kraj","KARLOVY VARY","Karlovy Vary"
"Číchov","269,00","42,00","44,00","86,00","80,00","8,00","9,00","Vysočina","TŘEBÍČ","Třebíč"
"Číčovice","275,00","39,00","43,00","95,00","82,00","10,00","6,00","Středočeský kraj","ČERNOŠICE","Praha-západ"
"Cidlina","111,00","18,00","22,00","34,00","30,00","3,00","4,00","Vysočina","MORAVSKÉ BUDĚJOVICE","Třebíč"
"Číhalín","181,00","39,00","26,00","61,00","51,00","4,00","0,00","Vysočina","TŘEBÍČ","Třebíč"
"Číhaň","177,00","29,00","27,00","56,00","52,00","9,00","4,00","Plzeňský kraj","KLATOVY","Klatovy"
"Číhošť","326,00","60,00","50,00","109,00","90,00","8,00","9,00","Vysočina","SVĚTLÁ NAD SÁZAVOU","Havlíčkův Brod"
"Cikháj","116,00","27,00","12,00","46,00","28,00","2,00","1,00","Vysočina","ŽĎÁR NAD SÁZAVOU","Žďár nad Sázavou"
"Čikov","220,00","26,00","39,00","69,00","68,00","11,00","7,00","Vysočina","NÁMĚŠŤ NAD OSLAVOU","Třebíč"
"Čilá","25,00","10,00","1,00","6,00","8,00","0,00","0,00","Plzeňský kraj","ROKYCANY","Rokycany"
"Čilec","201,00","42,00","20,00","66,00","56,00","8,00","9,00","Středočeský kraj","NYMBURK","Nymburk"
"Čím","245,00","24,00","38,00","67,00","105,00","5,00","6,00","Středočeský kraj","DOBŘÍŠ","Příbram"
"Čimelice","1 045,00","142,00","172,00","346,00","327,00","30,00","28,00","Jihočeský kraj","PÍSEK","Písek"
"Číměř","223,00","28,00","42,00","74,00","71,00","3,00","5,00","Vysočina","TŘEBÍČ","Třebíč"
"Číměř","694,00","73,00","117,00","249,00","225,00","12,00","18,00","Jihočeský kraj","JINDŘICHŮV HRADEC","Jindřichův Hradec"
"Čímice","151,00","43,00","15,00","50,00","33,00","6,00","4,00","Plzeňský kraj","SUŠICE","Klatovy"
"Činěves","480,00","72,00","71,00","156,00","149,00","19,00","13,00","Středočeský kraj","PODĚBRADY","Nymburk"
"Církvice","133,00","30,00","13,00","47,00","34,00","5,00","4,00","Středočeský kraj","KOLÍN","Kolín"
"Církvice","1 136,00","148,00","198,00","372,00","369,00","23,00","26,00","Středočeský kraj","KUTNÁ HORA","Kutná Hora"
"Císařov","294,00","49,00","59,00","87,00","84,00","9,00","6,00","Olomoucký kraj","PŘEROV","Přerov"
"Čisovice","738,00","127,00","111,00","233,00","213,00","25,00","29,00","Středočeský kraj","ČERNOŠICE","Praha-západ"
"Čistá","869,00","78,00","173,00","300,00","279,00","23,00","16,00","Pardubický kraj","LITOMYŠL","Svitavy"
"Čistá","624,00","82,00","92,00","222,00","200,00","16,00","12,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Čistá","899,00","138,00","130,00","293,00","291,00","22,00","25,00","Středočeský kraj","RAKOVNÍK","Rakovník"
"Čistá u Horek","541,00","98,00","72,00","180,00","164,00","13,00","14,00","Liberecký kraj","JILEMNICE","Semily"
"Čistěves","116,00","19,00","18,00","39,00","39,00","0,00","1,00","Královéhradecký kraj","HRADEC KRÁLOVÉ","Hradec Králové"
"Citice","880,00","105,00","157,00","300,00","269,00","26,00","23,00","Karlovarský kraj","SOKOLOV","Sokolov"
"Cítoliby","953,00","131,00","170,00","309,00","293,00","26,00","24,00","Ústecký kraj","LOUNY","Louny"
"Citonice","473,00","76,00","95,00","141,00","142,00","11,00","8,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Cítov","1 028,00","143,00","180,00","345,00","301,00","32,00","27,00","Středočeský kraj","MĚLNÍK","Mělník"
"Citov","520,00","67,00","97,00","176,00","156,00","14,00","10,00","Olomoucký kraj","PŘEROV","Přerov"
"Čižice","426,00","64,00","56,00","127,00","145,00","17,00","17,00","Plzeňský kraj","PŘEŠTICE","Plzeň-jih"
"Čížkov","606,00","107,00","83,00","198,00","181,00","17,00","20,00","Plzeňský kraj","NEPOMUK","Plzeň-jih"
"Čížkov","113,00","15,00","17,00","36,00","30,00","8,00","7,00","Vysočina","PELHŘIMOV","Pelhřimov"
"Čížkovice","1 323,00","158,00","219,00","480,00","407,00","37,00","22,00","Ústecký kraj","LOVOSICE","Litoměřice"
"Čížkrajice","261,00","83,00","27,00","68,00","71,00","5,00","7,00","Jihočeský kraj","TRHOVÉ SVINY","České Budějovice"
"Cizkrajov","581,00","79,00","112,00","188,00","179,00","13,00","10,00","Jihočeský kraj","DAČICE","Jindřichův Hradec"
"Čížov","167,00","12,00","21,00","64,00","62,00","3,00","5,00","Vysočina","JIHLAVA","Jihlava"
"Čížová","907,00","120,00","138,00","306,00","288,00","27,00","28,00","Jihočeský kraj","PÍSEK","Písek"
"Čkyně","1 466,00","227,00","225,00","461,00","477,00","40,00","36,00","Jihočeský kraj","VIMPERK","Prachatice"
"Člunek","476,00","53,00","87,00","166,00","146,00","13,00","11,00","Jihočeský kraj","JINDŘICHŮV HRADEC","Jindřichův Hradec"
"Čmelíny","125,00","22,00","15,00","49,00","34,00","1,00","4,00","Plzeňský kraj","NEPOMUK","Plzeň-jih"
"Cotkytle","435,00","85,00","78,00","125,00","120,00","12,00","15,00","Pardubický kraj","LANŠKROUN","Ústí nad Orlicí"
"Crhov","190,00","18,00","40,00","68,00","55,00","4,00","5,00","Jihomoravský kraj","BOSKOVICE","Blansko"
"Ctětín","268,00","59,00","47,00","64,00","68,00","15,00","15,00","Pardubický kraj","CHRUDIM","Chrudim"
"Ctiboř","106,00","12,00","19,00","36,00","31,00","6,00","2,00","Středočeský kraj","VLAŠIM","Benešov"
"Ctiboř","338,00","28,00","60,00","117,00","121,00","7,00","5,00","Plzeňský kraj","TACHOV","Tachov"
"Ctidružice","323,00","49,00","40,00","106,00","101,00","14,00","13,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Ctiměřice","97,00","14,00","12,00","33,00","32,00","3,00","3,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Ctiněves","274,00","46,00","43,00","85,00","89,00","7,00","4,00","Ústecký kraj","ROUDNICE NAD LABEM","Litoměřice"
"Čtveřín","387,00","50,00","47,00","148,00","126,00","7,00","9,00","Liberecký kraj","TURNOV","Liberec"
"Čtyřkoly","309,00","59,00","40,00","85,00","102,00","11,00","12,00","Středočeský kraj","BENEŠOV","Benešov"
"Čučice","413,00","73,00","68,00","127,00","114,00","20,00","11,00","Jihomoravský kraj","IVANČICE","Brno-venkov"
"Cvikov","4 435,00","545,00","774,00","1 511,00","1 412,00","97,00","96,00","Liberecký kraj","NOVÝ BOR","Česká Lípa"
"Cvrčovice","579,00","72,00","85,00","206,00","175,00","15,00","26,00","Středočeský kraj","KLADNO","Kladno"
"Cvrčovice","2","2","2","2","2","2","2","Jihomoravský kraj","POHOŘELICE","Brno-venkov"
"Dačice","7 958,00","1 006,00","1 179,00","2 705,00","2 700,00","200,00","168,00","Jihočeský kraj","DAČICE","Jindřichův Hradec"
"Dalečín","703,00","101,00","117,00","242,00","203,00","23,00","17,00","Vysočina","BYSTŘICE NAD  PERNŠT.","Žďár nad Sázavou"
"Daleké Dušníky","392,00","47,00","63,00","139,00","115,00","15,00","13,00","Středočeský kraj","DOBŘÍŠ","Příbram"
"Dalešice","580,00","89,00","127,00","172,00","172,00","10,00","10,00","Vysočina","TŘEBÍČ","Třebíč"
"Dalešice","121,00","16,00","16,00","44,00","37,00","6,00","2,00","Liberecký kraj","JABLONEC NAD NISOU","Jablonec n.Nisou"
"Dalovice","195,00","28,00","26,00","65,00","67,00","5,00","4,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Dalovice","1 880,00","244,00","269,00","666,00","619,00","47,00","35,00","Karlovarský kraj","KARLOVY VARY","Karlovy Vary"
"Dambořice","1 258,00","184,00","236,00","395,00","371,00","39,00","33,00","Jihomoravský kraj","KYJOV","Hodonín"
"Damnice","325,00","38,00","55,00","109,00","112,00","5,00","6,00","Jihomoravský kraj","MORAVSKÝ KRUMLOV","Znojmo"
"Damníkov","685,00","67,00","127,00","237,00","231,00","10,00","13,00","Pardubický kraj","LANŠKROUN","Ústí nad Orlicí"
"Daňkovice","136,00","23,00","22,00","46,00","41,00","2,00","2,00","Vysočina","NOVÉ MĚSTO NA MORAVĚ","Žďár nad Sázavou"
"Darkovice","1 210,00","183,00","194,00","407,00","375,00","30,00","21,00","Moravskoslezský kraj","HLUČÍN","Opava"
"Dašice","1 797,00","241,00","299,00","576,00","579,00","50,00","52,00","Pardubický kraj","PARDUBICE","Pardubice"
"Daskabát","589,00","109,00","78,00","167,00","183,00","30,00","22,00","Olomoucký kraj","OLOMOUC","Olomouc"
"Dasnice","361,00","33,00","64,00","134,00","108,00","13,00","9,00","Karlovarský kraj","SOKOLOV","Sokolov"
"Dasný","266,00","31,00","52,00","84,00","95,00","1,00","3,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Davle","1 176,00","182,00","147,00","381,00","401,00","29,00","36,00","Středočeský kraj","ČERNOŠICE","Praha-západ"
"Deblín","967,00","131,00","172,00","321,00","296,00","23,00","24,00","Jihomoravský kraj","TIŠNOV","Brno-venkov"
"Děčany","357,00","55,00","51,00","120,00","109,00","12,00","10,00","Ústecký kraj","LOVOSICE","Litoměřice"
"Děčín","52 058,00","6 954,00","8 199,00","17 114,00","17 029,00","1 453,00","1 309,00","Ústecký kraj","DĚČÍN","Děčín"
"Dědice","138,00","24,00","29,00","42,00","37,00","2,00","4,00","Vysočina","MORAVSKÉ BUDĚJOVICE","Třebíč"
"Dědová","160,00","20,00","30,00","59,00","43,00","4,00","4,00","Pardubický kraj","HLINSKO","Chrudim"
"Dehtáře","97,00","21,00","12,00","34,00","26,00","3,00","1,00","Vysočina","PELHŘIMOV","Pelhřimov"
"Děhylov","640,00","86,00","81,00","222,00","206,00","21,00","24,00","Moravskoslezský kraj","HLUČÍN","Opava"
"Děkanovice","55,00","15,00","7,00","21,00","9,00","3,00","0,00","Středočeský kraj","VLAŠIM","Benešov"
"Děkov","191,00","24,00","33,00","67,00","55,00","7,00","5,00","Středočeský kraj","RAKOVNÍK","Rakovník"
"Děpoltovice","302,00","39,00","62,00","95,00","93,00","6,00","7,00","Karlovarský kraj","KARLOVY VARY","Karlovy Vary"
"Dešenice","709,00","104,00","118,00","231,00","216,00","22,00","18,00","Plzeňský kraj","KLATOVY","Klatovy"
"Dešná","183,00","17,00","37,00","60,00","56,00","7,00","6,00","Zlínský kraj","VIZOVICE","Zlín"
"Desná","3 481,00","424,00","505,00","1 201,00","1 165,00","103,00","83,00","Liberecký kraj","TANVALD","Jablonec n.Nisou"
"Desná","322,00","40,00","61,00","100,00","100,00","9,00","12,00","Pardubický kraj","LITOMYŠL","Svitavy"
"Dešov","430,00","76,00","84,00","130,00","113,00","16,00","11,00","Vysočina","MORAVSKÉ BUDĚJOVICE","Třebíč"
"Deštná","696,00","95,00","119,00","229,00","224,00","13,00","16,00","Jihočeský kraj","JINDŘICHŮV HRADEC","Jindřichův Hradec"
"Deštná","235,00","34,00","35,00","81,00","73,00","5,00","7,00","Jihomoravský kraj","BOSKOVICE","Blansko"
"Deštné v Orlických horách","608,00","83,00","91,00","209,00","192,00","20,00","13,00","Královéhradecký kraj","DOBRUŠKA","Rychnov nad Kněžnou"
"Deštnice","182,00","24,00","25,00","58,00","65,00","4,00","6,00","Ústecký kraj","ŽATEC","Louny"
"Dětenice","696,00","98,00","106,00","232,00","226,00","16,00","18,00","Královéhradecký kraj","JIČÍN","Jičín"
"Dětkovice","462,00","64,00","63,00","147,00","156,00","16,00","16,00","Olomoucký kraj","PROSTĚJOV","Prostějov"
"Dětkovice","265,00","45,00","45,00","84,00","74,00","10,00","7,00","Jihomoravský kraj","VYŠKOV","Vyškov"
"Dětmarovice","3 821,00","547,00","556,00","1 245,00","1 242,00","120,00","111,00","Moravskoslezský kraj","KARVINÁ","Karviná"
"Dětřichov","314,00","37,00","70,00","95,00","102,00","3,00","7,00","Pardubický kraj","SVITAVY","Svitavy"
"Dětřichov","622,00","51,00","117,00","228,00","204,00","10,00","12,00","Liberecký kraj","FRÝDLANT","Liberec"
"Dětřichov nad Bystřicí","484,00","60,00","100,00","153,00","146,00","10,00","15,00","Moravskoslezský kraj","BRUNTÁL","Bruntál"
"Dětřichov u Moravské Třebové","218,00","34,00","31,00","73,00","67,00","8,00","5,00","Pardubický kraj","MORAVSKÁ TŘEBOVÁ","Svitavy"
"Dílce","45,00","5,00","6,00","14,00","16,00","2,00","2,00","Královéhradecký kraj","JIČÍN","Jičín"
"Díly","376,00","58,00","47,00","124,00","126,00","13,00","8,00","Plzeňský kraj","DOMAŽLICE","Domažlice"
"Dírná","463,00","95,00","85,00","132,00","121,00","13,00","17,00","Jihočeský kraj","SOBĚSLAV","Tábor"
"Diváky","468,00","80,00","82,00","152,00","137,00","9,00","8,00","Jihomoravský kraj","HUSTOPEČE","Břeclav"
"Dívčí Hrad","268,00","32,00","65,00","83,00","76,00","7,00","5,00","Moravskoslezský kraj","KRNOV","Bruntál"
"Dívčí Kopy","59,00","13,00","5,00","23,00","16,00","0,00","2,00","Jihočeský kraj","JINDŘICHŮV HRADEC","Jindřichův Hradec"
"Dívčice","540,00","90,00","82,00","177,00","166,00","12,00","13,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Divec","135,00","21,00","28,00","42,00","38,00","5,00","1,00","Královéhradecký kraj","HRADEC KRÁLOVÉ","Hradec Králové"
"Divišov","1 367,00","195,00","216,00","453,00","428,00","38,00","37,00","Středočeský kraj","BENEŠOV","Benešov"
"Dlažkovice","110,00","26,00","10,00","40,00","28,00","4,00","2,00","Ústecký kraj","LOVOSICE","Litoměřice"
"Dlažov","389,00","66,00","54,00","129,00","126,00","4,00","10,00","Plzeňský kraj","KLATOVY","Klatovy"
"Dlouhá Brtnice","355,00","44,00","61,00","118,00","117,00","5,00","10,00","Vysočina","JIHLAVA","Jihlava"
"Dlouhá Lhota","299,00","44,00","47,00","105,00","97,00","3,00","3,00","Středočeský kraj","PŘÍBRAM","Příbram"
"Dlouhá Lhota","314,00","38,00","47,00","109,00","107,00","5,00","8,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
