"obce","Počet obyvatel dle Sčítání lidu 1910","kraj","orp","okres"
"Merboltice","935,00","Ústecký kraj","DĚČÍN","Děčín"
"Měřín","1 664,00","Vysočina","VELKÉ MEZIŘÍČÍ","Žďár nad Sázavou"
"Merklín","1 585,00","Karlovarský kraj","OSTROV","Karlovy Vary"
"Merklín","2 261,00","Plzeňský kraj","PŘEŠTICE","Plzeň-jih"
"Měrotín","434,00","Olomoucký kraj","LITOVEL","Olomouc"
"Měrovice nad Hanou","720,00","Olomoucký kraj","PŘEROV","Přerov"
"Měrunice","629,00","Ústecký kraj","BÍLINA","Teplice"
"Měšice","535,00","Středočeský kraj","BRANDÝS N.L.-ST.BOLES","Praha-východ"
"Měšín","243,00","Vysočina","JIHLAVA","Jihlava"
"Mešno","201,00","Plzeňský kraj","ROKYCANY","Rokycany"
"Městec Králové","3 002,00","Středočeský kraj","PODĚBRADY","Nymburk"
"Městečko","807,00","Středočeský kraj","RAKOVNÍK","Rakovník"
"Městečko Trnávka","3 121,00","Pardubický kraj","MORAVSKÁ TŘEBOVÁ","Svitavy"
"Město Albrechtice","5 219,00","Moravskoslezský kraj","KRNOV","Bruntál"
"Město Touškov","1 541,00","Plzeňský kraj","NÝŘANY","Plzeň-sever"
"Metylovice","1 612,00","Moravskoslezský kraj","FRÝDLANT N. OSTRAVICÍ","Frýdek-Místek"
"Mezholezy (dříve okr.Domažlice)","288,00","Plzeňský kraj","DOMAŽLICE","Domažlice"
"Mezholezy (dříve okr.Horšovský T","310,00","Plzeňský kraj","HORŠOVSKÝ TÝN","Domažlice"
"Meziboří","302,00","Ústecký kraj","LITVÍNOV","Most"
"Mezihoří","177,00","Plzeňský kraj","KLATOVY","Klatovy"
"Mezilečí","362,00","Královéhradecký kraj","NÁCHOD","Náchod"
"Mezilesí","464,00","Královéhradecký kraj","NOVÉ MĚSTO NAD METUJÍ","Náchod"
"Mezilesí","559,00","Vysočina","PACOV","Pelhřimov"
"Meziměstí","3 887,00","Královéhradecký kraj","BROUMOV","Náchod"
"Mezina","621,00","Moravskoslezský kraj","BRUNTÁL","Bruntál"
"Meziříčí","390,00","Jihočeský kraj","TÁBOR","Tábor"
"Meziříčko","327,00","Vysočina","VELKÉ MEZIŘÍČÍ","Jihlava"
"Meziříčko","218,00","Vysočina","MORAVSKÉ BUDĚJOVICE","Třebíč"
"Mezná","395,00","Vysočina","PELHŘIMOV","Pelhřimov"
"Mezná","253,00","Jihočeský kraj","SOBĚSLAV","Tábor"
"Mezno","904,00","Středočeský kraj","VOTICE","Benešov"
"Mezouň","521,00","Středočeský kraj","BEROUN","Beroun"
"Michalovice","234,00","Vysočina","HAVLÍČKŮV BROD","Havlíčkův Brod"
"Michalovice","268,00","Ústecký kraj","LITOMĚŘICE","Litoměřice"
"Míchov","249,00","Jihomoravský kraj","BOSKOVICE","Blansko"
"Míčov-Sušice","888,00","Pardubický kraj","CHRUDIM","Chrudim"
"Mičovice","897,00","Jihočeský kraj","PRACHATICE","Prachatice"
"Mikolajice","381,00","Moravskoslezský kraj","OPAVA","Opava"
"Mikulášovice","7 665,00","Ústecký kraj","RUMBURK","Děčín"
"Mikulčice","2 004,00","Jihomoravský kraj","HODONÍN","Hodonín"
"Mikuleč","851,00","Pardubický kraj","SVITAVY","Svitavy"
"Mikulov","8 043,00","Jihomoravský kraj","MIKULOV","Břeclav"
"Mikulov","664,00","Ústecký kraj","TEPLICE","Teplice"
"Mikulovice","841,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Mikulovice","4 947,00","Olomoucký kraj","JESENÍK","Jeseník"
"Mikulovice","354,00","Vysočina","TŘEBÍČ","Třebíč"
"Mikulovice","983,00","Pardubický kraj","PARDUBICE","Pardubice"
"Mikulůvka","727,00","Zlínský kraj","VALAŠSKÉ MEZIŘÍČÍ","Vsetín"
"Milasín","132,00","Vysočina","BYSTŘICE NAD  PERNŠT.","Žďár nad Sázavou"
"Milavče","1 018,00","Plzeňský kraj","DOMAŽLICE","Domažlice"
"Milčice","363,00","Středočeský kraj","NYMBURK","Nymburk"
"Mileč","1 184,00","Plzeňský kraj","NEPOMUK","Plzeň-jih"
"Milejovice","348,00","Jihočeský kraj","STRAKONICE","Strakonice"
"Milenov","524,00","Olomoucký kraj","HRANICE","Přerov"
"Milešín","169,00","Vysočina","VELKÉ MEZIŘÍČÍ","Žďár nad Sázavou"
"Milešov","1 283,00","Středočeský kraj","SEDLČANY","Příbram"
"Milešovice","801,00","Jihomoravský kraj","SLAVKOV U BRNA","Vyškov"
"Miletín","1 739,00","Královéhradecký kraj","HOŘICE","Jičín"
"Milevsko","4 241,00","Jihočeský kraj","MILEVSKO","Písek"
"Milhostov","810,00","Karlovarský kraj","CHEB","Cheb"
"Miličín","2 103,00","Středočeský kraj","VOTICE","Benešov"
"Milíčov","373,00","Vysočina","JIHLAVA","Jihlava"
"Milíčovice","307,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Milíkov","1 584,00","Karlovarský kraj","CHEB","Cheb"
"Milíkov","771,00","Moravskoslezský kraj","JABLUNKOV","Frýdek-Místek"
"Milín","1 928,00","Středočeský kraj","PŘÍBRAM","Příbram"
"Milínov","446,00","Plzeňský kraj","BLOVICE","Plzeň-jih"
"Milíře","1 910,00","Plzeňský kraj","TACHOV","Tachov"
"Milkovice","474,00","Královéhradecký kraj","JIČÍN","Jičín"
"Milonice","188,00","Jihomoravský kraj","BLANSKO","Blansko"
"Milonice","523,00","Jihomoravský kraj","BUČOVICE","Vyškov"
"Miloňovice","353,00","Jihočeský kraj","STRAKONICE","Strakonice"
"Milostín","843,00","Středočeský kraj","RAKOVNÍK","Rakovník"
"Milotice","1 376,00","Jihomoravský kraj","KYJOV","Hodonín"
"Milotice nad Bečvou","421,00","Olomoucký kraj","HRANICE","Přerov"
"Milotice nad Opavou","1 107,00","Moravskoslezský kraj","BRUNTÁL","Bruntál"
"Milovice","1 732,00","Středočeský kraj","LYSÁ NAD LABEM","Nymburk"
"Milovice","690,00","Jihomoravský kraj","MIKULOV","Břeclav"
"Milovice u Hořic","333,00","Královéhradecký kraj","HOŘICE","Jičín"
"Milý","515,00","Středočeský kraj","RAKOVNÍK","Rakovník"
"Mimoň","6 468,00","Liberecký kraj","ČESKÁ LÍPA","Česká Lípa"
"Minice","119,00","Jihočeský kraj","PÍSEK","Písek"
"Miřejovice","194,00","Ústecký kraj","LITOMĚŘICE","Litoměřice"
"Miřetice","1 934,00","Pardubický kraj","HLINSKO","Chrudim"
"Miřetice","232,00","Středočeský kraj","VLAŠIM","Benešov"
"Mířkov","650,00","Plzeňský kraj","HORŠOVSKÝ TÝN","Domažlice"
"Mirkovice","692,00","Jihočeský kraj","ČESKÝ KRUMLOV","Český Krumlov"
"Miroslav","3 672,00","Jihomoravský kraj","MORAVSKÝ KRUMLOV","Znojmo"
"Miroslavské Knínice","641,00","Jihomoravský kraj","MORAVSKÝ KRUMLOV","Znojmo"
"Mirošov","1 635,00","Plzeňský kraj","ROKYCANY","Rokycany"
"Mirošov","421,00","Vysočina","NOVÉ MĚSTO NA MORAVĚ","Žďár nad Sázavou"
"Mirošov","354,00","Vysočina","JIHLAVA","Jihlava"
"Mirošovice","423,00","Středočeský kraj","ŘÍČANY","Praha-východ"
"Mirotice","2 397,00","Jihočeský kraj","PÍSEK","Písek"
"Mírov","1 550,00","Olomoucký kraj","MOHELNICE","Šumperk"
"Mírová","721,00","Karlovarský kraj","KARLOVY VARY","Karlovy Vary"
"Mírová pod Kozákovem","2 275,00","Liberecký kraj","TURNOV","Semily"
"Mirovice","2 013,00","Jihočeský kraj","PÍSEK","Písek"
"Miskovice","1 606,00","Středočeský kraj","KUTNÁ HORA","Kutná Hora"
"Míškovice","577,00","Zlínský kraj","HOLEŠOV","Kroměříž"
"Míšov","327,00","Plzeňský kraj","BLOVICE","Plzeň-jih"
"Mišovice","1 009,00","Jihočeský kraj","PÍSEK","Písek"
"Místo","627,00","Ústecký kraj","CHOMUTOV","Chomutov"
"Mistřice","1 379,00","Zlínský kraj","UHERSKÉ HRADIŠTĚ","Uherské Hradiště"
"Mistrovice","723,00","Pardubický kraj","ŽAMBERK","Ústí nad Orlicí"
"Mladá Boleslav","20 640,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Mladá Vožice","3 507,00","Jihočeský kraj","TÁBOR","Tábor"
"Mladé Bříště","415,00","Vysočina","HUMPOLEC","Pelhřimov"
"Mladé Buky","5 435,00","Královéhradecký kraj","TRUTNOV","Trutnov"
"Mladeč","898,00","Olomoucký kraj","LITOVEL","Olomouc"
"Mladecko","369,00","Moravskoslezský kraj","OPAVA","Opava"
"Mladějov","1 219,00","Královéhradecký kraj","JIČÍN","Jičín"
"Mladějov na Moravě","873,00","Pardubický kraj","MORAVSKÁ TŘEBOVÁ","Svitavy"
"Mladějovice","560,00","Olomoucký kraj","ŠTERNBERK","Olomouc"
"Mladkov","1 347,00","Pardubický kraj","KRÁLÍKY","Ústí nad Orlicí"
"Mladoňovice","487,00","Vysočina","MORAVSKÉ BUDĚJOVICE","Třebíč"
"Mladošovice","964,00","Jihočeský kraj","TRHOVÉ SVINY","České Budějovice"
"Mladotice","854,00","Plzeňský kraj","KRALOVICE","Plzeň-sever"
"Mladý Smolivec","2 034,00","Plzeňský kraj","NEPOMUK","Plzeň-jih"
"Mlázovice","790,00","Královéhradecký kraj","JIČÍN","Jičín"
"Mlečice","944,00","Plzeňský kraj","ROKYCANY","Rokycany"
"Mlékojedy","461,00","Ústecký kraj","LITOMĚŘICE","Litoměřice"
"Mlékosrby","405,00","Královéhradecký kraj","NOVÝ BYDŽOV","Hradec Králové"
"Mlýnské Struhadlo","284,00","Plzeňský kraj","KLATOVY","Klatovy"
"Mlýny","365,00","Jihočeský kraj","TÁBOR","Tábor"
"Mnetěš","700,00","Ústecký kraj","ROUDNICE NAD LABEM","Litoměřice"
"Mnich","1 406,00","Vysočina","PELHŘIMOV","Pelhřimov"
"Mnichov","2 166,00","Karlovarský kraj","MARIÁNSKÉ LÁZNĚ","Cheb"
"Mnichov","1 148,00","Plzeňský kraj","DOMAŽLICE","Domažlice"
"Mnichov","560,00","Jihočeský kraj","STRAKONICE","Strakonice"
"Mnichovice","526,00","Středočeský kraj","VLAŠIM","Benešov"
"Mnichovice","1 384,00","Středočeský kraj","ŘÍČANY","Praha-východ"
"Mnichovo Hradiště","6 372,00","Středočeský kraj","MNICHOVO HRADIŠTĚ","Mladá Boleslav"
"Mníšek","2 436,00","Liberecký kraj","LIBEREC","Liberec"
"Mníšek pod Brdy","1 590,00","Středočeský kraj","ČERNOŠICE","Praha-západ"
"Močerady","345,00","Plzeňský kraj","HORŠOVSKÝ TÝN","Domažlice"
"Mochov","950,00","Středočeský kraj","BRANDÝS N.L.-ST.BOLES","Praha-východ"
"Mochtín","1 780,00","Plzeňský kraj","KLATOVY","Klatovy"
"Močovice","751,00","Středočeský kraj","ČÁSLAV","Kutná Hora"
"Modlany","3 342,00","Ústecký kraj","TEPLICE","Teplice"
"Modletice","264,00","Středočeský kraj","ŘÍČANY","Praha-východ"
"Modlíkov","252,00","Vysočina","HAVLÍČKŮV BROD","Havlíčkův Brod"
"Modrá","426,00","Zlínský kraj","UHERSKÉ HRADIŠTĚ","Uherské Hradiště"
"Modrá Hůrka","251,00","Jihočeský kraj","TÝN NAD VLTAVOU","České Budějovice"
"Modrava","403,00","Plzeňský kraj","SUŠICE","Klatovy"
"Modřice","2 205,00","Jihomoravský kraj","ŠLAPANICE","Brno-venkov"
"Modřišice","479,00","Liberecký kraj","TURNOV","Semily"
"Modřovice","187,00","Středočeský kraj","PŘÍBRAM","Příbram"
"Mohelnice","229,00","Plzeňský kraj","NEPOMUK","Plzeň-jih"
"Mohelnice","7 540,00","Olomoucký kraj","MOHELNICE","Šumperk"
"Mohelnice nad Jizerou","279,00","Středočeský kraj","MNICHOVO HRADIŠTĚ","Mladá Boleslav"
"Mohelno","1 306,00","Vysočina","NÁMĚŠŤ NAD OSLAVOU","Třebíč"
"Mojné","450,00","Jihočeský kraj","ČESKÝ KRUMLOV","Český Krumlov"
"Mokošín","133,00","Pardubický kraj","PŘELOUČ","Pardubice"
"Mokrá-Horákov","1 382,00","Jihomoravský kraj","ŠLAPANICE","Brno-venkov"
"Mokré","436,00","Královéhradecký kraj","DOBRUŠKA","Rychnov nad Kněžnou"
"Mokré Lazce","1 040,00","Moravskoslezský kraj","OPAVA","Opava"
"Mokrosuky","468,00","Plzeňský kraj","SUŠICE","Klatovy"
"Mokrouše","313,00","Plzeňský kraj","PLZEŇ","Plzeň-město"
"Mokrovousy","326,00","Královéhradecký kraj","HRADEC KRÁLOVÉ","Hradec Králové"
"Mokrovraty","511,00","Středočeský kraj","DOBŘÍŠ","Příbram"
"Mokrý Lom","206,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Moldava","2 001,00","Ústecký kraj","TEPLICE","Teplice"
"Morašice","1 030,00","Pardubický kraj","CHRUDIM","Chrudim"
"Morašice","430,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Morašice","265,00","Pardubický kraj","PŘELOUČ","Pardubice"
"Moravany","1 040,00","Jihomoravský kraj","KYJOV","Hodonín"
"Moravany","603,00","Jihomoravský kraj","ŠLAPANICE","Brno-venkov"
"Moravany","2 032,00","Pardubický kraj","PARDUBICE","Pardubice"
"Moraveč","578,00","Vysočina","PELHŘIMOV","Pelhřimov"
"Moravec","501,00","Vysočina","VELKÉ MEZIŘÍČÍ","Žďár nad Sázavou"
"Moravecké Pavlovice","271,00","Vysočina","BYSTŘICE NAD  PERNŠT.","Žďár nad Sázavou"
"Moravičany","1 336,00","Olomoucký kraj","MOHELNICE","Šumperk"
"Moravice","626,00","Moravskoslezský kraj","VÍTKOV","Opava"
"Morávka","3 597,00","Moravskoslezský kraj","FRÝDEK-MÍSTEK","Frýdek-Místek"
"Moravská Nová Ves","2 697,00","Jihomoravský kraj","BŘECLAV","Břeclav"
"Moravská Třebová","10 308,00","Pardubický kraj","MORAVSKÁ TŘEBOVÁ","Svitavy"
"Moravské Bránice","767,00","Jihomoravský kraj","IVANČICE","Brno-venkov"
"Moravské Budějovice","4 728,00","Vysočina","MORAVSKÉ BUDĚJOVICE","Třebíč"
"Moravské Knínice","857,00","Jihomoravský kraj","KUŘIM","Brno-venkov"
"Moravské Málkovice","642,00","Jihomoravský kraj","VYŠKOV","Vyškov"
"Moravskoslezský Kočov","879,00","Moravskoslezský kraj","BRUNTÁL","Bruntál"
"Moravský Beroun","4 879,00","Olomoucký kraj","ŠTERNBERK","Olomouc"
"Moravský Krumlov","3 833,00","Jihomoravský kraj","MORAVSKÝ KRUMLOV","Znojmo"
"Moravský Písek","1 924,00","Jihomoravský kraj","VESELÍ NAD MORAVOU","Hodonín"
"Moravský Žižkov","935,00","Jihomoravský kraj","BŘECLAV","Břeclav"
"Mořice","556,00","Olomoucký kraj","PROSTĚJOV","Prostějov"
"Mořina","840,00","Středočeský kraj","BEROUN","Beroun"
"Mořinka","312,00","Středočeský kraj","BEROUN","Beroun"
"Mořkov","1 700,00","Moravskoslezský kraj","NOVÝ JIČÍN","Nový Jičín"
"Morkovice-Slížany","2 735,00","Zlínský kraj","KROMĚŘÍŽ","Kroměříž"
"Morkůvky","766,00","Jihomoravský kraj","HUSTOPEČE","Břeclav"
"Mošnov","899,00","Moravskoslezský kraj","KOPŘIVNICE","Nový Jičín"
"Most","48 621,00","Ústecký kraj","MOST","Most"
"Mostek","322,00","Pardubický kraj","VYSOKÉ MÝTO","Ústí nad Orlicí"
"Mostek","2 266,00","Královéhradecký kraj","DVŮR KRÁLOVÉ N. LAB.","Trutnov"
"Mostkovice","1 290,00","Olomoucký kraj","PROSTĚJOV","Prostějov"
"Mosty u Jablunkova","2 318,00","Moravskoslezský kraj","JABLUNKOV","Frýdek-Místek"
"Mouchnice","742,00","Jihomoravský kraj","KYJOV","Hodonín"
"Mouřínov","820,00","Jihomoravský kraj","BUČOVICE","Vyškov"
"Moutnice","1 061,00","Jihomoravský kraj","ŽIDLOCHOVICE","Brno-venkov"
"Mrač","512,00","Středočeský kraj","BENEŠOV","Benešov"
"Mrákotín","476,00","Pardubický kraj","CHRUDIM","Chrudim"
"Mrákotín","1 183,00","Vysočina","TELČ","Jihlava"
"Mrákov","1 584,00","Plzeňský kraj","DOMAŽLICE","Domažlice"
"Mratín","764,00","Středočeský kraj","BRANDÝS N.L.-ST.BOLES","Praha-východ"
"Mříčná","1 392,00","Liberecký kraj","JILEMNICE","Semily"
"Mrlínek","331,00","Zlínský kraj","BYSTŘICE POD HOSTÝNEM","Kroměříž"
"Mrsklesy","757,00","Olomoucký kraj","OLOMOUC","Olomouc"
"Mrtník","416,00","Plzeňský kraj","KRALOVICE","Plzeň-sever"
"Mrzky","377,00","Středočeský kraj","ČESKÝ BROD","Kolín"
"Mšec","1 165,00","Středočeský kraj","RAKOVNÍK","Rakovník"
"Mšecké Žehrovice","802,00","Středočeský kraj","RAKOVNÍK","Rakovník"
"Mšené-lázně","3 397,00","Ústecký kraj","ROUDNICE NAD LABEM","Litoměřice"
"Mšeno","2 862,00","Středočeský kraj","MĚLNÍK","Mělník"
"Mukařov","521,00","Středočeský kraj","ŘÍČANY","Praha-východ"
"Mukařov","651,00","Středočeský kraj","MNICHOVO HRADIŠTĚ","Mladá Boleslav"
"Mutějovice","1 332,00","Středočeský kraj","RAKOVNÍK","Rakovník"
"Mutěnice","2 482,00","Jihomoravský kraj","HODONÍN","Hodonín"
"Mutěnice","195,00","Jihočeský kraj","STRAKONICE","Strakonice"
"Mutěnín","1 777,00","Plzeňský kraj","DOMAŽLICE","Domažlice"
"Mutkov","257,00","Olomoucký kraj","ŠTERNBERK","Olomouc"
"Mydlovary","309,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Myslejovice","993,00","Olomoucký kraj","PROSTĚJOV","Prostějov"
"Mysletice","184,00","Vysočina","TELČ","Jihlava"
"Mysletín","242,00","Vysočina","HUMPOLEC","Pelhřimov"
"Mysliboř","304,00","Vysočina","TELČ","Jihlava"
"Myslibořice","854,00","Vysočina","TŘEBÍČ","Třebíč"
"Myslín","270,00","Jihočeský kraj","PÍSEK","Písek"
"Myslinka","241,00","Plzeňský kraj","NÝŘANY","Plzeň-sever"
"Myslív","1 101,00","Plzeňský kraj","HORAŽĎOVICE","Klatovy"
"Myslkovice","594,00","Jihočeský kraj","SOBĚSLAV","Tábor"
"Mysločovice","574,00","Zlínský kraj","ZLÍN","Zlín"
"Myslovice","306,00","Plzeňský kraj","KLATOVY","Klatovy"
"Myštěves","656,00","Královéhradecký kraj","NOVÝ BYDŽOV","Hradec Králové"
"Myštice","909,00","Jihočeský kraj","BLATNÁ","Strakonice"
"Mýto","2 296,00","Plzeňský kraj","ROKYCANY","Rokycany"
"Mžany","887,00","Královéhradecký kraj","HRADEC KRÁLOVÉ","Hradec Králové"
"Nabočany","328,00","Pardubický kraj","CHRUDIM","Chrudim"
"Načeradec","3 705,00","Středočeský kraj","VLAŠIM","Benešov"
"Načešice","675,00","Pardubický kraj","CHRUDIM","Chrudim"
"Náchod","18 302,00","Královéhradecký kraj","NÁCHOD","Náchod"
"Nadějkov","1 583,00","Jihočeský kraj","TÁBOR","Tábor"
"Nadějov","341,00","Vysočina","JIHLAVA","Jihlava"
"Nadryby","280,00","Plzeňský kraj","NÝŘANY","Plzeň-sever"
"Nahořany","1 033,00","Královéhradecký kraj","NOVÉ MĚSTO NAD METUJÍ","Náchod"
"Nahošovice","295,00","Olomoucký kraj","PŘEROV","Přerov"
"Náklo","1 843,00","Olomoucký kraj","LITOVEL","Olomouc"
"Nákří","347,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Naloučany","320,00","Vysočina","NÁMĚŠŤ NAD OSLAVOU","Třebíč"
"Nalžovice","867,00","Středočeský kraj","SEDLČANY","Příbram"
"Nalžovské Hory","3 967,00","Plzeňský kraj","HORAŽĎOVICE","Klatovy"
"Náměšť na Hané","1 796,00","Olomoucký kraj","OLOMOUC","Olomouc"
"Náměšť nad Oslavou","2 495,00","Vysočina","NÁMĚŠŤ NAD OSLAVOU","Třebíč"
"Napajedla","3 793,00","Zlínský kraj","OTROKOVICE","Zlín"
"Nárameč","461,00","Vysočina","TŘEBÍČ","Třebíč"
"Narysov","308,00","Středočeský kraj","PŘÍBRAM","Příbram"
"Nasavrky","96,00","Jihočeský kraj","TÁBOR","Tábor"
"Nasavrky","1 850,00","Pardubický kraj","CHRUDIM","Chrudim"
"Nasavrky","204,00","Pardubický kraj","VYSOKÉ MÝTO","Ústí nad Orlicí"
"Násedlovice","1 104,00","Jihomoravský kraj","KYJOV","Hodonín"
"Našiměřice","482,00","Jihomoravský kraj","MORAVSKÝ KRUMLOV","Znojmo"
"Návojná","465,00","Zlínský kraj","VALAŠSKÉ KLOBOUKY","Zlín"
"Návsí","2 249,00","Moravskoslezský kraj","JABLUNKOV","Frýdek-Místek"
"Nebahovy","915,00","Jihočeský kraj","PRACHATICE","Prachatice"
"Nebanice","377,00","Karlovarský kraj","CHEB","Cheb"
"Nebílovy","405,00","Plzeňský kraj","PŘEŠTICE","Plzeň-jih"
"Nebovidy","491,00","Jihomoravský kraj","ŠLAPANICE","Brno-venkov"
"Nebovidy","781,00","Středočeský kraj","KOLÍN","Kolín"
"Nebřehovice","284,00","Jihočeský kraj","STRAKONICE","Strakonice"
"Nebužely","567,00","Středočeský kraj","MĚLNÍK","Mělník"
"Nechanice","3 933,00","Královéhradecký kraj","HRADEC KRÁLOVÉ","Hradec Králové"
"Nechvalice","1 496,00","Středočeský kraj","SEDLČANY","Příbram"
"Nechvalín","551,00","Jihomoravský kraj","KYJOV","Hodonín"
"Nečín","1 287,00","Středočeský kraj","DOBŘÍŠ","Příbram"
"Nečtiny","2 803,00","Plzeňský kraj","KRALOVICE","Plzeň-sever"
"Nedabyle","271,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Nedachlebice","839,00","Zlínský kraj","UHERSKÉ HRADIŠTĚ","Uherské Hradiště"
"Nedakonice","1 312,00","Zlínský kraj","UHERSKÉ HRADIŠTĚ","Uherské Hradiště"
"Nedašov","785,00","Zlínský kraj","VALAŠSKÉ KLOBOUKY","Zlín"
"Nedašova Lhota","532,00","Zlínský kraj","VALAŠSKÉ KLOBOUKY","Zlín"
"Neděliště","543,00","Královéhradecký kraj","HRADEC KRÁLOVÉ","Hradec Králové"
"Nedomice","416,00","Středočeský kraj","NERATOVICE","Mělník"
"Nedrahovice","963,00","Středočeský kraj","SEDLČANY","Příbram"
"Nedvědice","1 272,00","Vysočina","BYSTŘICE NAD  PERNŠT.","Žďár nad Sázavou"
"Nedvězí","559,00","Pardubický kraj","POLIČKA","Svitavy"
"Nehodiv","291,00","Plzeňský kraj","HORAŽĎOVICE","Klatovy"
"Nehvizdy","837,00","Středočeský kraj","BRANDÝS N.L.-ST.BOLES","Praha-východ"
"Nejdek","11 678,00","Karlovarský kraj","KARLOVY VARY","Karlovy Vary"
"Nejepín","219,00","Vysočina","CHOTĚBOŘ","Havlíčkův Brod"
"Nekmíř","574,00","Plzeňský kraj","NÝŘANY","Plzeň-sever"
"Nekoř","1 851,00","Pardubický kraj","ŽAMBERK","Ústí nad Orlicí"
"Nekvasovy","459,00","Plzeňský kraj","NEPOMUK","Plzeň-jih"
"Nelahozeves","1 282,00","Středočeský kraj","KRALUPY NAD VLTAVOU","Mělník"
"Nelepeč","151,00","Jihomoravský kraj","TIŠNOV","Brno-venkov"
"Nelešovice","290,00","Olomoucký kraj","PŘEROV","Přerov"
"Nemanice","3 771,00","Plzeňský kraj","DOMAŽLICE","Domažlice"
"Němčany","944,00","Jihomoravský kraj","SLAVKOV U BRNA","Vyškov"
"Němčice","719,00","Jihomoravský kraj","BOSKOVICE","Blansko"
"Němčice","1 437,00","Pardubický kraj","LITOMYŠL","Svitavy"
"Němčice","493,00","Zlínský kraj","HOLEŠOV","Kroměříž"
"Němčice","301,00","Jihočeský kraj","PRACHATICE","Prachatice"
"Němčice","418,00","Plzeňský kraj","DOMAŽLICE","Domažlice"
"Němčice","506,00","Středočeský kraj","KOLÍN","Kolín"
"Němčice","171,00","Pardubický kraj","PARDUBICE","Pardubice"
"Němčice","329,00","Jihočeský kraj","STRAKONICE","Strakonice"
"Němčice","252,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Němčice nad Hanou","1 756,00","Olomoucký kraj","PROSTĚJOV","Prostějov"
"Němčičky","746,00","Jihomoravský kraj","HUSTOPEČE","Břeclav"
"Němčičky","220,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Němčičky","315,00","Jihomoravský kraj","IVANČICE","Brno-venkov"
"Němčovice","455,00","Plzeňský kraj","ROKYCANY","Rokycany"
"Němětice","201,00","Jihočeský kraj","STRAKONICE","Strakonice"
"Nemile","735,00","Olomoucký kraj","ZÁBŘEH","Šumperk"
"Nemochovice","713,00","Jihomoravský kraj","BUČOVICE","Vyškov"
"Nemojany","511,00","Jihomoravský kraj","VYŠKOV","Vyškov"
"Nemojov","1 244,00","Královéhradecký kraj","DVŮR KRÁLOVÉ N. LAB.","Trutnov"
"Nemotice","648,00","Jihomoravský kraj","BUČOVICE","Vyškov"
"Nemyčeves","703,00","Královéhradecký kraj","JIČÍN","Jičín"
"Nemyšl","784,00","Jihočeský kraj","TÁBOR","Tábor"
"Nemyslovice","328,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Nenačovice","327,00","Středočeský kraj","BEROUN","Beroun"
"Nenkovice","871,00","Jihomoravský kraj","KYJOV","Hodonín"
"Neplachov","568,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Neplachovice","762,00","Moravskoslezský kraj","OPAVA","Opava"
"Nepolisy","1 342,00","Královéhradecký kraj","NOVÝ BYDŽOV","Hradec Králové"
"Nepoměřice","453,00","Středočeský kraj","KUTNÁ HORA","Kutná Hora"
"Nepomuk","523,00","Středočeský kraj","PŘÍBRAM","Příbram"
"Nepomuk","2 532,00","Plzeňský kraj","NEPOMUK","Plzeň-jih"
"Nepomyšl","1 784,00","Ústecký kraj","PODBOŘANY","Louny"
"Nepřevázka","471,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Neprobylice","219,00","Středočeský kraj","SLANÝ","Kladno"
"Neratov","179,00","Pardubický kraj","PARDUBICE","Pardubice"
"Neratovice","2 698,00","Středočeský kraj","NERATOVICE","Mělník"
"Nerestce","284,00","Jihočeský kraj","PÍSEK","Písek"
"Neslovice","849,00","Jihomoravský kraj","IVANČICE","Brno-venkov"
"Nesovice","1 200,00","Jihomoravský kraj","BUČOVICE","Vyškov"
"Nespeky","382,00","Středočeský kraj","BENEŠOV","Benešov"
"Nestrašovice","196,00","Středočeský kraj","PŘÍBRAM","Příbram"
"Nesuchyně","838,00","Středočeský kraj","RAKOVNÍK","Rakovník"
"Nesvačilka","386,00","Jihomoravský kraj","ŽIDLOCHOVICE","Brno-venkov"
"Nesvačily","218,00","Středočeský kraj","BEROUN","Beroun"
"Netín","410,00","Vysočina","VELKÉ MEZIŘÍČÍ","Žďár nad Sázavou"
"Netolice","3 411,00","Jihočeský kraj","PRACHATICE","Prachatice"
"Netřebice","468,00","Středočeský kraj","NYMBURK","Nymburk"
"Netřebice","887,00","Jihočeský kraj","KAPLICE","Český Krumlov"
"Netunice","312,00","Plzeňský kraj","PŘEŠTICE","Plzeň-jih"
"Netvořice","1 329,00","Středočeský kraj","BENEŠOV","Benešov"
"Neubuz","420,00","Zlínský kraj","VIZOVICE","Zlín"
