"obce","Počet obyvatel dle Sčítání lidu 2001","kraj","orp","okres"
"Hořice","9 091,00","Královéhradecký kraj","HOŘICE","Jičín"
"Hořice","181,00","Vysočina","HUMPOLEC","Pelhřimov"
"Hořice na Šumavě","800,00","Jihočeský kraj","ČESKÝ KRUMLOV","Český Krumlov"
"Hořičky","489,00","Královéhradecký kraj","NÁCHOD","Náchod"
"Hořín","744,00","Středočeský kraj","MĚLNÍK","Mělník"
"Hořiněves","686,00","Královéhradecký kraj","HRADEC KRÁLOVÉ","Hradec Králové"
"Horka","373,00","Pardubický kraj","CHRUDIM","Chrudim"
"Horka I","417,00","Středočeský kraj","ČÁSLAV","Kutná Hora"
"Horka II","399,00","Středočeský kraj","KUTNÁ HORA","Kutná Hora"
"Horka nad Moravou","2 056,00","Olomoucký kraj","OLOMOUC","Olomouc"
"Horka u Staré Paky","255,00","Liberecký kraj","JILEMNICE","Semily"
"Horky","399,00","Středočeský kraj","ČÁSLAV","Kutná Hora"
"Horky","107,00","Pardubický kraj","LITOMYŠL","Svitavy"
"Horky nad Jizerou","405,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Horní Bečva","2 419,00","Zlínský kraj","ROŽNOV POD RADHOŠTĚM","Vsetín"
"Horní Bělá","553,00","Plzeňský kraj","KRALOVICE","Plzeň-sever"
"Horní Benešov","2 483,00","Moravskoslezský kraj","BRUNTÁL","Bruntál"
"Horní Beřkovice","948,00","Ústecký kraj","ROUDNICE NAD LABEM","Litoměřice"
"Horní Bezděkov","439,00","Středočeský kraj","KLADNO","Kladno"
"Horní Blatná","468,00","Karlovarský kraj","OSTROV","Karlovy Vary"
"Horní Bludovice","1 564,00","Moravskoslezský kraj","HAVÍŘOV","Frýdek-Místek"
"Horní Bojanovice","612,00","Jihomoravský kraj","HUSTOPEČE","Břeclav"
"Horní Bradlo","476,00","Pardubický kraj","CHRUDIM","Chrudim"
"Horní Branná","1 770,00","Liberecký kraj","JILEMNICE","Semily"
"Horní Břečkov","278,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Horní Bříza","4 487,00","Plzeňský kraj","NÝŘANY","Plzeň-sever"
"Horní Brusnice","466,00","Královéhradecký kraj","DVŮR KRÁLOVÉ N. LAB.","Trutnov"
"Horní Bukovina","206,00","Středočeský kraj","MNICHOVO HRADIŠTĚ","Mladá Boleslav"
"Horní Cerekev","1 845,00","Vysočina","PELHŘIMOV","Pelhřimov"
"Horní Čermná","1 048,00","Pardubický kraj","LANŠKROUN","Ústí nad Orlicí"
"Horní Domaslavice","556,00","Moravskoslezský kraj","FRÝDEK-MÍSTEK","Frýdek-Místek"
"Horní Dubenky","648,00","Vysočina","JIHLAVA","Jihlava"
"Horní Dubňany","316,00","Jihomoravský kraj","MORAVSKÝ KRUMLOV","Znojmo"
"Horní Dunajovice","650,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Horní Dvořiště","505,00","Jihočeský kraj","KAPLICE","Český Krumlov"
"Horní Habartice","381,00","Ústecký kraj","DĚČÍN","Děčín"
"Horní Heřmanice","133,00","Vysočina","TŘEBÍČ","Třebíč"
"Horní Heřmanice","476,00","Pardubický kraj","LANŠKROUN","Ústí nad Orlicí"
"Horní Jelení","1 685,00","Pardubický kraj","HOLICE","Pardubice"
"Horní Jiřetín","1 917,00","Ústecký kraj","LITVÍNOV","Most"
"Horní Kalná","323,00","Královéhradecký kraj","VRCHLABÍ","Trutnov"
"Horní Kamenice","203,00","Plzeňský kraj","STOD","Domažlice"
"Horní Kněžeklady","112,00","Jihočeský kraj","TÝN NAD VLTAVOU","České Budějovice"
"Horní Kounice","272,00","Jihomoravský kraj","MORAVSKÝ KRUMLOV","Znojmo"
"Horní Kozolupy","277,00","Plzeňský kraj","STŘÍBRO","Tachov"
"Horní Krupá","456,00","Vysočina","HAVLÍČKŮV BROD","Havlíčkův Brod"
"Horní Kruty","508,00","Středočeský kraj","KOLÍN","Kolín"
"Horní Lapač","242,00","Zlínský kraj","HOLEŠOV","Kroměříž"
"Horní Lhota","530,00","Zlínský kraj","LUHAČOVICE","Zlín"
"Horní Libchava","332,00","Liberecký kraj","ČESKÁ LÍPA","Česká Lípa"
"Horní Libochová","215,00","Vysočina","VELKÉ MEZIŘÍČÍ","Žďár nad Sázavou"
"Horní Lideč","1 397,00","Zlínský kraj","VSETÍN","Vsetín"
"Horní Loděnice","336,00","Olomoucký kraj","ŠTERNBERK","Olomouc"
"Horní Lomná","394,00","Moravskoslezský kraj","JABLUNKOV","Frýdek-Místek"
"Horní Loučky","290,00","Vysočina","VELKÉ MEZIŘÍČÍ","Žďár nad Sázavou"
"Horní Lukavice","348,00","Plzeňský kraj","PŘEŠTICE","Plzeň-jih"
"Horní Maršov","1 058,00","Královéhradecký kraj","TRUTNOV","Trutnov"
"Horní Město","1 013,00","Moravskoslezský kraj","RÝMAŘOV","Bruntál"
"Horní Meziříčko","110,00","Jihočeský kraj","DAČICE","Jindřichův Hradec"
"Horní Moštěnice","1 560,00","Olomoucký kraj","PŘEROV","Přerov"
"Horní Myslová","87,00","Vysočina","TELČ","Jihlava"
"Horní Němčí","829,00","Zlínský kraj","UHERSKÝ BROD","Uherské Hradiště"
"Horní Němčice","94,00","Jihočeský kraj","DAČICE","Jindřichův Hradec"
"Horní Nětčice","204,00","Olomoucký kraj","LIPNÍK NAD BEČVOU","Přerov"
"Horní Olešnice","288,00","Královéhradecký kraj","TRUTNOV","Trutnov"
"Horní Paseka","71,00","Vysočina","SVĚTLÁ NAD SÁZAVOU","Havlíčkův Brod"
"Horní Pěna","474,00","Jihočeský kraj","JINDŘICHŮV HRADEC","Jindřichův Hradec"
"Horní Planá","2 293,00","Jihočeský kraj","ČESKÝ KRUMLOV","Český Krumlov"
"Horní Počaply","1 200,00","Středočeský kraj","MĚLNÍK","Mělník"
"Horní Podluží","758,00","Ústecký kraj","VARNSDORF","Děčín"
"Horní Pohleď","70,00","Vysočina","SVĚTLÁ NAD SÁZAVOU","Havlíčkův Brod"
"Horní Police","645,00","Liberecký kraj","ČESKÁ LÍPA","Česká Lípa"
"Horní Poříčí","297,00","Jihočeský kraj","STRAKONICE","Strakonice"
"Horní Poříčí","279,00","Jihomoravský kraj","BOSKOVICE","Blansko"
"Horní Radechová","445,00","Královéhradecký kraj","NÁCHOD","Náchod"
"Horní Radouň","256,00","Jihočeský kraj","JINDŘICHŮV HRADEC","Jindřichův Hradec"
"Horní Radslavice","96,00","Vysočina","VELKÉ MEZIŘÍČÍ","Žďár nad Sázavou"
"Horní Rápotice","154,00","Vysočina","HUMPOLEC","Pelhřimov"
"Horní Řasnice","235,00","Liberecký kraj","FRÝDLANT","Liberec"
"Horní Ředice","778,00","Pardubický kraj","HOLICE","Pardubice"
"Horní Řepčice","98,00","Ústecký kraj","LITOMĚŘICE","Litoměřice"
"Horní Rožínka","100,00","Vysočina","BYSTŘICE NAD  PERNŠT.","Žďár nad Sázavou"
"Horní Skrýchov","84,00","Jihočeský kraj","JINDŘICHŮV HRADEC","Jindřichův Hradec"
"Horní Slatina","144,00","Jihočeský kraj","DAČICE","Jindřichův Hradec"
"Horní Slavkov","5 972,00","Karlovarský kraj","SOKOLOV","Sokolov"
"Horní Slivno","218,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Horní Smrčné","51,00","Vysočina","TŘEBÍČ","Třebíč"
"Horní Smržov","137,00","Jihomoravský kraj","BOSKOVICE","Blansko"
"Horní Štěpánov","1 036,00","Olomoucký kraj","KONICE","Prostějov"
"Horní Stropnice","1 548,00","Jihočeský kraj","TRHOVÉ SVINY","České Budějovice"
"Horní Studénky","346,00","Olomoucký kraj","ZÁBŘEH","Šumperk"
"Horní Suchá","4 370,00","Moravskoslezský kraj","HAVÍŘOV","Karviná"
"Horní Těšice","166,00","Olomoucký kraj","HRANICE","Přerov"
"Horní Tošanovice","490,00","Moravskoslezský kraj","FRÝDEK-MÍSTEK","Frýdek-Místek"
"Horní Třešňovec","609,00","Pardubický kraj","LANŠKROUN","Ústí nad Orlicí"
"Horní Újezd","267,00","Vysočina","TŘEBÍČ","Třebíč"
"Horní Újezd","441,00","Olomoucký kraj","HRANICE","Přerov"
"Horní Ves","359,00","Vysočina","PELHŘIMOV","Pelhřimov"
"Horní Věstonice","447,00","Jihomoravský kraj","MIKULOV","Břeclav"
"Horní Vilémovice","83,00","Vysočina","TŘEBÍČ","Třebíč"
"Horní Vltavice","390,00","Jihočeský kraj","VIMPERK","Prachatice"
"Horní Životice","335,00","Moravskoslezský kraj","BRUNTÁL","Bruntál"
"Hornice","80,00","Vysočina","MORAVSKÉ BUDĚJOVICE","Třebíč"
"Hornosín","71,00","Jihočeský kraj","BLATNÁ","Strakonice"
"Horoměřice","2 042,00","Středočeský kraj","ČERNOŠICE","Praha-západ"
"Horosedly","112,00","Jihočeský kraj","PÍSEK","Písek"
"Horoušany","405,00","Středočeský kraj","BRANDÝS N.L.-ST.BOLES","Praha-východ"
"Hořovice","6 374,00","Středočeský kraj","HOŘOVICE","Beroun"
"Hořovičky","419,00","Středočeský kraj","RAKOVNÍK","Rakovník"
"Horšice","389,00","Plzeňský kraj","PŘEŠTICE","Plzeň-jih"
"Horská Kvilda","50,00","Plzeňský kraj","SUŠICE","Klatovy"
"Horšovský Týn","4 938,00","Plzeňský kraj","HORŠOVSKÝ TÝN","Domažlice"
"Horušice","187,00","Středočeský kraj","ČÁSLAV","Kutná Hora"
"Hory","185,00","Karlovarský kraj","KARLOVY VARY","Karlovy Vary"
"Hosín","670,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Hoslovice","180,00","Jihočeský kraj","STRAKONICE","Strakonice"
"Hospozín","515,00","Středočeský kraj","SLANÝ","Kladno"
"Hospříz","368,00","Jihočeský kraj","JINDŘICHŮV HRADEC","Jindřichův Hradec"
"Hošťálková","2 032,00","Zlínský kraj","VSETÍN","Vsetín"
"Hošťálkovy","677,00","Moravskoslezský kraj","KRNOV","Bruntál"
"Hošťalovice","134,00","Pardubický kraj","CHRUDIM","Chrudim"
"Hostašovice","688,00","Moravskoslezský kraj","NOVÝ JIČÍN","Nový Jičín"
"Hoštejn","450,00","Olomoucký kraj","ZÁBŘEH","Šumperk"
"Hostějov","37,00","Zlínský kraj","UHERSKÉ HRADIŠTĚ","Uherské Hradiště"
"Hostěnice","450,00","Jihomoravský kraj","ŠLAPANICE","Brno-venkov"
"Hostěradice","1 461,00","Jihomoravský kraj","MORAVSKÝ KRUMLOV","Znojmo"
"Hostěrádky-Rešov","733,00","Jihomoravský kraj","SLAVKOV U BRNA","Vyškov"
"Hostětice","136,00","Vysočina","TELČ","Jihlava"
"Hostětín","227,00","Zlínský kraj","UHERSKÝ BROD","Uherské Hradiště"
"Hoštice","173,00","Zlínský kraj","KROMĚŘÍŽ","Kroměříž"
"Hoštice","175,00","Jihočeský kraj","STRAKONICE","Strakonice"
"Hoštice-Heroltice","555,00","Jihomoravský kraj","VYŠKOV","Vyškov"
"Hostim","469,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Hostín","214,00","Středočeský kraj","MĚLNÍK","Mělník"
"Hostín u Vojkovic","326,00","Středočeský kraj","KRALUPY NAD VLTAVOU","Mělník"
"Hostinné","4 886,00","Královéhradecký kraj","VRCHLABÍ","Trutnov"
"Hostišová","410,00","Zlínský kraj","ZLÍN","Zlín"
"Hostivice","4 586,00","Středočeský kraj","ČERNOŠICE","Praha-západ"
"Hošťka","393,00","Plzeňský kraj","TACHOV","Tachov"
"Hoštka","1 369,00","Ústecký kraj","LITOMĚŘICE","Litoměřice"
"Hostomice","1 242,00","Ústecký kraj","BÍLINA","Teplice"
"Hostomice","1 530,00","Středočeský kraj","HOŘOVICE","Beroun"
"Hostouň","918,00","Středočeský kraj","KLADNO","Kladno"
"Hostouň","1 246,00","Plzeňský kraj","DOMAŽLICE","Domažlice"
"Hostovlice","246,00","Středočeský kraj","ČÁSLAV","Kutná Hora"
"Hosty","159,00","Jihočeský kraj","TÝN NAD VLTAVOU","České Budějovice"
"Hovězí","2 312,00","Zlínský kraj","VSETÍN","Vsetín"
"Hovorany","2 221,00","Jihomoravský kraj","KYJOV","Hodonín"
"Hovorčovice","984,00","Středočeský kraj","BRANDÝS N.L.-ST.BOLES","Praha-východ"
"Hraběšice","101,00","Olomoucký kraj","ŠUMPERK","Šumperk"
"Hraběšín","122,00","Středočeský kraj","ČÁSLAV","Kutná Hora"
"Hrabětice","909,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Hrabišín","844,00","Olomoucký kraj","ŠUMPERK","Šumperk"
"Hrabová","557,00","Olomoucký kraj","ZÁBŘEH","Šumperk"
"Hrabůvka","327,00","Olomoucký kraj","HRANICE","Přerov"
"Hrabyně","1 201,00","Moravskoslezský kraj","OPAVA","Opava"
"Hracholusky","500,00","Jihočeský kraj","PRACHATICE","Prachatice"
"Hracholusky","84,00","Středočeský kraj","RAKOVNÍK","Rakovník"
"Hrachoviště","78,00","Jihočeský kraj","TŘEBOŇ","Jindřichův Hradec"
"Hradčany","235,00","Středočeský kraj","PODĚBRADY","Nymburk"
"Hradčany","478,00","Jihomoravský kraj","TIŠNOV","Brno-venkov"
"Hradčany","255,00","Olomoucký kraj","PŘEROV","Přerov"
"Hradčany-Kobeřice","410,00","Olomoucký kraj","PROSTĚJOV","Prostějov"
"Hradce","40,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Hradčovice","969,00","Zlínský kraj","UHERSKÝ BROD","Uherské Hradiště"
"Hradec","422,00","Plzeňský kraj","STOD","Plzeň-jih"
"Hradec","232,00","Vysočina","SVĚTLÁ NAD SÁZAVOU","Havlíčkův Brod"
"Hradec Králové","97 155,00","Královéhradecký kraj","HRADEC KRÁLOVÉ","Hradec Králové"
"Hradec nad Moravicí","5 033,00","Moravskoslezský kraj","OPAVA","Opava"
"Hradec nad Svitavou","1 641,00","Pardubický kraj","SVITAVY","Svitavy"
"Hradec-Nová Ves","305,00","Olomoucký kraj","JESENÍK","Jeseník"
"Hradečno","425,00","Středočeský kraj","KLADNO","Kladno"
"Hrádek","2 900,00","Plzeňský kraj","ROKYCANY","Rokycany"
"Hrádek","923,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Hrádek","180,00","Královéhradecký kraj","HRADEC KRÁLOVÉ","Hradec Králové"
"Hrádek","90,00","Pardubický kraj","ÚSTÍ NAD ORLICÍ","Ústí nad Orlicí"
"Hrádek","1 756,00","Moravskoslezský kraj","JABLUNKOV","Frýdek-Místek"
"Hrádek","1 327,00","Plzeňský kraj","SUŠICE","Klatovy"
"Hrádek nad Nisou","7 277,00","Liberecký kraj","LIBEREC","Liberec"
"Hradešice","436,00","Plzeňský kraj","HORAŽĎOVICE","Klatovy"
"Hradešín","185,00","Středočeský kraj","ČESKÝ BROD","Kolín"
"Hradiště","29,00","Plzeňský kraj","ROKYCANY","Rokycany"
"Hradiště","267,00","Plzeňský kraj","NEPOMUK","Plzeň-jih"
"Hradiště","38,00","Středočeský kraj","VLAŠIM","Benešov"
"Hradiště","158,00","Plzeňský kraj","DOMAŽLICE","Domažlice"
"Hradiště","600,00","Karlovarský kraj","KARLOVY VARY","Karlovy Vary"
"Hradištko","427,00","Středočeský kraj","NYMBURK","Nymburk"
"Hradištko","1 261,00","Středočeský kraj","ČERNOŠICE","Praha-západ"
"Hranice","19 670,00","Olomoucký kraj","HRANICE","Přerov"
"Hranice","2 266,00","Karlovarský kraj","AŠ","Cheb"
"Hraničné Petrovice","148,00","Olomoucký kraj","ŠTERNBERK","Olomouc"
"Hrazany","275,00","Jihočeský kraj","MILEVSKO","Písek"
"Hrčava","278,00","Moravskoslezský kraj","JABLUNKOV","Frýdek-Místek"
"Hrdějovice","1 478,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Hrdibořice","241,00","Olomoucký kraj","PROSTĚJOV","Prostějov"
"Hrdlív","392,00","Středočeský kraj","SLANÝ","Kladno"
"Hrdlořezy","517,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Hřebeč","1 231,00","Středočeský kraj","KLADNO","Kladno"
"Hřebečníky","276,00","Středočeský kraj","RAKOVNÍK","Rakovník"
"Hředle","564,00","Středočeský kraj","RAKOVNÍK","Rakovník"
"Hředle","307,00","Středočeský kraj","HOŘOVICE","Beroun"
"Hrejkovice","437,00","Jihočeský kraj","MILEVSKO","Písek"
"Hřensko","247,00","Ústecký kraj","DĚČÍN","Děčín"
"Hřibiny-Ledská","291,00","Královéhradecký kraj","KOSTELEC NAD ORLICÍ","Rychnov nad Kněžnou"
"Hřibojedy","206,00","Královéhradecký kraj","DVŮR KRÁLOVÉ N. LAB.","Trutnov"
"Hřiměždice","379,00","Středočeský kraj","DOBŘÍŠ","Příbram"
"Hříšice","335,00","Jihočeský kraj","DAČICE","Jindřichův Hradec"
"Hříškov","347,00","Ústecký kraj","LOUNY","Louny"
"Hřivice","582,00","Ústecký kraj","LOUNY","Louny"
"Hřivínův Újezd","567,00","Zlínský kraj","ZLÍN","Zlín"
"Hrob","1 989,00","Ústecký kraj","TEPLICE","Teplice"
"Hrobce","509,00","Ústecký kraj","ROUDNICE NAD LABEM","Litoměřice"
"Hrobčice","838,00","Ústecký kraj","BÍLINA","Teplice"
"Hrobice","449,00","Zlínský kraj","VIZOVICE","Zlín"
"Hrobice","187,00","Pardubický kraj","PARDUBICE","Pardubice"
"Hrochův Týnec","1 874,00","Pardubický kraj","CHRUDIM","Chrudim"
"Hromnice","986,00","Plzeňský kraj","NÝŘANY","Plzeň-sever"
"Hronov","6 519,00","Královéhradecký kraj","NÁCHOD","Náchod"
"Hrotovice","1 796,00","Vysočina","TŘEBÍČ","Třebíč"
"Hroubovice","330,00","Pardubický kraj","CHRUDIM","Chrudim"
"Hroznatín","99,00","Vysočina","TŘEBÍČ","Třebíč"
"Hroznětín","1 633,00","Karlovarský kraj","OSTROV","Karlovy Vary"
"Hroznová Lhota","1 274,00","Jihomoravský kraj","VESELÍ NAD MORAVOU","Hodonín"
"Hrubá Skála","518,00","Liberecký kraj","TURNOV","Semily"
"Hrubá Vrbka","719,00","Jihomoravský kraj","VESELÍ NAD MORAVOU","Hodonín"
"Hrubčice","789,00","Olomoucký kraj","PROSTĚJOV","Prostějov"
"Hrubý Jeseník","512,00","Středočeský kraj","NYMBURK","Nymburk"
"Hrusice","382,00","Středočeský kraj","ŘÍČANY","Praha-východ"
"Hruška","258,00","Olomoucký kraj","PROSTĚJOV","Prostějov"
"Hrušky","1 414,00","Jihomoravský kraj","BŘECLAV","Břeclav"
"Hrušky","742,00","Jihomoravský kraj","SLAVKOV U BRNA","Vyškov"
"Hrušov","168,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Hrušová","312,00","Pardubický kraj","VYSOKÉ MÝTO","Ústí nad Orlicí"
"Hrušovany","248,00","Ústecký kraj","CHOMUTOV","Chomutov"
"Hrušovany nad Jevišovkou","3 274,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Hrušovany u Brna","2 892,00","Jihomoravský kraj","ŽIDLOCHOVICE","Brno-venkov"
"Hrutov","83,00","Vysočina","JIHLAVA","Jihlava"
"Hubenov","148,00","Vysočina","JIHLAVA","Jihlava"
"Hudčice","237,00","Středočeský kraj","PŘÍBRAM","Příbram"
"Hudlice","1 182,00","Středočeský kraj","BEROUN","Beroun"
"Hukvaldy","1 904,00","Moravskoslezský kraj","FRÝDEK-MÍSTEK","Frýdek-Místek"
"Hulice","299,00","Středočeský kraj","VLAŠIM","Benešov"
"Hulín","7 610,00","Zlínský kraj","KROMĚŘÍŽ","Kroměříž"
"Humburky","324,00","Královéhradecký kraj","NOVÝ BYDŽOV","Hradec Králové"
"Humpolec","10 929,00","Vysočina","HUMPOLEC","Pelhřimov"
"Huntířov","697,00","Ústecký kraj","DĚČÍN","Děčín"
"Hůrky","172,00","Plzeňský kraj","ROKYCANY","Rokycany"
"Hurtova Lhota","223,00","Vysočina","HAVLÍČKŮV BROD","Havlíčkův Brod"
"Hůry","418,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Husí Lhota","110,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Husinec","1 266,00","Jihočeský kraj","PRACHATICE","Prachatice"
"Husinec","852,00","Středočeský kraj","BRANDÝS N.L.-ST.BOLES","Praha-východ"
"Huslenky","2 088,00","Zlínský kraj","VSETÍN","Vsetín"
"Huštěnovice","1 002,00","Zlínský kraj","UHERSKÉ HRADIŠTĚ","Uherské Hradiště"
"Hustopeče","5 881,00","Jihomoravský kraj","HUSTOPEČE","Břeclav"
"Hustopeče nad Bečvou","1 750,00","Olomoucký kraj","HRANICE","Přerov"
"Hutisko-Solanec","1 900,00","Zlínský kraj","ROŽNOV POD RADHOŠTĚM","Vsetín"
"Huzová","654,00","Olomoucký kraj","ŠTERNBERK","Olomouc"
"Hvězdlice","647,00","Jihomoravský kraj","VYŠKOV","Vyškov"
"Hvězdonice","315,00","Středočeský kraj","BENEŠOV","Benešov"
"Hvězdoňovice","89,00","Vysočina","TŘEBÍČ","Třebíč"
"Hvozd","676,00","Olomoucký kraj","KONICE","Prostějov"
"Hvozd","148,00","Středočeský kraj","RAKOVNÍK","Rakovník"
"Hvozd","246,00","Plzeňský kraj","KRALOVICE","Plzeň-sever"
"Hvožďany","808,00","Středočeský kraj","PŘÍBRAM","Příbram"
"Hvožďany","34,00","Plzeňský kraj","DOMAŽLICE","Domažlice"
"Hvozdec","205,00","Jihomoravský kraj","KUŘIM","Brno-venkov"
"Hvozdec","214,00","Středočeský kraj","HOŘOVICE","Beroun"
"Hvozdná","988,00","Zlínský kraj","ZLÍN","Zlín"
"Hvozdnice","182,00","Královéhradecký kraj","HRADEC KRÁLOVÉ","Hradec Králové"
"Hvozdnice","302,00","Středočeský kraj","ČERNOŠICE","Praha-západ"
"Hybrálec","361,00","Vysočina","JIHLAVA","Jihlava"
"Hynčice","201,00","Královéhradecký kraj","BROUMOV","Náchod"
"Hynčina","209,00","Olomoucký kraj","ZÁBŘEH","Šumperk"
"Hýskov","1 210,00","Středočeský kraj","BEROUN","Beroun"
"Hýsly","394,00","Jihomoravský kraj","KYJOV","Hodonín"
"Ivaň","478,00","Olomoucký kraj","PROSTĚJOV","Prostějov"
"Ivaň","692,00","Jihomoravský kraj","POHOŘELICE","Brno-venkov"
"Ivančice","9 350,00","Jihomoravský kraj","IVANČICE","Brno-venkov"
"Ivanovice na Hané","2 904,00","Jihomoravský kraj","VYŠKOV","Vyškov"
"Jabkenice","372,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Jabloňany","382,00","Jihomoravský kraj","BOSKOVICE","Blansko"
"Jablonec nad Jizerou","1 976,00","Liberecký kraj","JILEMNICE","Semily"
"Jablonec nad Nisou","45 266,00","Liberecký kraj","JABLONEC NAD NISOU","Jablonec n.Nisou"
"Jablonná","335,00","Středočeský kraj","PŘÍBRAM","Příbram"
"Jablonné nad Orlicí","3 119,00","Pardubický kraj","ŽAMBERK","Ústí nad Orlicí"
"Jablonné v Podještědí","3 690,00","Liberecký kraj","LIBEREC","Česká Lípa"
"Jabloňov","321,00","Vysočina","VELKÉ MEZIŘÍČÍ","Žďár nad Sázavou"
"Jablůnka","1 974,00","Zlínský kraj","VSETÍN","Vsetín"
"Jablunkov","5 934,00","Moravskoslezský kraj","JABLUNKOV","Frýdek-Místek"
"Jáchymov","2 830,00","Karlovarský kraj","OSTROV","Karlovy Vary"
"Jahodov","80,00","Královéhradecký kraj","RYCHNOV NAD KNĚŽNOU","Rychnov nad Kněžnou"
"Jakartovice","1 060,00","Moravskoslezský kraj","OPAVA","Opava"
"Jakubčovice nad Odrou","691,00","Moravskoslezský kraj","ODRY","Nový Jičín"
"Jakubov u Moravských Budějovic","572,00","Vysočina","MORAVSKÉ BUDĚJOVICE","Třebíč"
"Jakubovice","184,00","Olomoucký kraj","ŠUMPERK","Šumperk"
"Jalubí","1 739,00","Zlínský kraj","UHERSKÉ HRADIŠTĚ","Uherské Hradiště"
"Jamné","490,00","Vysočina","JIHLAVA","Jihlava"
"Jamné nad Orlicí","721,00","Pardubický kraj","ŽAMBERK","Ústí nad Orlicí"
"Jamolice","446,00","Jihomoravský kraj","MORAVSKÝ KRUMLOV","Znojmo"
"Jámy","545,00","Vysočina","ŽĎÁR NAD SÁZAVOU","Žďár nad Sázavou"
"Jankov","369,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Jankov","893,00","Středočeský kraj","VOTICE","Benešov"
"Jankov","38,00","Vysočina","PELHŘIMOV","Pelhřimov"
"Jankovice","350,00","Zlínský kraj","HOLEŠOV","Kroměříž"
"Jankovice","497,00","Zlínský kraj","UHERSKÉ HRADIŠTĚ","Uherské Hradiště"
"Jankovice","282,00","Pardubický kraj","PŘELOUČ","Pardubice"
"Janoušov","54,00","Olomoucký kraj","ŠUMPERK","Šumperk"
"Janov","745,00","Pardubický kraj","LITOMYŠL","Svitavy"
"Janov","185,00","Ústecký kraj","DĚČÍN","Děčín"
"Janov","346,00","Moravskoslezský kraj","KRNOV","Bruntál"
"Janov","109,00","Královéhradecký kraj","DOBRUŠKA","Rychnov nad Kněžnou"
"Janov","100,00","Středočeský kraj","RAKOVNÍK","Rakovník"
"Janov nad Nisou","1 143,00","Liberecký kraj","JABLONEC NAD NISOU","Jablonec n.Nisou"
"Janová","686,00","Zlínský kraj","VSETÍN","Vsetín"
"Janovice","1 684,00","Moravskoslezský kraj","FRÝDLANT N. OSTRAVICÍ","Frýdek-Místek"
"Janovice nad Úhlavou","2 034,00","Plzeňský kraj","KLATOVY","Klatovy"
"Janovice v Podještědí","84,00","Liberecký kraj","LIBEREC","Česká Lípa"
"Janská","198,00","Ústecký kraj","DĚČÍN","Děčín"
"Janské Lázně","917,00","Královéhradecký kraj","TRUTNOV","Trutnov"
"Janův Důl","137,00","Liberecký kraj","LIBEREC","Liberec"
"Janůvky","41,00","Pardubický kraj","MORAVSKÁ TŘEBOVÁ","Svitavy"
"Jarcová","745,00","Zlínský kraj","VALAŠSKÉ MEZIŘÍČÍ","Vsetín"
"Jarohněvice","231,00","Zlínský kraj","KROMĚŘÍŽ","Kroměříž"
"Jaroměř","12 921,00","Královéhradecký kraj","JAROMĚŘ","Náchod"
"Jaroměřice","1 267,00","Pardubický kraj","MORAVSKÁ TŘEBOVÁ","Svitavy"
"Jaroměřice nad Rokytnou","4 106,00","Vysočina","TŘEBÍČ","Třebíč"
"Jaroslav","212,00","Pardubický kraj","HOLICE","Pardubice"
"Jaroslavice","1 239,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Jarošov","184,00","Pardubický kraj","LITOMYŠL","Svitavy"
"Jarošov nad Nežárkou","1 048,00","Jihočeský kraj","JINDŘICHŮV HRADEC","Jindřichův Hradec"
"Jarov","230,00","Plzeňský kraj","BLOVICE","Plzeň-jih"
"Jarov","137,00","Plzeňský kraj","KRALOVICE","Plzeň-sever"
"Jarpice","241,00","Středočeský kraj","SLANÝ","Kladno"
"Jasenice","213,00","Vysočina","NÁMĚŠŤ NAD OSLAVOU","Třebíč"
"Jasenná","913,00","Zlínský kraj","VIZOVICE","Zlín"
"Jasenná","696,00","Královéhradecký kraj","JAROMĚŘ","Náchod"
"Javor","88,00","Plzeňský kraj","KLATOVY","Klatovy"
"Javorek","106,00","Vysočina","NOVÉ MĚSTO NA MORAVĚ","Žďár nad Sázavou"
"Javornice","876,00","Královéhradecký kraj","RYCHNOV NAD KNĚŽNOU","Rychnov nad Kněžnou"
"Javorník","716,00","Jihomoravský kraj","VESELÍ NAD MORAVOU","Hodonín"
