"obce","Počet obyvatel dle Sčítání lidu 1930","kraj","orp","okres"
"Holohlavy","854,00","Královéhradecký kraj","HRADEC KRÁLOVÉ","Hradec Králové"
"Holotín","142,00","Pardubický kraj","PŘELOUČ","Pardubice"
"Holoubkov","823,00","Plzeňský kraj","ROKYCANY","Rokycany"
"Holovousy","161,00","Plzeňský kraj","KRALOVICE","Plzeň-sever"
"Holovousy","840,00","Královéhradecký kraj","HOŘICE","Jičín"
"Holštejn","211,00","Jihomoravský kraj","BLANSKO","Blansko"
"Holubice","961,00","Jihomoravský kraj","SLAVKOV U BRNA","Vyškov"
"Holubice","996,00","Středočeský kraj","ČERNOŠICE","Praha-západ"
"Holubov","1 138,00","Jihočeský kraj","ČESKÝ KRUMLOV","Český Krumlov"
"Holýšov","1 847,00","Plzeňský kraj","STOD","Domažlice"
"Homole","674,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Homole u Panny","1 072,00","Ústecký kraj","ÚSTÍ NAD LABEM","Ústí nad Labem"
"Honbice","420,00","Pardubický kraj","CHRUDIM","Chrudim"
"Honětice","357,00","Zlínský kraj","KROMĚŘÍŽ","Kroměříž"
"Honezovice","794,00","Plzeňský kraj","STOD","Plzeň-jih"
"Hora Svaté Kateřiny","1 907,00","Ústecký kraj","LITVÍNOV","Most"
"Hora Svatého Šebestiána","3 092,00","Ústecký kraj","CHOMUTOV","Chomutov"
"Hora Svatého Václava","554,00","Plzeňský kraj","DOMAŽLICE","Domažlice"
"Hořany","426,00","Středočeský kraj","NYMBURK","Nymburk"
"Hořátev","721,00","Středočeský kraj","NYMBURK","Nymburk"
"Horažďovice","5 189,00","Plzeňský kraj","HORAŽĎOVICE","Klatovy"
"Horčápsko","218,00","Středočeský kraj","PŘÍBRAM","Příbram"
"Hořenice","453,00","Královéhradecký kraj","JAROMĚŘ","Náchod"
"Hořepník","1 227,00","Vysočina","PELHŘIMOV","Pelhřimov"
"Hořesedly","776,00","Středočeský kraj","RAKOVNÍK","Rakovník"
"Hořešovice","396,00","Středočeský kraj","SLANÝ","Kladno"
"Hořešovičky","258,00","Středočeský kraj","SLANÝ","Kladno"
"Hořice","9 421,00","Královéhradecký kraj","HOŘICE","Jičín"
"Hořice","358,00","Vysočina","HUMPOLEC","Pelhřimov"
"Hořice na Šumavě","2 511,00","Jihočeský kraj","ČESKÝ KRUMLOV","Český Krumlov"
"Hořičky","780,00","Královéhradecký kraj","NÁCHOD","Náchod"
"Hořín","1 239,00","Středočeský kraj","MĚLNÍK","Mělník"
"Hořiněves","1 132,00","Královéhradecký kraj","HRADEC KRÁLOVÉ","Hradec Králové"
"Horka","837,00","Pardubický kraj","CHRUDIM","Chrudim"
"Horka I","708,00","Středočeský kraj","ČÁSLAV","Kutná Hora"
"Horka II","657,00","Středočeský kraj","KUTNÁ HORA","Kutná Hora"
"Horka nad Moravou","1 837,00","Olomoucký kraj","OLOMOUC","Olomouc"
"Horka u Staré Paky","456,00","Liberecký kraj","JILEMNICE","Semily"
"Horky","245,00","Středočeský kraj","ČÁSLAV","Kutná Hora"
"Horky","259,00","Pardubický kraj","LITOMYŠL","Svitavy"
"Horky nad Jizerou","640,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Horní Bečva","3 259,00","Zlínský kraj","ROŽNOV POD RADHOŠTĚM","Vsetín"
"Horní Bělá","939,00","Plzeňský kraj","KRALOVICE","Plzeň-sever"
"Horní Benešov","3 409,00","Moravskoslezský kraj","BRUNTÁL","Bruntál"
"Horní Beřkovice","2 094,00","Ústecký kraj","ROUDNICE NAD LABEM","Litoměřice"
"Horní Bezděkov","273,00","Středočeský kraj","KLADNO","Kladno"
"Horní Blatná","2 341,00","Karlovarský kraj","OSTROV","Karlovy Vary"
"Horní Bludovice","1 507,00","Moravskoslezský kraj","HAVÍŘOV","Frýdek-Místek"
"Horní Bojanovice","872,00","Jihomoravský kraj","HUSTOPEČE","Břeclav"
"Horní Bradlo","1 115,00","Pardubický kraj","CHRUDIM","Chrudim"
"Horní Branná","2 804,00","Liberecký kraj","JILEMNICE","Semily"
"Horní Břečkov","607,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Horní Bříza","1 617,00","Plzeňský kraj","NÝŘANY","Plzeň-sever"
"Horní Brusnice","1 225,00","Královéhradecký kraj","DVŮR KRÁLOVÉ N. LAB.","Trutnov"
"Horní Bukovina","385,00","Středočeský kraj","MNICHOVO HRADIŠTĚ","Mladá Boleslav"
"Horní Cerekev","2 689,00","Vysočina","PELHŘIMOV","Pelhřimov"
"Horní Čermná","1 408,00","Pardubický kraj","LANŠKROUN","Ústí nad Orlicí"
"Horní Domaslavice","860,00","Moravskoslezský kraj","FRÝDEK-MÍSTEK","Frýdek-Místek"
"Horní Dubenky","830,00","Vysočina","JIHLAVA","Jihlava"
"Horní Dubňany","510,00","Jihomoravský kraj","MORAVSKÝ KRUMLOV","Znojmo"
"Horní Dunajovice","990,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Horní Dvořiště","1 400,00","Jihočeský kraj","KAPLICE","Český Krumlov"
"Horní Habartice","934,00","Ústecký kraj","DĚČÍN","Děčín"
"Horní Heřmanice","229,00","Vysočina","TŘEBÍČ","Třebíč"
"Horní Heřmanice","1 429,00","Pardubický kraj","LANŠKROUN","Ústí nad Orlicí"
"Horní Jelení","2 407,00","Pardubický kraj","HOLICE","Pardubice"
"Horní Jiřetín","9 079,00","Ústecký kraj","LITVÍNOV","Most"
"Horní Kalná","780,00","Královéhradecký kraj","VRCHLABÍ","Trutnov"
"Horní Kamenice","443,00","Plzeňský kraj","STOD","Domažlice"
"Horní Kněžeklady","355,00","Jihočeský kraj","TÝN NAD VLTAVOU","České Budějovice"
"Horní Kounice","491,00","Jihomoravský kraj","MORAVSKÝ KRUMLOV","Znojmo"
"Horní Kozolupy","908,00","Plzeňský kraj","STŘÍBRO","Tachov"
"Horní Krupá","558,00","Vysočina","HAVLÍČKŮV BROD","Havlíčkův Brod"
"Horní Kruty","961,00","Středočeský kraj","KOLÍN","Kolín"
"Horní Lapač","285,00","Zlínský kraj","HOLEŠOV","Kroměříž"
"Horní Lhota","431,00","Zlínský kraj","LUHAČOVICE","Zlín"
"Horní Libchava","1 047,00","Liberecký kraj","ČESKÁ LÍPA","Česká Lípa"
"Horní Libochová","281,00","Vysočina","VELKÉ MEZIŘÍČÍ","Žďár nad Sázavou"
"Horní Lideč","559,00","Zlínský kraj","VSETÍN","Vsetín"
"Horní Loděnice","778,00","Olomoucký kraj","ŠTERNBERK","Olomouc"
"Horní Lomná","607,00","Moravskoslezský kraj","JABLUNKOV","Frýdek-Místek"
"Horní Loučky","352,00","Vysočina","VELKÉ MEZIŘÍČÍ","Žďár nad Sázavou"
"Horní Lukavice","630,00","Plzeňský kraj","PŘEŠTICE","Plzeň-jih"
"Horní Maršov","2 475,00","Královéhradecký kraj","TRUTNOV","Trutnov"
"Horní Město","2 914,00","Moravskoslezský kraj","RÝMAŘOV","Bruntál"
"Horní Meziříčko","179,00","Jihočeský kraj","DAČICE","Jindřichův Hradec"
"Horní Moštěnice","1 642,00","Olomoucký kraj","PŘEROV","Přerov"
"Horní Myslová","184,00","Vysočina","TELČ","Jihlava"
"Horní Němčí","1 369,00","Zlínský kraj","UHERSKÝ BROD","Uherské Hradiště"
"Horní Němčice","234,00","Jihočeský kraj","DAČICE","Jindřichův Hradec"
"Horní Nětčice","363,00","Olomoucký kraj","LIPNÍK NAD BEČVOU","Přerov"
"Horní Olešnice","954,00","Královéhradecký kraj","TRUTNOV","Trutnov"
"Horní Paseka","957,00","Vysočina","SVĚTLÁ NAD SÁZAVOU","Havlíčkův Brod"
"Horní Pěna","720,00","Jihočeský kraj","JINDŘICHŮV HRADEC","Jindřichův Hradec"
"Horní Planá","6 624,00","Jihočeský kraj","ČESKÝ KRUMLOV","Český Krumlov"
"Horní Počaply","955,00","Středočeský kraj","MĚLNÍK","Mělník"
"Horní Podluží","2 088,00","Ústecký kraj","VARNSDORF","Děčín"
"Horní Pohleď","200,00","Vysočina","SVĚTLÁ NAD SÁZAVOU","Havlíčkův Brod"
"Horní Police","1 260,00","Liberecký kraj","ČESKÁ LÍPA","Česká Lípa"
"Horní Poříčí","534,00","Jihočeský kraj","STRAKONICE","Strakonice"
"Horní Poříčí","518,00","Jihomoravský kraj","BOSKOVICE","Blansko"
"Horní Radechová","946,00","Královéhradecký kraj","NÁCHOD","Náchod"
"Horní Radouň","873,00","Jihočeský kraj","JINDŘICHŮV HRADEC","Jindřichův Hradec"
"Horní Radslavice","236,00","Vysočina","VELKÉ MEZIŘÍČÍ","Žďár nad Sázavou"
"Horní Rápotice","218,00","Vysočina","HUMPOLEC","Pelhřimov"
"Horní Řasnice","1 296,00","Liberecký kraj","FRÝDLANT","Liberec"
"Horní Ředice","910,00","Pardubický kraj","HOLICE","Pardubice"
"Horní Řepčice","246,00","Ústecký kraj","LITOMĚŘICE","Litoměřice"
"Horní Rožínka","141,00","Vysočina","BYSTŘICE NAD  PERNŠT.","Žďár nad Sázavou"
"Horní Skrýchov","150,00","Jihočeský kraj","JINDŘICHŮV HRADEC","Jindřichův Hradec"
"Horní Slatina","294,00","Jihočeský kraj","DAČICE","Jindřichův Hradec"
"Horní Slavkov","4 294,00","Karlovarský kraj","SOKOLOV","Sokolov"
"Horní Slivno","472,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Horní Smrčné","116,00","Vysočina","TŘEBÍČ","Třebíč"
"Horní Smržov","174,00","Jihomoravský kraj","BOSKOVICE","Blansko"
"Horní Štěpánov","1 875,00","Olomoucký kraj","KONICE","Prostějov"
"Horní Stropnice","4 835,00","Jihočeský kraj","TRHOVÉ SVINY","České Budějovice"
"Horní Studénky","656,00","Olomoucký kraj","ZÁBŘEH","Šumperk"
"Horní Suchá","3 805,00","Moravskoslezský kraj","HAVÍŘOV","Karviná"
"Horní Těšice","152,00","Olomoucký kraj","HRANICE","Přerov"
"Horní Tošanovice","491,00","Moravskoslezský kraj","FRÝDEK-MÍSTEK","Frýdek-Místek"
"Horní Třešňovec","985,00","Pardubický kraj","LANŠKROUN","Ústí nad Orlicí"
"Horní Újezd","447,00","Vysočina","TŘEBÍČ","Třebíč"
"Horní Újezd","577,00","Olomoucký kraj","HRANICE","Přerov"
"Horní Ves","645,00","Vysočina","PELHŘIMOV","Pelhřimov"
"Horní Věstonice","738,00","Jihomoravský kraj","MIKULOV","Břeclav"
"Horní Vilémovice","177,00","Vysočina","TŘEBÍČ","Třebíč"
"Horní Vltavice","1 247,00","Jihočeský kraj","VIMPERK","Prachatice"
"Horní Životice","726,00","Moravskoslezský kraj","BRUNTÁL","Bruntál"
"Hornice","168,00","Vysočina","MORAVSKÉ BUDĚJOVICE","Třebíč"
"Hornosín","188,00","Jihočeský kraj","BLATNÁ","Strakonice"
"Horoměřice","1 649,00","Středočeský kraj","ČERNOŠICE","Praha-západ"
"Horosedly","348,00","Jihočeský kraj","PÍSEK","Písek"
"Horoušany","614,00","Středočeský kraj","BRANDÝS N.L.-ST.BOLES","Praha-východ"
"Hořovice","4 818,00","Středočeský kraj","HOŘOVICE","Beroun"
"Hořovičky","1 310,00","Středočeský kraj","RAKOVNÍK","Rakovník"
"Horšice","742,00","Plzeňský kraj","PŘEŠTICE","Plzeň-jih"
"Horská Kvilda","511,00","Plzeňský kraj","SUŠICE","Klatovy"
"Horšovský Týn","5 179,00","Plzeňský kraj","HORŠOVSKÝ TÝN","Domažlice"
"Horušice","397,00","Středočeský kraj","ČÁSLAV","Kutná Hora"
"Hory","1 028,00","Karlovarský kraj","KARLOVY VARY","Karlovy Vary"
"Hosín","961,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Hoslovice","648,00","Jihočeský kraj","STRAKONICE","Strakonice"
"Hospozín","938,00","Středočeský kraj","SLANÝ","Kladno"
"Hospříz","379,00","Jihočeský kraj","JINDŘICHŮV HRADEC","Jindřichův Hradec"
"Hošťálková","1 915,00","Zlínský kraj","VSETÍN","Vsetín"
"Hošťálkovy","1 492,00","Moravskoslezský kraj","KRNOV","Bruntál"
"Hošťalovice","306,00","Pardubický kraj","CHRUDIM","Chrudim"
"Hostašovice","750,00","Moravskoslezský kraj","NOVÝ JIČÍN","Nový Jičín"
"Hoštejn","423,00","Olomoucký kraj","ZÁBŘEH","Šumperk"
"Hostějov","98,00","Zlínský kraj","UHERSKÉ HRADIŠTĚ","Uherské Hradiště"
"Hostěnice","598,00","Jihomoravský kraj","ŠLAPANICE","Brno-venkov"
"Hostěradice","1 987,00","Jihomoravský kraj","MORAVSKÝ KRUMLOV","Znojmo"
"Hostěrádky-Rešov","803,00","Jihomoravský kraj","SLAVKOV U BRNA","Vyškov"
"Hostětice","170,00","Vysočina","TELČ","Jihlava"
"Hostětín","247,00","Zlínský kraj","UHERSKÝ BROD","Uherské Hradiště"
"Hoštice","510,00","Zlínský kraj","KROMĚŘÍŽ","Kroměříž"
"Hoštice","328,00","Jihočeský kraj","STRAKONICE","Strakonice"
"Hoštice-Heroltice","702,00","Jihomoravský kraj","VYŠKOV","Vyškov"
"Hostim","670,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Hostín","432,00","Středočeský kraj","MĚLNÍK","Mělník"
"Hostín u Vojkovic","431,00","Středočeský kraj","KRALUPY NAD VLTAVOU","Mělník"
"Hostinné","4 650,00","Královéhradecký kraj","VRCHLABÍ","Trutnov"
"Hostišová","302,00","Zlínský kraj","ZLÍN","Zlín"
"Hostivice","4 248,00","Středočeský kraj","ČERNOŠICE","Praha-západ"
"Hošťka","2 329,00","Plzeňský kraj","TACHOV","Tachov"
"Hoštka","2 157,00","Ústecký kraj","LITOMĚŘICE","Litoměřice"
"Hostomice","3 892,00","Ústecký kraj","BÍLINA","Teplice"
"Hostomice","2 463,00","Středočeský kraj","HOŘOVICE","Beroun"
"Hostouň","1 352,00","Středočeský kraj","KLADNO","Kladno"
"Hostouň","2 697,00","Plzeňský kraj","DOMAŽLICE","Domažlice"
"Hostovlice","583,00","Středočeský kraj","ČÁSLAV","Kutná Hora"
"Hosty","446,00","Jihočeský kraj","TÝN NAD VLTAVOU","České Budějovice"
"Hovězí","1 781,00","Zlínský kraj","VSETÍN","Vsetín"
"Hovorany","2 361,00","Jihomoravský kraj","KYJOV","Hodonín"
"Hovorčovice","552,00","Středočeský kraj","BRANDÝS N.L.-ST.BOLES","Praha-východ"
"Hraběšice","461,00","Olomoucký kraj","ŠUMPERK","Šumperk"
"Hraběšín","436,00","Středočeský kraj","ČÁSLAV","Kutná Hora"
"Hrabětice","1 605,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Hrabišín","1 416,00","Olomoucký kraj","ŠUMPERK","Šumperk"
"Hrabová","854,00","Olomoucký kraj","ZÁBŘEH","Šumperk"
"Hrabůvka","498,00","Olomoucký kraj","HRANICE","Přerov"
"Hrabyně","874,00","Moravskoslezský kraj","OPAVA","Opava"
"Hracholusky","987,00","Jihočeský kraj","PRACHATICE","Prachatice"
"Hracholusky","243,00","Středočeský kraj","RAKOVNÍK","Rakovník"
"Hrachoviště","258,00","Jihočeský kraj","TŘEBOŇ","Jindřichův Hradec"
"Hradčany","629,00","Středočeský kraj","PODĚBRADY","Nymburk"
"Hradčany","393,00","Jihomoravský kraj","TIŠNOV","Brno-venkov"
"Hradčany","348,00","Olomoucký kraj","PŘEROV","Přerov"
"Hradčany-Kobeřice","810,00","Olomoucký kraj","PROSTĚJOV","Prostějov"
"Hradce","68,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Hradčovice","1 094,00","Zlínský kraj","UHERSKÝ BROD","Uherské Hradiště"
"Hradec","714,00","Plzeňský kraj","STOD","Plzeň-jih"
"Hradec","340,00","Vysočina","SVĚTLÁ NAD SÁZAVOU","Havlíčkův Brod"
"Hradec Králové","50 137,00","Královéhradecký kraj","HRADEC KRÁLOVÉ","Hradec Králové"
"Hradec nad Moravicí","4 916,00","Moravskoslezský kraj","OPAVA","Opava"
"Hradec nad Svitavou","2 799,00","Pardubický kraj","SVITAVY","Svitavy"
"Hradec-Nová Ves","931,00","Olomoucký kraj","JESENÍK","Jeseník"
"Hradečno","507,00","Středočeský kraj","KLADNO","Kladno"
"Hrádek","933,00","Plzeňský kraj","ROKYCANY","Rokycany"
"Hrádek","2 238,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Hrádek","254,00","Královéhradecký kraj","HRADEC KRÁLOVÉ","Hradec Králové"
"Hrádek","170,00","Pardubický kraj","ÚSTÍ NAD ORLICÍ","Ústí nad Orlicí"
"Hrádek","1 202,00","Moravskoslezský kraj","JABLUNKOV","Frýdek-Místek"
"Hrádek","2 468,00","Plzeňský kraj","SUŠICE","Klatovy"
"Hrádek nad Nisou","12 421,00","Liberecký kraj","LIBEREC","Liberec"
"Hradešice","789,00","Plzeňský kraj","HORAŽĎOVICE","Klatovy"
"Hradešín","387,00","Středočeský kraj","ČESKÝ BROD","Kolín"
"Hradiště","143,00","Plzeňský kraj","ROKYCANY","Rokycany"
"Hradiště","642,00","Plzeňský kraj","NEPOMUK","Plzeň-jih"
"Hradiště","102,00","Středočeský kraj","VLAŠIM","Benešov"
"Hradiště","333,00","Plzeňský kraj","DOMAŽLICE","Domažlice"
"Hradiště","14 416,00","Karlovarský kraj","KARLOVY VARY","Karlovy Vary"
"Hradištko","501,00","Středočeský kraj","NYMBURK","Nymburk"
"Hradištko","631,00","Středočeský kraj","ČERNOŠICE","Praha-západ"
"Hranice","14 368,00","Olomoucký kraj","HRANICE","Přerov"
"Hranice","6 922,00","Karlovarský kraj","AŠ","Cheb"
"Hraničné Petrovice","393,00","Olomoucký kraj","ŠTERNBERK","Olomouc"
"Hrazany","512,00","Jihočeský kraj","MILEVSKO","Písek"
"Hrčava","254,00","Moravskoslezský kraj","JABLUNKOV","Frýdek-Místek"
"Hrdějovice","1 302,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Hrdibořice","280,00","Olomoucký kraj","PROSTĚJOV","Prostějov"
"Hrdlív","383,00","Středočeský kraj","SLANÝ","Kladno"
"Hrdlořezy","947,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Hřebeč","1 614,00","Středočeský kraj","KLADNO","Kladno"
"Hřebečníky","810,00","Středočeský kraj","RAKOVNÍK","Rakovník"
"Hředle","1 158,00","Středočeský kraj","RAKOVNÍK","Rakovník"
"Hředle","652,00","Středočeský kraj","HOŘOVICE","Beroun"
"Hrejkovice","1 018,00","Jihočeský kraj","MILEVSKO","Písek"
"Hřensko","904,00","Ústecký kraj","DĚČÍN","Děčín"
"Hřibiny-Ledská","568,00","Královéhradecký kraj","KOSTELEC NAD ORLICÍ","Rychnov nad Kněžnou"
"Hřibojedy","381,00","Královéhradecký kraj","DVŮR KRÁLOVÉ N. LAB.","Trutnov"
"Hřiměždice","658,00","Středočeský kraj","DOBŘÍŠ","Příbram"
"Hříšice","401,00","Jihočeský kraj","DAČICE","Jindřichův Hradec"
"Hříškov","914,00","Ústecký kraj","LOUNY","Louny"
"Hřivice","1 446,00","Ústecký kraj","LOUNY","Louny"
"Hřivínův Újezd","487,00","Zlínský kraj","ZLÍN","Zlín"
"Hrob","5 905,00","Ústecký kraj","TEPLICE","Teplice"
"Hrobce","957,00","Ústecký kraj","ROUDNICE NAD LABEM","Litoměřice"
"Hrobčice","3 364,00","Ústecký kraj","BÍLINA","Teplice"
"Hrobice","439,00","Zlínský kraj","VIZOVICE","Zlín"
"Hrobice","225,00","Pardubický kraj","PARDUBICE","Pardubice"
"Hrochův Týnec","1 938,00","Pardubický kraj","CHRUDIM","Chrudim"
"Hromnice","2 210,00","Plzeňský kraj","NÝŘANY","Plzeň-sever"
"Hronov","8 215,00","Královéhradecký kraj","NÁCHOD","Náchod"
"Hrotovice","1 500,00","Vysočina","TŘEBÍČ","Třebíč"
"Hroubovice","692,00","Pardubický kraj","CHRUDIM","Chrudim"
"Hroznatín","186,00","Vysočina","TŘEBÍČ","Třebíč"
"Hroznětín","2 615,00","Karlovarský kraj","OSTROV","Karlovy Vary"
"Hroznová Lhota","1 009,00","Jihomoravský kraj","VESELÍ NAD MORAVOU","Hodonín"
"Hrubá Skála","1 137,00","Liberecký kraj","TURNOV","Semily"
"Hrubá Vrbka","988,00","Jihomoravský kraj","VESELÍ NAD MORAVOU","Hodonín"
"Hrubčice","1 045,00","Olomoucký kraj","PROSTĚJOV","Prostějov"
"Hrubý Jeseník","770,00","Středočeský kraj","NYMBURK","Nymburk"
"Hrusice","454,00","Středočeský kraj","ŘÍČANY","Praha-východ"
"Hruška","524,00","Olomoucký kraj","PROSTĚJOV","Prostějov"
"Hrušky","1 906,00","Jihomoravský kraj","BŘECLAV","Břeclav"
"Hrušky","1 004,00","Jihomoravský kraj","SLAVKOV U BRNA","Vyškov"
"Hrušov","371,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Hrušová","671,00","Pardubický kraj","VYSOKÉ MÝTO","Ústí nad Orlicí"
"Hrušovany","631,00","Ústecký kraj","CHOMUTOV","Chomutov"
"Hrušovany nad Jevišovkou","2 945,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Hrušovany u Brna","1 839,00","Jihomoravský kraj","ŽIDLOCHOVICE","Brno-venkov"
"Hrutov","233,00","Vysočina","JIHLAVA","Jihlava"
"Hubenov","142,00","Vysočina","JIHLAVA","Jihlava"
"Hudčice","569,00","Středočeský kraj","PŘÍBRAM","Příbram"
"Hudlice","1 851,00","Středočeský kraj","BEROUN","Beroun"
"Hukvaldy","2 107,00","Moravskoslezský kraj","FRÝDEK-MÍSTEK","Frýdek-Místek"
"Hulice","399,00","Středočeský kraj","VLAŠIM","Benešov"
"Hulín","4 931,00","Zlínský kraj","KROMĚŘÍŽ","Kroměříž"
"Humburky","376,00","Královéhradecký kraj","NOVÝ BYDŽOV","Hradec Králové"
"Humpolec","8 317,00","Vysočina","HUMPOLEC","Pelhřimov"
"Huntířov","1 663,00","Ústecký kraj","DĚČÍN","Děčín"
"Hůrky","413,00","Plzeňský kraj","ROKYCANY","Rokycany"
"Hurtova Lhota","259,00","Vysočina","HAVLÍČKŮV BROD","Havlíčkův Brod"
"Hůry","528,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Husí Lhota","205,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Husinec","1 420,00","Jihočeský kraj","PRACHATICE","Prachatice"
"Husinec","421,00","Středočeský kraj","BRANDÝS N.L.-ST.BOLES","Praha-východ"
"Huslenky","2 024,00","Zlínský kraj","VSETÍN","Vsetín"
"Huštěnovice","1 093,00","Zlínský kraj","UHERSKÉ HRADIŠTĚ","Uherské Hradiště"
"Hustopeče","3 719,00","Jihomoravský kraj","HUSTOPEČE","Břeclav"
"Hustopeče nad Bečvou","1 850,00","Olomoucký kraj","HRANICE","Přerov"
"Hutisko-Solanec","2 104,00","Zlínský kraj","ROŽNOV POD RADHOŠTĚM","Vsetín"
"Huzová","1 830,00","Olomoucký kraj","ŠTERNBERK","Olomouc"
"Hvězdlice","1 148,00","Jihomoravský kraj","VYŠKOV","Vyškov"
"Hvězdonice","313,00","Středočeský kraj","BENEŠOV","Benešov"
"Hvězdoňovice","148,00","Vysočina","TŘEBÍČ","Třebíč"
"Hvozd","1 258,00","Olomoucký kraj","KONICE","Prostějov"
"Hvozd","281,00","Středočeský kraj","RAKOVNÍK","Rakovník"
"Hvozd","379,00","Plzeňský kraj","KRALOVICE","Plzeň-sever"
"Hvožďany","1 715,00","Středočeský kraj","PŘÍBRAM","Příbram"
"Hvožďany","145,00","Plzeňský kraj","DOMAŽLICE","Domažlice"
"Hvozdec","330,00","Jihomoravský kraj","KUŘIM","Brno-venkov"
"Hvozdec","507,00","Středočeský kraj","HOŘOVICE","Beroun"
"Hvozdná","931,00","Zlínský kraj","ZLÍN","Zlín"
"Hvozdnice","239,00","Královéhradecký kraj","HRADEC KRÁLOVÉ","Hradec Králové"
"Hvozdnice","479,00","Středočeský kraj","ČERNOŠICE","Praha-západ"
"Hybrálec","588,00","Vysočina","JIHLAVA","Jihlava"
"Hynčice","739,00","Královéhradecký kraj","BROUMOV","Náchod"
"Hynčina","1 196,00","Olomoucký kraj","ZÁBŘEH","Šumperk"
"Hýskov","1 636,00","Středočeský kraj","BEROUN","Beroun"
"Hýsly","486,00","Jihomoravský kraj","KYJOV","Hodonín"
"Ivaň","741,00","Olomoucký kraj","PROSTĚJOV","Prostějov"
"Ivaň","849,00","Jihomoravský kraj","POHOŘELICE","Brno-venkov"
"Ivančice","8 513,00","Jihomoravský kraj","IVANČICE","Brno-venkov"
"Ivanovice na Hané","3 979,00","Jihomoravský kraj","VYŠKOV","Vyškov"
"Jabkenice","498,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Jabloňany","399,00","Jihomoravský kraj","BOSKOVICE","Blansko"
"Jablonec nad Jizerou","3 945,00","Liberecký kraj","JILEMNICE","Semily"
"Jablonec nad Nisou","49 908,00","Liberecký kraj","JABLONEC NAD NISOU","Jablonec n.Nisou"
"Jablonná","600,00","Středočeský kraj","PŘÍBRAM","Příbram"
"Jablonné nad Orlicí","1 768,00","Pardubický kraj","ŽAMBERK","Ústí nad Orlicí"
"Jablonné v Podještědí","6 706,00","Liberecký kraj","LIBEREC","Česká Lípa"
"Jabloňov","416,00","Vysočina","VELKÉ MEZIŘÍČÍ","Žďár nad Sázavou"
"Jablůnka","1 200,00","Zlínský kraj","VSETÍN","Vsetín"
"Jablunkov","3 778,00","Moravskoslezský kraj","JABLUNKOV","Frýdek-Místek"
"Jáchymov","7 404,00","Karlovarský kraj","OSTROV","Karlovy Vary"
"Jahodov","127,00","Královéhradecký kraj","RYCHNOV NAD KNĚŽNOU","Rychnov nad Kněžnou"
"Jakartovice","2 830,00","Moravskoslezský kraj","OPAVA","Opava"
"Jakubčovice nad Odrou","333,00","Moravskoslezský kraj","ODRY","Nový Jičín"
"Jakubov u Moravských Budějovic","543,00","Vysočina","MORAVSKÉ BUDĚJOVICE","Třebíč"
"Jakubovice","524,00","Olomoucký kraj","ŠUMPERK","Šumperk"
"Jalubí","1 796,00","Zlínský kraj","UHERSKÉ HRADIŠTĚ","Uherské Hradiště"
"Jamné","661,00","Vysočina","JIHLAVA","Jihlava"
"Jamné nad Orlicí","1 237,00","Pardubický kraj","ŽAMBERK","Ústí nad Orlicí"
"Jamolice","644,00","Jihomoravský kraj","MORAVSKÝ KRUMLOV","Znojmo"
"Jámy","678,00","Vysočina","ŽĎÁR NAD SÁZAVOU","Žďár nad Sázavou"
"Jankov","494,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Jankov","1 738,00","Středočeský kraj","VOTICE","Benešov"
"Jankov","158,00","Vysočina","PELHŘIMOV","Pelhřimov"
"Jankovice","398,00","Zlínský kraj","HOLEŠOV","Kroměříž"
"Jankovice","723,00","Zlínský kraj","UHERSKÉ HRADIŠTĚ","Uherské Hradiště"
"Jankovice","544,00","Pardubický kraj","PŘELOUČ","Pardubice"
"Janoušov","325,00","Olomoucký kraj","ŠUMPERK","Šumperk"
"Janov","1 839,00","Pardubický kraj","LITOMYŠL","Svitavy"
"Janov","962,00","Ústecký kraj","DĚČÍN","Děčín"
"Janov","1 146,00","Moravskoslezský kraj","KRNOV","Bruntál"
"Janov","374,00","Královéhradecký kraj","DOBRUŠKA","Rychnov nad Kněžnou"
"Janov","308,00","Středočeský kraj","RAKOVNÍK","Rakovník"
"Janov nad Nisou","4 236,00","Liberecký kraj","JABLONEC NAD NISOU","Jablonec n.Nisou"
