"obce","Počet obyvatel","Počet obyvatel nad 65 let","Počet obyvatel ve věku 0 až 14 let","Počet obyvatel ve věku 15-59 muži","Počet obyvatel ve věku 15-59 ženy","Počet obyvatel ve věku 60-64 let ženy","Počet obyvatel ve věku 60-64 muži","kraj","orp","okres"
"Bohdalov","1 074,00","145,00","181,00","374,00","318,00","28,00","28,00","Vysočina","ŽĎÁR NAD SÁZAVOU","Žďár nad Sázavou"
"Bohdalovice","293,00","31,00","54,00","106,00","91,00","4,00","7,00","Jihočeský kraj","ČESKÝ KRUMLOV","Český Krumlov"
"Bohdaneč","424,00","65,00","62,00","152,00","125,00","10,00","10,00","Středočeský kraj","KUTNÁ HORA","Kutná Hora"
"Bohdašín","237,00","55,00","36,00","62,00","69,00","6,00","9,00","Královéhradecký kraj","DOBRUŠKA","Rychnov nad Kněžnou"
"Bohdíkov","1 418,00","189,00","234,00","467,00","446,00","44,00","38,00","Olomoucký kraj","ŠUMPERK","Šumperk"
"Bohostice","201,00","32,00","27,00","71,00","57,00","7,00","7,00","Středočeský kraj","PŘÍBRAM","Příbram"
"Bohumilice","310,00","53,00","61,00","90,00","91,00","8,00","7,00","Jihočeský kraj","VIMPERK","Prachatice"
"Bohumín","22 974,00","3 060,00","3 373,00","7 850,00","7 342,00","732,00","617,00","Moravskoslezský kraj","BOHUMÍN","Karviná"
"Bohunice","43,00","12,00","5,00","14,00","10,00","1,00","1,00","Jihočeský kraj","PRACHATICE","Prachatice"
"Bohuňov","235,00","21,00","40,00","92,00","73,00","4,00","5,00","Vysočina","BYSTŘICE NAD  PERNŠT.","Žďár nad Sázavou"
"Bohuňov","173,00","42,00","16,00","55,00","47,00","7,00","6,00","Pardubický kraj","SVITAVY","Svitavy"
"Bohuňovice","2 449,00","327,00","400,00","801,00","807,00","58,00","56,00","Olomoucký kraj","OLOMOUC","Olomouc"
"Bohuňovice","115,00","13,00","19,00","37,00","41,00","4,00","1,00","Pardubický kraj","LITOMYŠL","Svitavy"
"Bohušice","111,00","22,00","11,00","36,00","33,00","4,00","5,00","Vysočina","MORAVSKÉ BUDĚJOVICE","Třebíč"
"Bohuslavice","479,00","66,00","75,00","165,00","154,00","12,00","7,00","Olomoucký kraj","KONICE","Prostějov"
"Bohuslavice","1 601,00","232,00","268,00","532,00","511,00","27,00","31,00","Moravskoslezský kraj","HLUČÍN","Opava"
"Bohuslavice","127,00","19,00","25,00","36,00","40,00","4,00","3,00","Vysočina","TELČ","Jihlava"
"Bohuslavice","460,00","59,00","71,00","153,00","148,00","16,00","13,00","Olomoucký kraj","ZÁBŘEH","Šumperk"
"Bohuslavice nad Vláří","407,00","73,00","56,00","132,00","131,00","8,00","7,00","Zlínský kraj","LUHAČOVICE","Zlín"
"Bohuslavice u Zlína","809,00","127,00","116,00","275,00","246,00","23,00","22,00","Zlínský kraj","ZLÍN","Zlín"
"Bohuslávky","327,00","64,00","41,00","92,00","101,00","19,00","10,00","Olomoucký kraj","LIPNÍK NAD BEČVOU","Přerov"
"Bohušov","443,00","52,00","78,00","152,00","126,00","20,00","15,00","Moravskoslezský kraj","KRNOV","Bruntál"
"Bohušovice nad Ohří","2 565,00","299,00","422,00","824,00","871,00","75,00","74,00","Ústecký kraj","LITOMĚŘICE","Litoměřice"
"Bohutice","614,00","87,00","90,00","196,00","200,00","21,00","20,00","Jihomoravský kraj","MORAVSKÝ KRUMLOV","Znojmo"
"Bohutín","1 577,00","196,00","236,00","531,00","533,00","33,00","48,00","Středočeský kraj","PŘÍBRAM","Příbram"
"Bohutín","821,00","93,00","113,00","289,00","280,00","21,00","25,00","Olomoucký kraj","ŠUMPERK","Šumperk"
"Bohy","85,00","20,00","11,00","22,00","23,00","6,00","3,00","Plzeňský kraj","KRALOVICE","Plzeň-sever"
"Bojanov","650,00","135,00","82,00","198,00","185,00","27,00","23,00","Pardubický kraj","CHRUDIM","Chrudim"
"Bojanovice","402,00","62,00","60,00","141,00","116,00","10,00","13,00","Středočeský kraj","ČERNOŠICE","Praha-západ"
"Bojanovice","186,00","28,00","34,00","62,00","47,00","9,00","6,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Bojiště","232,00","35,00","37,00","82,00","63,00","7,00","8,00","Vysočina","SVĚTLÁ NAD SÁZAVOU","Havlíčkův Brod"
"Bojkovice","4 672,00","738,00","661,00","1 547,00","1 452,00","145,00","129,00","Zlínský kraj","UHERSKÝ BROD","Uherské Hradiště"
"Bolatice","4 260,00","566,00","615,00","1 473,00","1 452,00","78,00","76,00","Moravskoslezský kraj","KRAVAŘE","Opava"
"Boleboř","202,00","30,00","22,00","76,00","58,00","7,00","9,00","Ústecký kraj","CHOMUTOV","Chomutov"
"Bolehošť","570,00","86,00","86,00","188,00","169,00","18,00","23,00","Královéhradecký kraj","KOSTELEC NAD ORLICÍ","Rychnov nad Kněžnou"
"Boleradice","867,00","142,00","149,00","266,00","263,00","22,00","25,00","Jihomoravský kraj","HUSTOPEČE","Břeclav"
"Bolešiny","674,00","62,00","116,00","237,00","220,00","20,00","19,00","Plzeňský kraj","KLATOVY","Klatovy"
"Boletice","257,00","14,00","56,00","99,00","81,00","6,00","1,00","Jihočeský kraj","ČESKÝ KRUMLOV","Český Krumlov"
"Bolkov","52,00","15,00","4,00","13,00","13,00","2,00","5,00","Plzeňský kraj","PŘEŠTICE","Plzeň-jih"
"Boňkov","48,00","8,00","6,00","17,00","11,00","2,00","4,00","Vysočina","HAVLÍČKŮV BROD","Havlíčkův Brod"
"Bor","4 095,00","412,00","692,00","1 436,00","1 365,00","94,00","96,00","Plzeňský kraj","TACHOV","Tachov"
"Bor u Skutče","177,00","30,00","29,00","54,00","53,00","6,00","5,00","Pardubický kraj","CHRUDIM","Chrudim"
"Borač","2","2","2","2","2","2","2","Vysočina","BYSTŘICE NAD  PERNŠT.","Žďár nad Sázavou"
"Bořanovice","577,00","93,00","87,00","189,00","169,00","21,00","18,00","Středočeský kraj","BRANDÝS N.L.-ST.BOLES","Praha-východ"
"Bordovice","558,00","74,00","75,00","194,00","181,00","16,00","18,00","Moravskoslezský kraj","FRENŠTÁT P. RADHOŠTĚM","Nový Jičín"
"Boreč","288,00","28,00","69,00","88,00","84,00","10,00","9,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Borek","2","2","2","2","2","2","2","Středočeský kraj","BRANDÝS N.L.-ST.BOLES","Mělník"
"Borek","238,00","25,00","37,00","85,00","79,00","5,00","7,00","Pardubický kraj","PARDUBICE","Pardubice"
"Borek","96,00","15,00","23,00","27,00","29,00","1,00","1,00","Královéhradecký kraj","HOŘICE","Jičín"
"Borek","135,00","33,00","19,00","39,00","36,00","5,00","3,00","Vysočina","CHOTĚBOŘ","Havlíčkův Brod"
"Borek","1 238,00","148,00","192,00","389,00","411,00","56,00","42,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Bořenovice","179,00","34,00","30,00","59,00","45,00","6,00","5,00","Zlínský kraj","HOLEŠOV","Kroměříž"
"Bořetice","1 321,00","183,00","211,00","438,00","421,00","31,00","37,00","Jihomoravský kraj","HUSTOPEČE","Břeclav"
"Bořetice","70,00","16,00","11,00","21,00","16,00","2,00","4,00","Vysočina","PELHŘIMOV","Pelhřimov"
"Bořetín","94,00","15,00","25,00","25,00","24,00","3,00","2,00","Jihočeský kraj","JINDŘICHŮV HRADEC","Jindřichův Hradec"
"Bořetín","102,00","23,00","15,00","32,00","29,00","1,00","2,00","Vysočina","PELHŘIMOV","Pelhřimov"
"Bořice","167,00","32,00","27,00","51,00","43,00","7,00","7,00","Pardubický kraj","CHRUDIM","Chrudim"
"Bořislav","345,00","53,00","43,00","122,00","104,00","10,00","13,00","Ústecký kraj","TEPLICE","Teplice"
"Bořitov","1 235,00","169,00","174,00","419,00","391,00","48,00","34,00","Jihomoravský kraj","BLANSKO","Blansko"
"Borkovany","762,00","130,00","118,00","265,00","209,00","21,00","19,00","Jihomoravský kraj","HUSTOPEČE","Břeclav"
"Borkovice","235,00","34,00","34,00","81,00","72,00","7,00","7,00","Jihočeský kraj","SOBĚSLAV","Tábor"
"Borohrádek","2 108,00","392,00","300,00","664,00","620,00","72,00","60,00","Královéhradecký kraj","KOSTELEC NAD ORLICÍ","Rychnov nad Kněžnou"
"Borotice","286,00","35,00","43,00","96,00","81,00","15,00","16,00","Středočeský kraj","DOBŘÍŠ","Příbram"
"Borotice","390,00","33,00","67,00","146,00","124,00","8,00","12,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Borotín","530,00","93,00","79,00","179,00","151,00","15,00","13,00","Jihočeský kraj","TÁBOR","Tábor"
"Borotín","431,00","62,00","76,00","135,00","123,00","19,00","16,00","Jihomoravský kraj","BOSKOVICE","Blansko"
"Borová","187,00","37,00","18,00","64,00","60,00","5,00","3,00","Královéhradecký kraj","NÁCHOD","Náchod"
"Borová","937,00","134,00","169,00","296,00","301,00","24,00","13,00","Pardubický kraj","POLIČKA","Svitavy"
"Borová Lada","278,00","32,00","34,00","107,00","95,00","5,00","5,00","Jihočeský kraj","VIMPERK","Prachatice"
"Borovany","219,00","43,00","27,00","73,00","65,00","8,00","3,00","Jihočeský kraj","MILEVSKO","Písek"
"Borovany","3 821,00","460,00","603,00","1 249,00","1 317,00","94,00","98,00","Jihočeský kraj","TRHOVÉ SVINY","České Budějovice"
"Borovná","85,00","21,00","13,00","27,00","20,00","3,00","1,00","Vysočina","TELČ","Jihlava"
"Borovnice","174,00","39,00","21,00","51,00","50,00","11,00","2,00","Vysočina","NOVÉ MĚSTO NA MORAVĚ","Žďár nad Sázavou"
"Borovnice","84,00","18,00","10,00","25,00","18,00","7,00","6,00","Středočeský kraj","VLAŠIM","Benešov"
"Borovnice","378,00","57,00","50,00","128,00","129,00","6,00","8,00","Královéhradecký kraj","KOSTELEC NAD ORLICÍ","Rychnov nad Kněžnou"
"Borovnice","450,00","64,00","68,00","151,00","143,00","10,00","14,00","Královéhradecký kraj","DVŮR KRÁLOVÉ N. LAB.","Trutnov"
"Borovnice","106,00","14,00","9,00","41,00","38,00","1,00","3,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Borovnička","200,00","29,00","34,00","62,00","57,00","12,00","6,00","Královéhradecký kraj","DVŮR KRÁLOVÉ N. LAB.","Trutnov"
"Borovník","2","2","2","2","2","2","2","Vysočina","VELKÉ MEZIŘÍČÍ","Žďár nad Sázavou"
"Borovno","94,00","22,00","10,00","31,00","22,00","7,00","2,00","Plzeňský kraj","BLOVICE","Plzeň-jih"
"Borovy","2","2","2","2","2","2","2","Plzeňský kraj","PŘEŠTICE","Klatovy"
"Boršice","2 264,00","354,00","321,00","750,00","712,00","75,00","52,00","Zlínský kraj","UHERSKÉ HRADIŠTĚ","Uherské Hradiště"
"Boršice u Blatnice","883,00","128,00","133,00","294,00","279,00","26,00","23,00","Zlínský kraj","UHERSKÉ HRADIŠTĚ","Uherské Hradiště"
"Boršov","127,00","22,00","25,00","39,00","32,00","7,00","2,00","Vysočina","JIHLAVA","Jihlava"
"Boršov nad Vltavou","1 389,00","154,00","249,00","478,00","450,00","33,00","25,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Borušov","160,00","22,00","27,00","58,00","51,00","1,00","1,00","Pardubický kraj","MORAVSKÁ TŘEBOVÁ","Svitavy"
"Bory","789,00","107,00","141,00","266,00","233,00","29,00","13,00","Vysočina","VELKÉ MEZIŘÍČÍ","Žďár nad Sázavou"
"Boseň","402,00","54,00","66,00","145,00","115,00","10,00","12,00","Středočeský kraj","MNICHOVO HRADIŠTĚ","Mladá Boleslav"
"Bošice","293,00","52,00","33,00","102,00","93,00","5,00","8,00","Jihočeský kraj","VIMPERK","Prachatice"
"Bošilec","209,00","36,00","35,00","63,00","66,00","2,00","7,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Bošín","85,00","9,00","17,00","28,00","29,00","1,00","1,00","Pardubický kraj","VYSOKÉ MÝTO","Ústí nad Orlicí"
"Boskovice","10 930,00","1 638,00","1 517,00","3 537,00","3 521,00","370,00","347,00","Jihomoravský kraj","BOSKOVICE","Blansko"
"Boskovštejn","151,00","28,00","27,00","46,00","42,00","5,00","3,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Bošovice","1 050,00","166,00","141,00","357,00","342,00","19,00","25,00","Jihomoravský kraj","SLAVKOV U BRNA","Vyškov"
"Boudy","182,00","31,00","16,00","69,00","56,00","5,00","5,00","Jihočeský kraj","PÍSEK","Písek"
"Bousín","123,00","27,00","17,00","41,00","36,00","1,00","1,00","Olomoucký kraj","PROSTĚJOV","Prostějov"
"Bousov","209,00","37,00","24,00","76,00","65,00","2,00","5,00","Pardubický kraj","CHRUDIM","Chrudim"
"Bouzov","1 490,00","247,00","203,00","524,00","438,00","47,00","31,00","Olomoucký kraj","LITOVEL","Olomouc"
"Božanov","361,00","38,00","69,00","128,00","113,00","6,00","7,00","Královéhradecký kraj","BROUMOV","Náchod"
"Božejov","669,00","94,00","86,00","251,00","201,00","19,00","18,00","Vysočina","PELHŘIMOV","Pelhřimov"
"Božetice","391,00","58,00","68,00","128,00","115,00","10,00","12,00","Jihočeský kraj","MILEVSKO","Písek"
"Boží Dar","175,00","20,00","31,00","59,00","53,00","5,00","7,00","Karlovarský kraj","OSTROV","Karlovy Vary"
"Božičany","615,00","60,00","116,00","208,00","194,00","20,00","17,00","Karlovarský kraj","KARLOVY VARY","Karlovy Vary"
"Božice","1 479,00","208,00","286,00","465,00","448,00","31,00","41,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Bozkov","577,00","89,00","91,00","188,00","169,00","19,00","21,00","Liberecký kraj","SEMILY","Semily"
"Brada-Rybníček","101,00","9,00","18,00","35,00","36,00","2,00","1,00","Královéhradecký kraj","JIČÍN","Jičín"
"Bradáčov","69,00","23,00","6,00","13,00","17,00","6,00","4,00","Jihočeský kraj","TÁBOR","Tábor"
"Bradlec","806,00","55,00","152,00","302,00","265,00","16,00","16,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Bradlecká Lhota","212,00","38,00","20,00","71,00","69,00","8,00","6,00","Liberecký kraj","SEMILY","Semily"
"Brambory","109,00","16,00","16,00","37,00","29,00","6,00","5,00","Středočeský kraj","ČÁSLAV","Kutná Hora"
"Braňany","1 193,00","147,00","218,00","424,00","348,00","29,00","27,00","Ústecký kraj","MOST","Most"
"Brandov","233,00","21,00","24,00","78,00","86,00","9,00","15,00","Ústecký kraj","LITVÍNOV","Most"
"Brandýs nad Labem-Stará Boleslav","15 850,00","2 200,00","2 163,00","5 206,00","5 246,00","541,00","494,00","Středočeský kraj","BRANDÝS N.L.-ST.BOLES","Praha-východ"
"Brandýs nad Orlicí","1 434,00","239,00","197,00","484,00","434,00","47,00","33,00","Pardubický kraj","ÚSTÍ NAD ORLICÍ","Ústí nad Orlicí"
"Brandýsek","1 714,00","246,00","258,00","574,00","531,00","53,00","52,00","Středočeský kraj","KLADNO","Kladno"
"Branice","308,00","54,00","49,00","92,00","85,00","18,00","10,00","Jihočeský kraj","MILEVSKO","Písek"
"Braníškov","176,00","30,00","19,00","56,00","60,00","4,00","7,00","Jihomoravský kraj","TIŠNOV","Brno-venkov"
"Branišov","206,00","21,00","32,00","69,00","75,00","4,00","5,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Branka u Opavy","1 074,00","119,00","184,00","365,00","353,00","26,00","27,00","Moravskoslezský kraj","OPAVA","Opava"
"Brankovice","881,00","96,00","135,00","293,00","304,00","28,00","25,00","Jihomoravský kraj","BUČOVICE","Vyškov"
"Branky","892,00","110,00","171,00","280,00","277,00","31,00","23,00","Zlínský kraj","VALAŠSKÉ MEZIŘÍČÍ","Vsetín"
"Branná","312,00","34,00","48,00","122,00","90,00","11,00","7,00","Olomoucký kraj","ŠUMPERK","Šumperk"
"Branov","203,00","34,00","23,00","62,00","65,00","9,00","10,00","Středočeský kraj","RAKOVNÍK","Rakovník"
"Bransouze","256,00","43,00","44,00","84,00","69,00","7,00","9,00","Vysočina","TŘEBÍČ","Třebíč"
"Brantice","1 260,00","137,00","204,00","437,00","421,00","30,00","31,00","Moravskoslezský kraj","KRNOV","Bruntál"
"Branžež","212,00","38,00","37,00","66,00","59,00","7,00","5,00","Středočeský kraj","MNICHOVO HRADIŠTĚ","Mladá Boleslav"
"Braškov","973,00","134,00","148,00","306,00","315,00","42,00","28,00","Středočeský kraj","KLADNO","Kladno"
"Břasy","2 088,00","356,00","257,00","701,00","625,00","69,00","80,00","Plzeňský kraj","ROKYCANY","Rokycany"
"Bratčice","633,00","111,00","94,00","216,00","176,00","22,00","14,00","Jihomoravský kraj","ŽIDLOCHOVICE","Brno-venkov"
"Bratčice","360,00","83,00","39,00","115,00","98,00","12,00","13,00","Středočeský kraj","ČÁSLAV","Kutná Hora"
"Bratkovice","280,00","39,00","40,00","93,00","82,00","13,00","13,00","Středočeský kraj","PŘÍBRAM","Příbram"
"Bratřejov","754,00","93,00","135,00","258,00","229,00","21,00","18,00","Zlínský kraj","VIZOVICE","Zlín"
"Bratřice","171,00","47,00","15,00","49,00","56,00","2,00","2,00","Vysočina","PACOV","Pelhřimov"
"Bratříkovice","163,00","25,00","29,00","54,00","44,00","5,00","6,00","Moravskoslezský kraj","OPAVA","Opava"
"Bratřínov","129,00","19,00","18,00","42,00","42,00","4,00","4,00","Středočeský kraj","ČERNOŠICE","Praha-západ"
"Bratronice","800,00","123,00","116,00","263,00","246,00","27,00","25,00","Středočeský kraj","KLADNO","Kladno"
"Bratronice","53,00","11,00","6,00","20,00","13,00","1,00","2,00","Jihočeský kraj","BLATNÁ","Strakonice"
"Bratrušov","582,00","76,00","93,00","208,00","170,00","20,00","15,00","Olomoucký kraj","ŠUMPERK","Šumperk"
"Bravantice","797,00","67,00","129,00","310,00","250,00","20,00","21,00","Moravskoslezský kraj","BÍLOVEC","Nový Jičín"
"Brázdim","616,00","71,00","92,00","217,00","206,00","14,00","16,00","Středočeský kraj","BRANDÝS N.L.-ST.BOLES","Praha-východ"
"Brdy","37,00","2,00","4,00","20,00","9,00","0,00","2,00","Středočeský kraj","PŘÍBRAM","Příbram"
"Břeclav","25 603,00","3 478,00","3 499,00","8 475,00","8 635,00","846,00","670,00","Jihomoravský kraj","BŘECLAV","Břeclav"
"Břehov","111,00","14,00","13,00","41,00","35,00","2,00","6,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Břehy","963,00","133,00","128,00","329,00","318,00","30,00","25,00","Pardubický kraj","PŘELOUČ","Pardubice"
"Břest","934,00","127,00","126,00","318,00","300,00","27,00","36,00","Zlínský kraj","KROMĚŘÍŽ","Kroměříž"
"Břestek","763,00","122,00","113,00","262,00","218,00","29,00","19,00","Zlínský kraj","UHERSKÉ HRADIŠTĚ","Uherské Hradiště"
"Břevnice","110,00","12,00","14,00","36,00","39,00","4,00","5,00","Vysočina","HAVLÍČKŮV BROD","Havlíčkův Brod"
"Břežany","123,00","16,00","22,00","41,00","34,00","4,00","6,00","Středočeský kraj","RAKOVNÍK","Rakovník"
"Břežany","169,00","26,00","22,00","59,00","51,00","5,00","6,00","Plzeňský kraj","HORAŽĎOVICE","Klatovy"
"Břežany","933,00","93,00","152,00","316,00","329,00","25,00","18,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Břežany I","304,00","37,00","47,00","103,00","96,00","9,00","12,00","Středočeský kraj","KOLÍN","Kolín"
"Břežany II","529,00","64,00","73,00","194,00","168,00","14,00","16,00","Středočeský kraj","ČESKÝ BROD","Kolín"
"Březejc","138,00","15,00","26,00","48,00","44,00","2,00","3,00","Vysočina","VELKÉ MEZIŘÍČÍ","Žďár nad Sázavou"
"Březí","175,00","32,00","25,00","46,00","55,00","8,00","9,00","Vysočina","VELKÉ MEZIŘÍČÍ","Žďár nad Sázavou"
"Březí","1 557,00","153,00","219,00","565,00","544,00","36,00","40,00","Jihomoravský kraj","MIKULOV","Břeclav"
"Březí","335,00","34,00","64,00","103,00","112,00","14,00","8,00","Středočeský kraj","ŘÍČANY","Praha-východ"
"Březí","73,00","16,00","11,00","21,00","17,00","3,00","5,00","Jihočeský kraj","BLATNÁ","Strakonice"
"Březí nad Oslavou","226,00","33,00","48,00","72,00","58,00","9,00","6,00","Vysočina","ŽĎÁR NAD SÁZAVOU","Žďár nad Sázavou"
"Březina","315,00","66,00","45,00","89,00","91,00","16,00","8,00","Plzeňský kraj","ROKYCANY","Rokycany"
"Březina","388,00","48,00","63,00","133,00","119,00","15,00","10,00","Středočeský kraj","MNICHOVO HRADIŠTĚ","Mladá Boleslav"
"Březina","140,00","40,00","12,00","38,00","39,00","6,00","5,00","Jihočeský kraj","JINDŘICHŮV HRADEC","Jindřichův Hradec"
"Březina","5,00","2,00","0,00","2,00","0,00","0,00","1,00","Jihomoravský kraj","VYŠKOV","Vyškov"
"Březina","62,00","8,00","10,00","22,00","19,00","2,00","1,00","Královéhradecký kraj","JIČÍN","Jičín"
"Březina","2","2","2","2","2","2","2","Jihomoravský kraj","ŠLAPANICE","Blansko"
"Březina","360,00","71,00","41,00","122,00","104,00","11,00","11,00","Pardubický kraj","MORAVSKÁ TŘEBOVÁ","Svitavy"
"Březina (dříve okr.Tišnov)","242,00","35,00","42,00","74,00","78,00","6,00","7,00","Jihomoravský kraj","TIŠNOV","Brno-venkov"
"Březinky","150,00","29,00","24,00","48,00","44,00","1,00","4,00","Pardubický kraj","MORAVSKÁ TŘEBOVÁ","Svitavy"
