"obce","Počet obyvatel","Počet obyvatel nad 65 let","Počet obyvatel ve věku 0 až 14 let","Počet obyvatel ve věku 15-59 muži","Počet obyvatel ve věku 15-59 ženy","Počet obyvatel ve věku 60-64 let ženy","Počet obyvatel ve věku 60-64 muži","kraj","orp","okres"
"Březová","543,00","69,00","78,00","174,00","182,00","22,00","18,00","Karlovarský kraj","KARLOVY VARY","Karlovy Vary"
"Březová","2 764,00","448,00","390,00","928,00","838,00","81,00","79,00","Karlovarský kraj","SOKOLOV","Sokolov"
"Březová nad Svitavou","1 710,00","167,00","326,00","566,00","557,00","48,00","46,00","Pardubický kraj","SVITAVY","Svitavy"
"Březová-Oleško","623,00","72,00","102,00","193,00","200,00","25,00","31,00","Středočeský kraj","ČERNOŠICE","Praha-západ"
"Březovice","325,00","29,00","52,00","116,00","105,00","11,00","12,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Březské","230,00","34,00","42,00","76,00","66,00","8,00","4,00","Vysočina","VELKÉ MEZIŘÍČÍ","Žďár nad Sázavou"
"Březsko","236,00","33,00","31,00","84,00","70,00","10,00","8,00","Olomoucký kraj","KONICE","Prostějov"
"Březůvky","662,00","94,00","105,00","231,00","192,00","27,00","13,00","Zlínský kraj","ZLÍN","Zlín"
"Břidličná","3 587,00","427,00","489,00","1 268,00","1 181,00","121,00","101,00","Moravskoslezský kraj","RÝMAŘOV","Bruntál"
"Bříšťany","211,00","32,00","18,00","76,00","73,00","8,00","4,00","Královéhradecký kraj","HOŘICE","Jičín"
"Bříství","320,00","47,00","56,00","95,00","101,00","6,00","15,00","Středočeský kraj","ČESKÝ BROD","Nymburk"
"Bříza","402,00","41,00","79,00","144,00","125,00","7,00","6,00","Ústecký kraj","ROUDNICE NAD LABEM","Litoměřice"
"Brloh","1 027,00","146,00","146,00","366,00","317,00","22,00","30,00","Jihočeský kraj","ČESKÝ KRUMLOV","Český Krumlov"
"Brloh","236,00","46,00","31,00","71,00","74,00","6,00","8,00","Pardubický kraj","PŘELOUČ","Pardubice"
"Brňany","431,00","49,00","65,00","148,00","139,00","12,00","18,00","Ústecký kraj","LITOMĚŘICE","Litoměřice"
"Brněnec","1 375,00","218,00","184,00","418,00","446,00","56,00","53,00","Pardubický kraj","SVITAVY","Svitavy"
"Brníčko","620,00","95,00","95,00","209,00","185,00","15,00","21,00","Olomoucký kraj","ZÁBŘEH","Šumperk"
"Brnířov","338,00","45,00","50,00","112,00","104,00","13,00","14,00","Plzeňský kraj","DOMAŽLICE","Domažlice"
"Brniště","1 344,00","147,00","203,00","477,00","441,00","33,00","43,00","Liberecký kraj","ČESKÁ LÍPA","Česká Lípa"
"Brno","366 680,00","60 616,00","47 428,00","115 088,00","118 035,00","13 836,00","11 677,00","Jihomoravský kraj","BRNO","Brno-město"
"Brod nad Dyjí","493,00","76,00","81,00","159,00","144,00","20,00","13,00","Jihomoravský kraj","MIKULOV","Břeclav"
"Brod nad Tichou","232,00","21,00","37,00","85,00","77,00","5,00","7,00","Plzeňský kraj","TACHOV","Tachov"
"Brodce","932,00","134,00","146,00","313,00","286,00","27,00","26,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Brodec","74,00","14,00","1,00","28,00","26,00","3,00","2,00","Ústecký kraj","LOUNY","Louny"
"Brodek u Konice","948,00","158,00","141,00","294,00","291,00","33,00","31,00","Olomoucký kraj","KONICE","Prostějov"
"Brodek u Přerova","2 044,00","319,00","326,00","630,00","658,00","62,00","49,00","Olomoucký kraj","PŘEROV","Přerov"
"Brodek u Prostějova","1 477,00","180,00","250,00","499,00","475,00","38,00","35,00","Olomoucký kraj","PROSTĚJOV","Prostějov"
"Brodeslavy","80,00","13,00","10,00","26,00","25,00","4,00","2,00","Plzeňský kraj","KRALOVICE","Plzeň-sever"
"Broumov","8 085,00","1 030,00","1 339,00","2 542,00","2 663,00","275,00","236,00","Královéhradecký kraj","BROUMOV","Náchod"
"Broumov","131,00","19,00","26,00","41,00","41,00","2,00","2,00","Plzeňský kraj","TACHOV","Tachov"
"Broumy","810,00","122,00","112,00","272,00","253,00","25,00","26,00","Středočeský kraj","BEROUN","Beroun"
"Brozany nad Ohří","944,00","143,00","177,00","235,00","314,00","36,00","39,00","Ústecký kraj","LITOMĚŘICE","Litoměřice"
"Brtnice","3 702,00","498,00","585,00","1 272,00","1 152,00","109,00","86,00","Vysočina","JIHLAVA","Jihlava"
"Brtnička","2","2","2","2","2","2","2","Vysočina","JIHLAVA","Jihlava"
"Brťov-Jeneč","337,00","64,00","44,00","109,00","102,00","9,00","9,00","Jihomoravský kraj","BLANSKO","Blansko"
"Brumov","2","2","2","2","2","2","2","Jihomoravský kraj","TIŠNOV","Blansko"
"Brumov-Bylnice","5 974,00","807,00","921,00","2 050,00","1 864,00","180,00","152,00","Zlínský kraj","VALAŠSKÉ KLOBOUKY","Zlín"
"Brumovice","948,00","152,00","141,00","288,00","314,00","28,00","25,00","Jihomoravský kraj","HUSTOPEČE","Břeclav"
"Brumovice","1 439,00","162,00","203,00","516,00","482,00","34,00","42,00","Moravskoslezský kraj","OPAVA","Opava"
"Bruntál","17 528,00","1 871,00","2 802,00","5 889,00","6 079,00","466,00","421,00","Moravskoslezský kraj","BRUNTÁL","Bruntál"
"Brusné","366,00","66,00","53,00","129,00","94,00","13,00","11,00","Zlínský kraj","BYSTŘICE POD HOSTÝNEM","Kroměříž"
"Brušperk","3 685,00","557,00","526,00","1 183,00","1 177,00","122,00","120,00","Moravskoslezský kraj","FRÝDEK-MÍSTEK","Frýdek-Místek"
"Bruzovice","740,00","107,00","114,00","238,00","241,00","18,00","22,00","Moravskoslezský kraj","FRÝDEK-MÍSTEK","Frýdek-Místek"
"Břvany","334,00","27,00","53,00","113,00","118,00","13,00","10,00","Ústecký kraj","LOUNY","Louny"
"Brzánky","82,00","16,00","15,00","23,00","19,00","4,00","5,00","Ústecký kraj","ROUDNICE NAD LABEM","Litoměřice"
"Brzice","201,00","45,00","20,00","68,00","58,00","6,00","4,00","Královéhradecký kraj","NÁCHOD","Náchod"
"Brzkov","252,00","34,00","54,00","83,00","72,00","5,00","4,00","Vysočina","JIHLAVA","Jihlava"
"Bublava","300,00","58,00","38,00","99,00","90,00","9,00","6,00","Karlovarský kraj","KRASLICE","Sokolov"
"Bubovice","234,00","24,00","27,00","81,00","86,00","8,00","8,00","Středočeský kraj","BEROUN","Beroun"
"Buchlovice","2 447,00","504,00","329,00","748,00","691,00","84,00","91,00","Zlínský kraj","UHERSKÉ HRADIŠTĚ","Uherské Hradiště"
"Bučí","144,00","22,00","25,00","48,00","41,00","4,00","4,00","Plzeňský kraj","NÝŘANY","Plzeň-sever"
"Bučina","205,00","32,00","40,00","55,00","59,00","8,00","11,00","Pardubický kraj","VYSOKÉ MÝTO","Ústí nad Orlicí"
"Bučovice","6 432,00","914,00","1 016,00","2 109,00","1 973,00","229,00","191,00","Jihomoravský kraj","BUČOVICE","Vyškov"
"Budčeves","171,00","37,00","22,00","49,00","51,00","7,00","5,00","Královéhradecký kraj","JIČÍN","Jičín"
"Budeč","173,00","18,00","40,00","55,00","48,00","8,00","4,00","Vysočina","ŽĎÁR NAD SÁZAVOU","Žďár nad Sázavou"
"Budeč","237,00","37,00","44,00","74,00","71,00","6,00","5,00","Jihočeský kraj","DAČICE","Jindřichův Hradec"
"Budětice","300,00","56,00","32,00","104,00","86,00","9,00","13,00","Plzeňský kraj","SUŠICE","Klatovy"
"Budětsko","427,00","62,00","41,00","149,00","145,00","14,00","16,00","Olomoucký kraj","KONICE","Prostějov"
"Budíkov","261,00","39,00","34,00","93,00","79,00","6,00","10,00","Vysočina","HUMPOLEC","Pelhřimov"
"Budiměřice","599,00","89,00","98,00","193,00","180,00","23,00","16,00","Středočeský kraj","NYMBURK","Nymburk"
"Budíškovice","782,00","150,00","124,00","251,00","216,00","17,00","24,00","Jihočeský kraj","DAČICE","Jindřichův Hradec"
"Budislav","402,00","94,00","52,00","123,00","114,00","11,00","8,00","Jihočeský kraj","SOBĚSLAV","Tábor"
"Budislav","430,00","67,00","71,00","148,00","114,00","13,00","17,00","Pardubický kraj","LITOMYŠL","Svitavy"
"Budišov","1 187,00","171,00","194,00","387,00","358,00","43,00","34,00","Vysočina","TŘEBÍČ","Třebíč"
"Budišov nad Budišovkou","3 135,00","403,00","507,00","1 039,00","997,00","104,00","85,00","Moravskoslezský kraj","VÍTKOV","Opava"
"Budišovice","560,00","75,00","97,00","205,00","172,00","6,00","5,00","Moravskoslezský kraj","OPAVA","Opava"
"Budkov","87,00","13,00","6,00","31,00","25,00","6,00","6,00","Jihočeský kraj","PRACHATICE","Prachatice"
"Budkov","365,00","55,00","65,00","118,00","111,00","7,00","9,00","Vysočina","MORAVSKÉ BUDĚJOVICE","Třebíč"
"Budyně","43,00","8,00","5,00","16,00","12,00","0,00","2,00","Jihočeský kraj","VODŇANY","Strakonice"
"Budyně nad Ohří","2 009,00","312,00","331,00","633,00","599,00","73,00","61,00","Ústecký kraj","ROUDNICE NAD LABEM","Litoměřice"
"Bujanov","574,00","58,00","117,00","181,00","177,00","23,00","18,00","Jihočeský kraj","KAPLICE","Český Krumlov"
"Bujesily","57,00","11,00","7,00","13,00","17,00","5,00","4,00","Plzeňský kraj","ROKYCANY","Rokycany"
"Buk","272,00","35,00","44,00","90,00","86,00","7,00","10,00","Jihočeský kraj","VIMPERK","Prachatice"
"Buk","364,00","53,00","64,00","121,00","101,00","14,00","11,00","Olomoucký kraj","PŘEROV","Přerov"
"Bukov","191,00","36,00","36,00","57,00","51,00","8,00","3,00","Vysočina","BYSTŘICE NAD  PERNŠT.","Žďár nad Sázavou"
"Buková","335,00","65,00","45,00","103,00","99,00","13,00","10,00","Olomoucký kraj","PROSTĚJOV","Prostějov"
"Buková","207,00","39,00","25,00","73,00","53,00","9,00","8,00","Plzeňský kraj","PŘEŠTICE","Plzeň-jih"
"Buková u Příbramě","221,00","48,00","41,00","69,00","49,00","7,00","7,00","Středočeský kraj","PŘÍBRAM","Příbram"
"Bukovany","72,00","13,00","7,00","25,00","18,00","5,00","4,00","Středočeský kraj","PŘÍBRAM","Příbram"
"Bukovany","653,00","82,00","108,00","224,00","200,00","16,00","23,00","Středočeský kraj","BENEŠOV","Benešov"
"Bukovany","769,00","125,00","130,00","235,00","235,00","25,00","19,00","Jihomoravský kraj","KYJOV","Hodonín"
"Bukovany","523,00","59,00","94,00","183,00","155,00","19,00","13,00","Olomoucký kraj","OLOMOUC","Olomouc"
"Bukovany","1 760,00","165,00","325,00","573,00","578,00","56,00","63,00","Karlovarský kraj","SOKOLOV","Sokolov"
"Bukovec","76,00","14,00","6,00","23,00","21,00","5,00","7,00","Plzeňský kraj","STOD","Domažlice"
"Bukovec","1 378,00","162,00","269,00","467,00","433,00","30,00","17,00","Moravskoslezský kraj","JABLUNKOV","Frýdek-Místek"
"Bukovice","380,00","66,00","54,00","130,00","114,00","9,00","7,00","Královéhradecký kraj","NÁCHOD","Náchod"
"Bukovice","2","2","2","2","2","2","2","Jihomoravský kraj","TIŠNOV","Blansko"
"Bukovina","333,00","45,00","52,00","112,00","103,00","10,00","11,00","Jihomoravský kraj","BLANSKO","Blansko"
"Bukovina nad Labem","203,00","26,00","36,00","73,00","61,00","5,00","2,00","Pardubický kraj","PARDUBICE","Pardubice"
"Bukovina u Čisté","186,00","23,00","34,00","62,00","57,00","5,00","5,00","Liberecký kraj","JILEMNICE","Semily"
"Bukovina u Přelouče","73,00","12,00","10,00","22,00","23,00","4,00","2,00","Pardubický kraj","PŘELOUČ","Pardubice"
"Bukovinka","362,00","71,00","49,00","119,00","104,00","12,00","7,00","Jihomoravský kraj","BLANSKO","Blansko"
"Bukovka","398,00","66,00","55,00","132,00","130,00","9,00","6,00","Pardubický kraj","PARDUBICE","Pardubice"
"Bukovník","67,00","13,00","6,00","25,00","18,00","2,00","3,00","Plzeňský kraj","SUŠICE","Klatovy"
"Bukovno","613,00","72,00","97,00","215,00","192,00","14,00","23,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Bukvice","134,00","24,00","16,00","47,00","39,00","5,00","3,00","Královéhradecký kraj","JIČÍN","Jičín"
"Bulhary","788,00","92,00","120,00","276,00","262,00","21,00","17,00","Jihomoravský kraj","BŘECLAV","Břeclav"
"Bulovka","849,00","80,00","150,00","307,00","274,00","20,00","18,00","Liberecký kraj","FRÝDLANT","Liberec"
"Buřenice","218,00","57,00","25,00","68,00","52,00","8,00","8,00","Vysočina","PACOV","Pelhřimov"
"Buš","260,00","27,00","36,00","101,00","83,00","5,00","8,00","Středočeský kraj","ČERNOŠICE","Praha-západ"
"Bušanovice","242,00","38,00","35,00","80,00","75,00","9,00","5,00","Jihočeský kraj","PRACHATICE","Prachatice"
"Bušín","436,00","67,00","65,00","140,00","132,00","17,00","15,00","Olomoucký kraj","ŠUMPERK","Šumperk"
"Bušovice","520,00","100,00","67,00","166,00","152,00","15,00","20,00","Plzeňský kraj","ROKYCANY","Rokycany"
"Buštěhrad","2 441,00","372,00","356,00","777,00","782,00","84,00","70,00","Středočeský kraj","KLADNO","Kladno"
"Butoves","186,00","27,00","38,00","53,00","54,00","6,00","8,00","Královéhradecký kraj","JIČÍN","Jičín"
"Buzice","136,00","21,00","21,00","53,00","33,00","4,00","4,00","Jihočeský kraj","BLATNÁ","Strakonice"
"Býchory","524,00","69,00","66,00","200,00","163,00","16,00","10,00","Středočeský kraj","KOLÍN","Kolín"
"Býčkovice","273,00","35,00","46,00","94,00","83,00","7,00","8,00","Ústecký kraj","LITOMĚŘICE","Litoměřice"
"Býkev","377,00","33,00","69,00","130,00","120,00","11,00","14,00","Středočeský kraj","MĚLNÍK","Mělník"
"Bykoš","192,00","36,00","31,00","60,00","52,00","11,00","2,00","Středočeský kraj","BEROUN","Beroun"
"Býkov-Láryšov","150,00","23,00","26,00","42,00","50,00","5,00","4,00","Moravskoslezský kraj","KRNOV","Bruntál"
"Býkovice","182,00","35,00","22,00","59,00","56,00","4,00","6,00","Jihomoravský kraj","BLANSKO","Blansko"
"Bylany","343,00","36,00","77,00","108,00","108,00","9,00","5,00","Pardubický kraj","CHRUDIM","Chrudim"
"Bynovec","263,00","21,00","51,00","85,00","86,00","12,00","8,00","Ústecký kraj","DĚČÍN","Děčín"
"Byšice","1 206,00","157,00","201,00","390,00","373,00","48,00","37,00","Středočeský kraj","MĚLNÍK","Mělník"
"Býškovice","380,00","47,00","63,00","126,00","128,00","9,00","7,00","Olomoucký kraj","HRANICE","Přerov"
"Býšovec","130,00","26,00","19,00","34,00","36,00","6,00","9,00","Vysočina","BYSTŘICE NAD  PERNŠT.","Žďár nad Sázavou"
"Býšť","1 342,00","148,00","266,00","436,00","436,00","33,00","23,00","Pardubický kraj","HOLICE","Pardubice"
"Bystrá","82,00","19,00","11,00","22,00","28,00","0,00","2,00","Vysočina","HUMPOLEC","Pelhřimov"
"Bystrá nad Jizerou","117,00","29,00","17,00","30,00","33,00","5,00","3,00","Liberecký kraj","SEMILY","Semily"
"Bystřany","1 847,00","322,00","233,00","595,00","591,00","44,00","62,00","Ústecký kraj","TEPLICE","Teplice"
"Bystré","1 680,00","213,00","284,00","579,00","528,00","30,00","46,00","Pardubický kraj","POLIČKA","Svitavy"
"Bystré","246,00","39,00","43,00","75,00","62,00","12,00","15,00","Královéhradecký kraj","DOBRUŠKA","Rychnov nad Kněžnou"
"Bystřec","1 094,00","150,00","207,00","349,00","341,00","23,00","24,00","Pardubický kraj","ŽAMBERK","Ústí nad Orlicí"
"Bystřice","4 087,00","576,00","654,00","1 370,00","1 278,00","100,00","109,00","Středočeský kraj","BENEŠOV","Benešov"
"Bystřice","5 151,00","810,00","847,00","1 652,00","1 630,00","109,00","103,00","Moravskoslezský kraj","TŘINEC","Frýdek-Místek"
"Bystřice","315,00","34,00","45,00","102,00","116,00","9,00","9,00","Královéhradecký kraj","JIČÍN","Jičín"
"Bystřice nad Pernštejnem","8 793,00","1 111,00","1 283,00","3 008,00","2 827,00","302,00","262,00","Vysočina","BYSTŘICE NAD  PERNŠT.","Žďár nad Sázavou"
"Bystřice pod Hostýnem","8 746,00","1 293,00","1 220,00","2 844,00","2 873,00","275,00","241,00","Zlínský kraj","BYSTŘICE POD HOSTÝNEM","Kroměříž"
"Bystřice pod Lopeníkem","810,00","147,00","96,00","288,00","247,00","16,00","16,00","Zlínský kraj","UHERSKÝ BROD","Uherské Hradiště"
"Bystřička","945,00","137,00","155,00","300,00","297,00","31,00","25,00","Zlínský kraj","VSETÍN","Vsetín"
"Bystročice","616,00","93,00","83,00","197,00","211,00","17,00","15,00","Olomoucký kraj","OLOMOUC","Olomouc"
"Bystrovany","846,00","66,00","154,00","290,00","288,00","27,00","21,00","Olomoucký kraj","OLOMOUC","Olomouc"
"Byzhradec","194,00","34,00","22,00","71,00","58,00","5,00","4,00","Královéhradecký kraj","RYCHNOV NAD KNĚŽNOU","Rychnov nad Kněžnou"
"Bžany","759,00","113,00","103,00","249,00","243,00","30,00","21,00","Ústecký kraj","TEPLICE","Teplice"
"Bzenec","4 316,00","572,00","680,00","1 413,00","1 403,00","135,00","113,00","Jihomoravský kraj","KYJOV","Hodonín"
"Bzová","428,00","73,00","62,00","138,00","122,00","14,00","19,00","Středočeský kraj","HOŘOVICE","Beroun"
"Čachotín","180,00","23,00","27,00","68,00","54,00","5,00","3,00","Vysočina","CHOTĚBOŘ","Havlíčkův Brod"
"Čachovice","805,00","100,00","112,00","284,00","246,00","33,00","30,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Čachrov","545,00","92,00","82,00","172,00","167,00","17,00","15,00","Plzeňský kraj","KLATOVY","Klatovy"
"Čakov","222,00","41,00","38,00","79,00","56,00","5,00","3,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Čakov","114,00","21,00","13,00","40,00","36,00","1,00","3,00","Středočeský kraj","BENEŠOV","Benešov"
"Čaková","303,00","50,00","44,00","101,00","92,00","9,00","7,00","Moravskoslezský kraj","KRNOV","Bruntál"
"Čakovičky","2","2","2","2","2","2","2","Středočeský kraj","NERATOVICE","Mělník"
"Čankovice","323,00","51,00","43,00","113,00","97,00","8,00","11,00","Pardubický kraj","CHRUDIM","Chrudim"
"Čáslav","10 074,00","1 641,00","1 358,00","3 359,00","3 183,00","306,00","227,00","Středočeský kraj","ČÁSLAV","Kutná Hora"
"Čáslavice","541,00","106,00","68,00","174,00","167,00","14,00","12,00","Vysočina","TŘEBÍČ","Třebíč"
"Čáslavsko","110,00","48,00","3,00","27,00","18,00","7,00","7,00","Vysočina","PACOV","Pelhřimov"
"Částkov","326,00","45,00","49,00","117,00","98,00","9,00","8,00","Plzeňský kraj","TACHOV","Tachov"
"Částkov","387,00","51,00","42,00","152,00","120,00","14,00","8,00","Zlínský kraj","UHERSKÉ HRADIŠTĚ","Uherské Hradiště"
"Častohostice","195,00","37,00","31,00","60,00","57,00","5,00","5,00","Vysočina","MORAVSKÉ BUDĚJOVICE","Třebíč"
"Častolovice","1 656,00","208,00","280,00","563,00","519,00","44,00","42,00","Královéhradecký kraj","KOSTELEC NAD ORLICÍ","Rychnov nad Kněžnou"
"Častrov","532,00","103,00","76,00","173,00","144,00","19,00","17,00","Vysočina","PELHŘIMOV","Pelhřimov"
"Časy","226,00","25,00","41,00","86,00","61,00","7,00","6,00","Pardubický kraj","PARDUBICE","Pardubice"
"Čavisov","2","2","2","2","2","2","2","Moravskoslezský kraj","OSTRAVA","Opava"
"Čebín","1 671,00","225,00","265,00","559,00","513,00","55,00","54,00","Jihomoravský kraj","KUŘIM","Brno-venkov"
"Cebiv","278,00","26,00","64,00","89,00","81,00","7,00","11,00","Plzeňský kraj","STŘÍBRO","Tachov"
"Čečelice","596,00","90,00","98,00","190,00","178,00","17,00","23,00","Středočeský kraj","MĚLNÍK","Mělník"
"Čečelovice","165,00","39,00","12,00","58,00","50,00","4,00","2,00","Jihočeský kraj","BLATNÁ","Strakonice"
"Čechočovice","288,00","51,00","52,00","83,00","82,00","10,00","10,00","Vysočina","TŘEBÍČ","Třebíč"
"Čechtice","1 426,00","233,00","231,00","435,00","436,00","47,00","44,00","Středočeský kraj","VLAŠIM","Benešov"
"Čechtín","302,00","35,00","44,00","105,00","95,00","10,00","13,00","Vysočina","TŘEBÍČ","Třebíč"
"Čechy","336,00","68,00","42,00","108,00","100,00","7,00","11,00","Olomoucký kraj","PŘEROV","Přerov"
"Čechy pod Kosířem","1 010,00","161,00","160,00","327,00","301,00","33,00","28,00","Olomoucký kraj","PROSTĚJOV","Prostějov"
"Čečkovice","89,00","22,00","13,00","25,00","28,00","0,00","1,00","Vysočina","CHOTĚBOŘ","Havlíčkův Brod"
"Čečovice","72,00","10,00","13,00","18,00","26,00","3,00","2,00","Plzeňský kraj","STOD","Domažlice"
"Cehnice","471,00","69,00","70,00","159,00","140,00","17,00","16,00","Jihočeský kraj","STRAKONICE","Strakonice"
"Čehovice","511,00","91,00","76,00","158,00","151,00","18,00","17,00","Olomoucký kraj","PROSTĚJOV","Prostějov"
"Čejč","1 245,00","178,00","174,00","435,00","391,00","37,00","30,00","Jihomoravský kraj","HODONÍN","Hodonín"
"Čejetice","875,00","106,00","139,00","311,00","275,00","20,00","24,00","Jihočeský kraj","STRAKONICE","Strakonice"
"Čejkovice","35,00","9,00","2,00","12,00","10,00","2,00","0,00","Středočeský kraj","ČÁSLAV","Kutná Hora"
"Čejkovice","305,00","26,00","51,00","102,00","104,00","7,00","15,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Čejkovice","2 496,00","352,00","372,00","861,00","774,00","75,00","62,00","Jihomoravský kraj","HODONÍN","Hodonín"
"Cejle","408,00","51,00","51,00","150,00","127,00","14,00","15,00","Vysočina","JIHLAVA","Jihlava"
"Čejov","426,00","65,00","76,00","135,00","130,00","13,00","7,00","Vysočina","HUMPOLEC","Pelhřimov"
"Cekov","116,00","20,00","20,00","39,00","30,00","5,00","2,00","Plzeňský kraj","ROKYCANY","Rokycany"
"Čeladná","2 231,00","389,00","307,00","713,00","668,00","84,00","70,00","Moravskoslezský kraj","FRÝDLANT N. OSTRAVICÍ","Frýdek-Místek"
"Čelákovice","10 715,00","1 472,00","1 539,00","3 548,00","3 421,00","390,00","345,00","Středočeský kraj","BRANDÝS N.L.-ST.BOLES","Praha-východ"
"Čelčice","553,00","68,00","89,00","182,00","188,00","12,00","14,00","Olomoucký kraj","PROSTĚJOV","Prostějov"
"Čelechovice","107,00","12,00","17,00","38,00","33,00","3,00","4,00","Olomoucký kraj","PŘEROV","Přerov"
"Čelechovice na Hané","1 227,00","200,00","203,00","389,00","358,00","43,00","34,00","Olomoucký kraj","PROSTĚJOV","Prostějov"
"Čelistná","105,00","21,00","17,00","31,00","33,00","1,00","2,00","Vysočina","PELHŘIMOV","Pelhřimov"
"Čeložnice","391,00","61,00","63,00","124,00","112,00","15,00","16,00","Jihomoravský kraj","KYJOV","Hodonín"
"Čeminy","247,00","50,00","28,00","84,00","65,00","11,00","9,00","Plzeňský kraj","NÝŘANY","Plzeň-sever"
"Čenkov","331,00","55,00","40,00","109,00","99,00","15,00","13,00","Středočeský kraj","PŘÍBRAM","Příbram"
"Čenkov u Bechyně","2","2","2","2","2","2","2","Jihočeský kraj","TÝN NAD VLTAVOU","České Budějovice"
"Čenkovice","189,00","20,00","30,00","71,00","55,00","5,00","8,00","Pardubický kraj","LANŠKROUN","Ústí nad Orlicí"
"Cep","189,00","26,00","27,00","70,00","56,00","6,00","4,00","Jihočeský kraj","TŘEBOŇ","Jindřichův Hradec"
"Čeperka","1 001,00","125,00","124,00","357,00","343,00","27,00","25,00","Pardubický kraj","PARDUBICE","Pardubice"
"Čepí","391,00","37,00","70,00","142,00","117,00","13,00","12,00","Pardubický kraj","PARDUBICE","Pardubice"
"Čepřovice","186,00","27,00","31,00","54,00","57,00","8,00","9,00","Jihočeský kraj","STRAKONICE","Strakonice"
"Čeradice","295,00","28,00","51,00","107,00","97,00","8,00","4,00","Ústecký kraj","ŽATEC","Louny"
"Čerčany","2 614,00","338,00","371,00","864,00","865,00","84,00","92,00","Středočeský kraj","BENEŠOV","Benešov"
"Cerekvice nad Bystřicí","791,00","99,00","152,00","252,00","253,00","18,00","17,00","Královéhradecký kraj","HOŘICE","Jičín"
"Cerekvice nad Loučnou","822,00","81,00","114,00","294,00","285,00","25,00","23,00","Pardubický kraj","LITOMYŠL","Svitavy"
"Cerekvička-Rosice","117,00","18,00","20,00","40,00","29,00","5,00","5,00","Vysočina","JIHLAVA","Jihlava"
"Cerhenice","1 490,00","208,00","224,00","499,00","468,00","45,00","46,00","Středočeský kraj","KOLÍN","Kolín"
"Cerhonice","136,00","38,00","14,00","36,00","40,00","5,00","3,00","Jihočeský kraj","PÍSEK","Písek"
"Cerhovice","947,00","157,00","137,00","298,00","277,00","39,00","39,00","Středočeský kraj","HOŘOVICE","Beroun"
"Čermákovice","92,00","23,00","14,00","26,00","22,00","4,00","3,00","Jihomoravský kraj","MORAVSKÝ KRUMLOV","Znojmo"
"Čermná","228,00","41,00","34,00","67,00","66,00","11,00","9,00","Plzeňský kraj","HORŠOVSKÝ TÝN","Domažlice"
"Čermná","2","2","2","2","2","2","2","Královéhradecký kraj","TRUTNOV","Trutnov"
"Čermná nad Orlicí","1 025,00","165,00","151,00","342,00","309,00","31,00","27,00","Královéhradecký kraj","KOSTELEC NAD ORLICÍ","Rychnov nad Kněžnou"
"Čermná ve Slezsku","348,00","20,00","79,00","124,00","111,00","6,00","8,00","Moravskoslezský kraj","VÍTKOV","Opava"
"Černá","324,00","44,00","60,00","100,00","97,00","13,00","10,00","Vysočina","VELKÉ MEZIŘÍČÍ","Žďár nad Sázavou"
"Černá Hora","1 935,00","387,00","235,00","604,00","587,00","73,00","49,00","Jihomoravský kraj","BLANSKO","Blansko"
"Černá u Bohdanče","270,00","38,00","43,00","85,00","90,00","6,00","8,00","Pardubický kraj","PARDUBICE","Pardubice"
"Černá v Pošumaví","827,00","100,00","127,00","285,00","259,00","27,00","29,00","Jihočeský kraj","ČESKÝ KRUMLOV","Český Krumlov"
"Černá Voda","2","2","2","2","2","2","2","Olomoucký kraj","JESENÍK","Jeseník"
"Černava","274,00","38,00","40,00","103,00","84,00","2,00","7,00","Karlovarský kraj","KARLOVY VARY","Karlovy Vary"
"Černčice","461,00","63,00","72,00","152,00","151,00","11,00","12,00","Královéhradecký kraj","NOVÉ MĚSTO NAD METUJÍ","Náchod"
"Černčice","1 455,00","179,00","228,00","488,00","472,00","52,00","36,00","Ústecký kraj","LOUNY","Louny"
"Černé Voděrady","2","2","2","2","2","2","2","Středočeský kraj","ŘÍČANY","Kolín"
"Černěves","217,00","21,00","33,00","74,00","78,00","2,00","9,00","Ústecký kraj","ROUDNICE NAD LABEM","Litoměřice"
"Černíč","138,00","34,00","22,00","46,00","34,00","1,00","1,00","Vysočina","TELČ","Jihlava"
"Černíkov","2","2","2","2","2","2","2","Plzeňský kraj","KLATOVY","Domažlice"
"Černíkovice","685,00","93,00","90,00","235,00","219,00","20,00","28,00","Královéhradecký kraj","RYCHNOV NAD KNĚŽNOU","Rychnov nad Kněžnou"
"Černíkovice","80,00","14,00","14,00","22,00","27,00","2,00","1,00","Plzeňský kraj","KRALOVICE","Plzeň-sever"
"Černíky","97,00","15,00","14,00","24,00","34,00","4,00","6,00","Středočeský kraj","ČESKÝ BROD","Nymburk"
"Černilov","2 320,00","227,00","420,00","775,00","784,00","57,00","57,00","Královéhradecký kraj","HRADEC KRÁLOVÉ","Hradec Králové"
"Černín","143,00","31,00","13,00","46,00","42,00","5,00","6,00","Jihomoravský kraj","ZNOJMO","Znojmo"
