"obce","Počet obyvatel dle Sčítání lidu 1970","kraj","orp","okres"
"Doňov","125,00","Jihočeský kraj","JINDŘICHŮV HRADEC","Jindřichův Hradec"
"Doubek","223,00","Středočeský kraj","ŘÍČANY","Praha-východ"
"Doubice","107,00","Ústecký kraj","RUMBURK","Děčín"
"Doubrava","3 472,00","Moravskoslezský kraj","ORLOVÁ","Karviná"
"Doubravčice","208,00","Středočeský kraj","ČESKÝ BROD","Kolín"
"Doubravice","494,00","Královéhradecký kraj","DVŮR KRÁLOVÉ N. LAB.","Trutnov"
"Doubravice","148,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Doubravice","337,00","Jihočeský kraj","STRAKONICE","Strakonice"
"Doubravice nad Svitavou","1 337,00","Jihomoravský kraj","BLANSKO","Blansko"
"Doubravička","102,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Doubravník","857,00","Vysočina","BYSTŘICE NAD  PERNŠT.","Žďár nad Sázavou"
"Doubravy","509,00","Zlínský kraj","ZLÍN","Zlín"
"Doudleby","357,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Doudleby nad Orlicí","2 012,00","Královéhradecký kraj","KOSTELEC NAD ORLICÍ","Rychnov nad Kněžnou"
"Doupě","148,00","Vysočina","TELČ","Jihlava"
"Drachkov","119,00","Jihočeský kraj","STRAKONICE","Strakonice"
"Dráchov","388,00","Jihočeský kraj","SOBĚSLAV","Tábor"
"Drahanovice","1 952,00","Olomoucký kraj","OLOMOUC","Olomouc"
"Drahany","674,00","Olomoucký kraj","PROSTĚJOV","Prostějov"
"Drahelčice","449,00","Středočeský kraj","ČERNOŠICE","Praha-západ"
"Drahenice","287,00","Středočeský kraj","PŘÍBRAM","Příbram"
"Drahkov","184,00","Plzeňský kraj","BLOVICE","Plzeň-jih"
"Drahlín","470,00","Středočeský kraj","PŘÍBRAM","Příbram"
"Drahňovice","88,00","Středočeský kraj","BENEŠOV","Benešov"
"Drahobudice","284,00","Středočeský kraj","KOLÍN","Kolín"
"Drahobuz","324,00","Ústecký kraj","LITOMĚŘICE","Litoměřice"
"Drahonice","428,00","Jihočeský kraj","VODŇANY","Strakonice"
"Drahonín","170,00","Vysočina","BYSTŘICE NAD  PERNŠT.","Žďár nad Sázavou"
"Drahoňův Újezd","165,00","Plzeňský kraj","ROKYCANY","Rokycany"
"Drahotěšice","306,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Drahotín","199,00","Plzeňský kraj","DOMAŽLICE","Domažlice"
"Drahouš","136,00","Středočeský kraj","RAKOVNÍK","Rakovník"
"Drahov","263,00","Jihočeský kraj","SOBĚSLAV","Tábor"
"Drásov","386,00","Středočeský kraj","PŘÍBRAM","Příbram"
"Drásov","1 096,00","Jihomoravský kraj","TIŠNOV","Brno-venkov"
"Dražeň","175,00","Plzeňský kraj","KRALOVICE","Plzeň-sever"
"Draženov","262,00","Plzeňský kraj","DOMAŽLICE","Domažlice"
"Dražíč","528,00","Jihočeský kraj","TÝN NAD VLTAVOU","České Budějovice"
"Dražice","474,00","Jihočeský kraj","TÁBOR","Tábor"
"Dražičky","134,00","Jihočeský kraj","TÁBOR","Tábor"
"Drážov","458,00","Jihočeský kraj","STRAKONICE","Strakonice"
"Dražovice","831,00","Jihomoravský kraj","BUČOVICE","Vyškov"
"Dražovice","234,00","Plzeňský kraj","SUŠICE","Klatovy"
"Dražůvky","372,00","Jihomoravský kraj","KYJOV","Hodonín"
"Dřenice","385,00","Pardubický kraj","CHRUDIM","Chrudim"
"Dřešín","358,00","Jihočeský kraj","STRAKONICE","Strakonice"
"Dřetovice","575,00","Středočeský kraj","KLADNO","Kladno"
"Dřevčice","541,00","Středočeský kraj","BRANDÝS N.L.-ST.BOLES","Praha-východ"
"Dřevěnice","252,00","Královéhradecký kraj","JIČÍN","Jičín"
"Drevníky","351,00","Středočeský kraj","DOBŘÍŠ","Příbram"
"Dřevnovice","480,00","Olomoucký kraj","PROSTĚJOV","Prostějov"
"Dřevohostice","1 532,00","Olomoucký kraj","PŘEROV","Přerov"
"Drhovice","280,00","Jihočeský kraj","TÁBOR","Tábor"
"Drhovle","866,00","Jihočeský kraj","PÍSEK","Písek"
"Drhovy","200,00","Středočeský kraj","DOBŘÍŠ","Příbram"
"Dřínov","389,00","Středočeský kraj","SLANÝ","Kladno"
"Dřínov","555,00","Zlínský kraj","KROMĚŘÍŽ","Kroměříž"
"Dřínov","469,00","Středočeský kraj","KRALUPY NAD VLTAVOU","Mělník"
"Dřísy","858,00","Středočeský kraj","BRANDÝS N.L.-ST.BOLES","Mělník"
"Dříteč","309,00","Pardubický kraj","PARDUBICE","Pardubice"
"Dříteň","1 381,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Drmoul","739,00","Karlovarský kraj","MARIÁNSKÉ LÁZNĚ","Cheb"
"Drnek","233,00","Středočeský kraj","SLANÝ","Kladno"
"Drnholec","1 775,00","Jihomoravský kraj","MIKULOV","Břeclav"
"Drnovice","597,00","Zlínský kraj","VALAŠSKÉ KLOBOUKY","Zlín"
"Drnovice","2 178,00","Jihomoravský kraj","VYŠKOV","Vyškov"
"Drnovice","951,00","Jihomoravský kraj","BOSKOVICE","Blansko"
"Drobovice","464,00","Středočeský kraj","ČÁSLAV","Kutná Hora"
"Droužetice","166,00","Jihočeský kraj","STRAKONICE","Strakonice"
"Droužkovice","683,00","Ústecký kraj","CHOMUTOV","Chomutov"
"Drozdov","766,00","Středočeský kraj","HOŘOVICE","Beroun"
"Drozdov","358,00","Olomoucký kraj","ZÁBŘEH","Šumperk"
"Drslavice","136,00","Jihočeský kraj","PRACHATICE","Prachatice"
"Drslavice","566,00","Zlínský kraj","UHERSKÝ BROD","Uherské Hradiště"
"Druhanov","129,00","Vysočina","SVĚTLÁ NAD SÁZAVOU","Havlíčkův Brod"
"Drunče","133,00","Jihočeský kraj","JINDŘICHŮV HRADEC","Jindřichův Hradec"
"Družec","835,00","Středočeský kraj","KLADNO","Kladno"
"Druztová","672,00","Plzeňský kraj","NÝŘANY","Plzeň-sever"
"Drysice","535,00","Jihomoravský kraj","VYŠKOV","Vyškov"
"Držkov","653,00","Liberecký kraj","ŽELEZNÝ BROD","Jablonec n.Nisou"
"Držková","549,00","Zlínský kraj","ZLÍN","Zlín"
"Držovice","1 290,00","Olomoucký kraj","PROSTĚJOV","Prostějov"
"Dub","454,00","Jihočeský kraj","PRACHATICE","Prachatice"
"Dub nad Moravou","1 617,00","Olomoucký kraj","OLOMOUC","Olomouc"
"Dubá","2 116,00","Liberecký kraj","ČESKÁ LÍPA","Česká Lípa"
"Dubany","223,00","Pardubický kraj","PARDUBICE","Pardubice"
"Dubčany","217,00","Olomoucký kraj","LITOVEL","Olomouc"
"Dubenec","292,00","Středočeský kraj","PŘÍBRAM","Příbram"
"Dubenec","682,00","Královéhradecký kraj","DVŮR KRÁLOVÉ N. LAB.","Trutnov"
"Dubí","9 412,00","Ústecký kraj","TEPLICE","Teplice"
"Dubicko","836,00","Olomoucký kraj","ZÁBŘEH","Šumperk"
"Dubičné","184,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Dublovice","1 052,00","Středočeský kraj","SEDLČANY","Příbram"
"Dubňany","6 784,00","Jihomoravský kraj","HODONÍN","Hodonín"
"Dubné","889,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Dubnice","479,00","Liberecký kraj","ČESKÁ LÍPA","Česká Lípa"
"Dubno","239,00","Středočeský kraj","PŘÍBRAM","Příbram"
"Dubovice","88,00","Vysočina","PELHŘIMOV","Pelhřimov"
"Duchcov","12 210,00","Ústecký kraj","TEPLICE","Teplice"
"Dudín","168,00","Vysočina","JIHLAVA","Jihlava"
"Dukovany","979,00","Vysočina","TŘEBÍČ","Třebíč"
"Důl","131,00","Vysočina","PACOV","Pelhřimov"
"Dunajovice","227,00","Jihočeský kraj","TŘEBOŇ","Jindřichův Hradec"
"Dunice","132,00","Středočeský kraj","VLAŠIM","Benešov"
"Dušejov","297,00","Vysočina","JIHLAVA","Jihlava"
"Dušníky","264,00","Ústecký kraj","ROUDNICE NAD LABEM","Litoměřice"
"Dvakačovice","249,00","Pardubický kraj","CHRUDIM","Chrudim"
"Dvorce","227,00","Vysočina","JIHLAVA","Jihlava"
"Dvorce","1 505,00","Moravskoslezský kraj","BRUNTÁL","Bruntál"
"Dvory","675,00","Středočeský kraj","NYMBURK","Nymburk"
"Dvory","116,00","Jihočeský kraj","PRACHATICE","Prachatice"
"Dvory nad Lužnicí","388,00","Jihočeský kraj","TŘEBOŇ","Jindřichův Hradec"
"Dvůr Králové nad Labem","16 828,00","Královéhradecký kraj","DVŮR KRÁLOVÉ N. LAB.","Trutnov"
"Dyjákovice","1 067,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Dyjákovičky","452,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Dyje","391,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Dyjice","206,00","Vysočina","TELČ","Jihlava"
"Dymokury","1 087,00","Středočeský kraj","PODĚBRADY","Nymburk"
"Dynín","345,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Dýšina","1 718,00","Plzeňský kraj","PLZEŇ","Plzeň-město"
"Džbánice","222,00","Jihomoravský kraj","MORAVSKÝ KRUMLOV","Znojmo"
"Džbánov","394,00","Pardubický kraj","VYSOKÉ MÝTO","Ústí nad Orlicí"
"Dzbel","330,00","Olomoucký kraj","KONICE","Prostějov"
"Ejpovice","568,00","Plzeňský kraj","ROKYCANY","Rokycany"
"Erpužice","389,00","Plzeňský kraj","STŘÍBRO","Tachov"
"Eš","104,00","Vysočina","PACOV","Pelhřimov"
"Evaň","386,00","Ústecký kraj","LOVOSICE","Litoměřice"
"Felbabka","267,00","Středočeský kraj","HOŘOVICE","Beroun"
"Frahelž","241,00","Jihočeský kraj","TŘEBOŇ","Jindřichův Hradec"
"Francova Lhota","1 666,00","Zlínský kraj","VSETÍN","Vsetín"
"Františkov nad Ploučnicí","587,00","Ústecký kraj","DĚČÍN","Děčín"
"Františkovy Lázně","4 849,00","Karlovarský kraj","CHEB","Cheb"
"Frenštát pod Radhoštěm","8 582,00","Moravskoslezský kraj","FRENŠTÁT P. RADHOŠTĚM","Nový Jičín"
"Fryčovice","1 963,00","Moravskoslezský kraj","FRÝDEK-MÍSTEK","Frýdek-Místek"
"Frýdek-Místek","42 608,00","Moravskoslezský kraj","FRÝDEK-MÍSTEK","Frýdek-Místek"
"Frýdlant","6 097,00","Liberecký kraj","FRÝDLANT","Liberec"
"Frýdlant nad Ostravicí","8 013,00","Moravskoslezský kraj","FRÝDLANT N. OSTRAVICÍ","Frýdek-Místek"
"Frýdštejn","1 039,00","Liberecký kraj","TURNOV","Jablonec n.Nisou"
"Frymburk","951,00","Jihočeský kraj","ČESKÝ KRUMLOV","Český Krumlov"
"Frymburk","202,00","Plzeňský kraj","SUŠICE","Klatovy"
"Fryšava pod Žákovou horou","481,00","Vysočina","NOVÉ MĚSTO NA MORAVĚ","Žďár nad Sázavou"
"Fryšták","3 390,00","Zlínský kraj","ZLÍN","Zlín"
"Fulnek","5 945,00","Moravskoslezský kraj","NOVÝ JIČÍN","Nový Jičín"
"Golčův Jeníkov","2 874,00","Vysočina","HAVLÍČKŮV BROD","Havlíčkův Brod"
"Grešlové Mýto","277,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Gruna","265,00","Pardubický kraj","MORAVSKÁ TŘEBOVÁ","Svitavy"
"Grunta","121,00","Středočeský kraj","KOLÍN","Kolín"
"Grygov","1 292,00","Olomoucký kraj","OLOMOUC","Olomouc"
"Grymov","163,00","Olomoucký kraj","PŘEROV","Přerov"
"Habartice","527,00","Liberecký kraj","FRÝDLANT","Liberec"
"Habartov","6 701,00","Karlovarský kraj","SOKOLOV","Sokolov"
"Habří","136,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Habřina","272,00","Královéhradecký kraj","HRADEC KRÁLOVÉ","Hradec Králové"
"Habrovany","140,00","Ústecký kraj","ÚSTÍ NAD LABEM","Ústí nad Labem"
"Habrovany","818,00","Jihomoravský kraj","VYŠKOV","Vyškov"
"Habrůvka","446,00","Jihomoravský kraj","BLANSKO","Blansko"
"Habry","1 551,00","Vysočina","HAVLÍČKŮV BROD","Havlíčkův Brod"
"Hačky","180,00","Olomoucký kraj","KONICE","Prostějov"
"Hadravova Rosička","86,00","Jihočeský kraj","JINDŘICHŮV HRADEC","Jindřichův Hradec"
"Háj u Duchcova","1 100,00","Ústecký kraj","TEPLICE","Teplice"
"Háj ve Slezsku","3 307,00","Moravskoslezský kraj","OPAVA","Opava"
"Hajany","353,00","Jihomoravský kraj","ŠLAPANICE","Brno-venkov"
"Hajany","129,00","Jihočeský kraj","BLATNÁ","Strakonice"
"Háje","237,00","Středočeský kraj","PŘÍBRAM","Příbram"
"Háje nad Jizerou","844,00","Liberecký kraj","SEMILY","Semily"
"Hájek","56,00","Jihočeský kraj","VODŇANY","Strakonice"
"Hájek","389,00","Karlovarský kraj","OSTROV","Karlovy Vary"
"Hajnice","963,00","Královéhradecký kraj","TRUTNOV","Trutnov"
"Halámky","271,00","Jihočeský kraj","TŘEBOŇ","Jindřichův Hradec"
"Halenkov","2 488,00","Zlínský kraj","VSETÍN","Vsetín"
"Halenkovice","2 039,00","Zlínský kraj","OTROKOVICE","Zlín"
"Haluzice","124,00","Zlínský kraj","VALAŠSKÉ KLOBOUKY","Zlín"
"Halže","621,00","Plzeňský kraj","TACHOV","Tachov"
"Hamr","336,00","Jihočeský kraj","TŘEBOŇ","Jindřichův Hradec"
"Hamr na Jezeře","397,00","Liberecký kraj","ČESKÁ LÍPA","Česká Lípa"
"Hamry","320,00","Pardubický kraj","HLINSKO","Chrudim"
"Hamry","211,00","Plzeňský kraj","KLATOVY","Klatovy"
"Hamry nad Sázavou","1 065,00","Vysočina","ŽĎÁR NAD SÁZAVOU","Žďár nad Sázavou"
"Haňovice","465,00","Olomoucký kraj","LITOVEL","Olomouc"
"Hanušovice","3 051,00","Olomoucký kraj","ŠUMPERK","Šumperk"
"Harrachov","1 249,00","Liberecký kraj","TANVALD","Semily"
"Hartinkov","140,00","Pardubický kraj","MORAVSKÁ TŘEBOVÁ","Svitavy"
"Hartmanice","349,00","Pardubický kraj","POLIČKA","Svitavy"
"Hartmanice","184,00","Jihočeský kraj","TÝN NAD VLTAVOU","České Budějovice"
"Hartmanice","1 336,00","Plzeňský kraj","SUŠICE","Klatovy"
"Hartvíkovice","681,00","Vysočina","NÁMĚŠŤ NAD OSLAVOU","Třebíč"
"Haškovcova Lhota","101,00","Jihočeský kraj","TÁBOR","Tábor"
"Hať","2 398,00","Moravskoslezský kraj","HLUČÍN","Opava"
"Hatín","374,00","Jihočeský kraj","JINDŘICHŮV HRADEC","Jindřichův Hradec"
"Havířov","82 068,00","Moravskoslezský kraj","HAVÍŘOV","Karviná"
"Havlíčkova Borová","1 162,00","Vysočina","HAVLÍČKŮV BROD","Havlíčkův Brod"
"Havlíčkův Brod","20 197,00","Vysočina","HAVLÍČKŮV BROD","Havlíčkův Brod"
"Havlovice","817,00","Královéhradecký kraj","TRUTNOV","Trutnov"
"Havraň","698,00","Ústecký kraj","MOST","Most"
"Havraníky","405,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Hazlov","1 456,00","Karlovarský kraj","AŠ","Cheb"
"Hejná","263,00","Plzeňský kraj","HORAŽĎOVICE","Klatovy"
"Hejnice","211,00","Pardubický kraj","ŽAMBERK","Ústí nad Orlicí"
"Hejnice","2 057,00","Liberecký kraj","FRÝDLANT","Liberec"
"Hejtmánkovice","568,00","Královéhradecký kraj","BROUMOV","Náchod"
"Helvíkovice","452,00","Pardubický kraj","ŽAMBERK","Ústí nad Orlicí"
"Herálec","1 319,00","Vysočina","ŽĎÁR NAD SÁZAVOU","Žďár nad Sázavou"
"Herálec","1 535,00","Vysočina","HAVLÍČKŮV BROD","Havlíčkův Brod"
"Heraltice","479,00","Vysočina","TŘEBÍČ","Třebíč"
"Herink","93,00","Středočeský kraj","ŘÍČANY","Praha-východ"
"Heřmaň","357,00","Jihočeský kraj","PÍSEK","Písek"
"Heřmaň","174,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Heřmaneč","118,00","Jihočeský kraj","DAČICE","Jindřichův Hradec"
"Heřmanice","474,00","Královéhradecký kraj","JAROMĚŘ","Náchod"
"Heřmanice","348,00","Liberecký kraj","FRÝDLANT","Liberec"
"Heřmanice","136,00","Vysočina","CHOTĚBOŘ","Havlíčkův Brod"
"Heřmanice u Oder","358,00","Moravskoslezský kraj","ODRY","Nový Jičín"
"Heřmaničky","913,00","Středočeský kraj","VOTICE","Benešov"
"Heřmánkovice","639,00","Královéhradecký kraj","BROUMOV","Náchod"
"Heřmánky","229,00","Moravskoslezský kraj","ODRY","Nový Jičín"
"Heřmanov","643,00","Ústecký kraj","DĚČÍN","Děčín"
"Heřmanov","278,00","Vysočina","VELKÉ MEZIŘÍČÍ","Žďár nad Sázavou"
"Heřmanova Huť","1 810,00","Plzeňský kraj","NÝŘANY","Plzeň-sever"
"Heřmanovice","566,00","Moravskoslezský kraj","KRNOV","Bruntál"
"Heřmanův Městec","4 312,00","Pardubický kraj","CHRUDIM","Chrudim"
"Heroltice","201,00","Jihomoravský kraj","TIŠNOV","Brno-venkov"
"Heršpice","771,00","Jihomoravský kraj","SLAVKOV U BRNA","Vyškov"
"Hevlín","1 404,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Hladké Životice","940,00","Moravskoslezský kraj","NOVÝ JIČÍN","Nový Jičín"
"Hladov","214,00","Vysočina","JIHLAVA","Jihlava"
"Hlasivo","289,00","Jihočeský kraj","TÁBOR","Tábor"
"Hlásná Třebaň","442,00","Středočeský kraj","BEROUN","Beroun"
"Hlásnice","144,00","Olomoucký kraj","ŠTERNBERK","Olomouc"
"Hlavatce","502,00","Jihočeský kraj","SOBĚSLAV","Tábor"
"Hlavatce","118,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Hlavečník","386,00","Pardubický kraj","PŘELOUČ","Pardubice"
"Hlavenec","284,00","Středočeský kraj","BRANDÝS N.L.-ST.BOLES","Mladá Boleslav"
"Hlavice","385,00","Liberecký kraj","LIBEREC","Liberec"
"Hlavnice","484,00","Moravskoslezský kraj","OPAVA","Opava"
"Hlavňovice","675,00","Plzeňský kraj","SUŠICE","Klatovy"
"Hlína","344,00","Jihomoravský kraj","IVANČICE","Brno-venkov"
"Hlince","145,00","Plzeňský kraj","KRALOVICE","Plzeň-sever"
"Hlincová Hora","62,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Hlinka","305,00","Moravskoslezský kraj","KRNOV","Bruntál"
"Hlinná","200,00","Ústecký kraj","LITOMĚŘICE","Litoměřice"
"Hlinsko","9 357,00","Pardubický kraj","HLINSKO","Chrudim"
"Hlinsko","277,00","Olomoucký kraj","LIPNÍK NAD BEČVOU","Přerov"
"Hlízov","521,00","Středočeský kraj","KUTNÁ HORA","Kutná Hora"
"Hlohová","377,00","Plzeňský kraj","HORŠOVSKÝ TÝN","Domažlice"
"Hlohovčice","253,00","Plzeňský kraj","HORŠOVSKÝ TÝN","Domažlice"
"Hlohovec","1 287,00","Jihomoravský kraj","BŘECLAV","Břeclav"
"Hlohovice","507,00","Plzeňský kraj","ROKYCANY","Rokycany"
"Hlubočany","626,00","Jihomoravský kraj","VYŠKOV","Vyškov"
"Hlubočec","553,00","Moravskoslezský kraj","OPAVA","Opava"
"Hlubočky","3 551,00","Olomoucký kraj","OLOMOUC","Olomouc"
"Hluboká","398,00","Pardubický kraj","CHRUDIM","Chrudim"
"Hluboká nad Vltavou","4 236,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Hluboké","310,00","Vysočina","NÁMĚŠŤ NAD OSLAVOU","Třebíč"
"Hluboké Dvory","140,00","Jihomoravský kraj","TIŠNOV","Blansko"
"Hluboké Mašůvky","795,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Hluboš","641,00","Středočeský kraj","PŘÍBRAM","Příbram"
"Hlubyně","191,00","Středočeský kraj","PŘÍBRAM","Příbram"
"Hluchov","417,00","Olomoucký kraj","PROSTĚJOV","Prostějov"
"Hlučín","13 786,00","Moravskoslezský kraj","HLUČÍN","Opava"
"Hluk","3 803,00","Zlínský kraj","UHERSKÉ HRADIŠTĚ","Uherské Hradiště"
"Hlupín","149,00","Jihočeský kraj","STRAKONICE","Strakonice"
"Hlušice","779,00","Královéhradecký kraj","NOVÝ BYDŽOV","Hradec Králové"
"Hlušovice","311,00","Olomoucký kraj","OLOMOUC","Olomouc"
"Hnačov","115,00","Plzeňský kraj","KLATOVY","Klatovy"
"Hnanice","264,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Hnátnice","925,00","Pardubický kraj","ÚSTÍ NAD ORLICÍ","Ústí nad Orlicí"
"Hněvčeves","199,00","Královéhradecký kraj","HRADEC KRÁLOVÉ","Hradec Králové"
"Hněvkovice","722,00","Vysočina","SVĚTLÁ NAD SÁZAVOU","Havlíčkův Brod"
"Hněvnice","164,00","Plzeňský kraj","NÝŘANY","Plzeň-sever"
"Hněvošice","842,00","Moravskoslezský kraj","OPAVA","Opava"
"Hněvotín","1 161,00","Olomoucký kraj","OLOMOUC","Olomouc"
"Hnojice","621,00","Olomoucký kraj","ŠTERNBERK","Olomouc"
"Hnojník","1 276,00","Moravskoslezský kraj","TŘINEC","Frýdek-Místek"
"Hobšovice","386,00","Středočeský kraj","SLANÝ","Kladno"
"Hodějice","1 082,00","Jihomoravský kraj","SLAVKOV U BRNA","Vyškov"
"Hodětín","209,00","Jihočeský kraj","TÁBOR","Tábor"
"Hodice","715,00","Vysočina","JIHLAVA","Jihlava"
"Hodíškov","201,00","Vysočina","ŽĎÁR NAD SÁZAVOU","Žďár nad Sázavou"
"Hodkovice nad Mohelkou","2 280,00","Liberecký kraj","LIBEREC","Liberec"
"Hodonice","814,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Hodonice","208,00","Jihočeský kraj","TÁBOR","Tábor"
"Hodonín","132,00","Pardubický kraj","CHRUDIM","Chrudim"
"Hodonín","20 863,00","Jihomoravský kraj","HODONÍN","Hodonín"
"Hodonín","244,00","Jihomoravský kraj","BOSKOVICE","Blansko"
"Hodov","380,00","Vysočina","TŘEBÍČ","Třebíč"
"Hodslavice","1 709,00","Moravskoslezský kraj","NOVÝ JIČÍN","Nový Jičín"
"Hojanovice","160,00","Vysočina","HUMPOLEC","Pelhřimov"
"Hojkov","259,00","Vysočina","JIHLAVA","Jihlava"
"Hojovice","181,00","Vysočina","PELHŘIMOV","Pelhřimov"
"Holany","428,00","Liberecký kraj","ČESKÁ LÍPA","Česká Lípa"
"Holasice","865,00","Jihomoravský kraj","ŽIDLOCHOVICE","Brno-venkov"
"Holasovice","1 449,00","Moravskoslezský kraj","OPAVA","Opava"
"Holčovice","978,00","Moravskoslezský kraj","KRNOV","Bruntál"
"Holedeč","735,00","Ústecký kraj","ŽATEC","Louny"
"Holenice","175,00","Liberecký kraj","TURNOV","Semily"
"Holešov","10 972,00","Zlínský kraj","HOLEŠOV","Kroměříž"
"Holetín","917,00","Pardubický kraj","HLINSKO","Chrudim"
"Holice","6 208,00","Pardubický kraj","HOLICE","Pardubice"
"Holín","551,00","Královéhradecký kraj","JIČÍN","Jičín"
"Holohlavy","746,00","Královéhradecký kraj","HRADEC KRÁLOVÉ","Hradec Králové"
"Holotín","98,00","Pardubický kraj","PŘELOUČ","Pardubice"
"Holoubkov","1 045,00","Plzeňský kraj","ROKYCANY","Rokycany"
"Holovousy","93,00","Plzeňský kraj","KRALOVICE","Plzeň-sever"
"Holovousy","573,00","Královéhradecký kraj","HOŘICE","Jičín"
"Holštejn","226,00","Jihomoravský kraj","BLANSKO","Blansko"
"Holubice","925,00","Jihomoravský kraj","SLAVKOV U BRNA","Vyškov"
"Holubice","735,00","Středočeský kraj","ČERNOŠICE","Praha-západ"
"Holubov","957,00","Jihočeský kraj","ČESKÝ KRUMLOV","Český Krumlov"
"Holýšov","4 119,00","Plzeňský kraj","STOD","Domažlice"
"Homole","648,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Homole u Panny","309,00","Ústecký kraj","ÚSTÍ NAD LABEM","Ústí nad Labem"
"Honbice","286,00","Pardubický kraj","CHRUDIM","Chrudim"
"Honětice","202,00","Zlínský kraj","KROMĚŘÍŽ","Kroměříž"
"Honezovice","349,00","Plzeňský kraj","STOD","Plzeň-jih"
"Hora Svaté Kateřiny","398,00","Ústecký kraj","LITVÍNOV","Most"
"Hora Svatého Šebestiána","486,00","Ústecký kraj","CHOMUTOV","Chomutov"
"Hora Svatého Václava","110,00","Plzeňský kraj","DOMAŽLICE","Domažlice"
"Hořany","177,00","Středočeský kraj","NYMBURK","Nymburk"
"Hořátev","642,00","Středočeský kraj","NYMBURK","Nymburk"
"Horažďovice","5 714,00","Plzeňský kraj","HORAŽĎOVICE","Klatovy"
"Horčápsko","140,00","Středočeský kraj","PŘÍBRAM","Příbram"
"Hořenice","241,00","Královéhradecký kraj","JAROMĚŘ","Náchod"
"Hořepník","869,00","Vysočina","PELHŘIMOV","Pelhřimov"
"Hořesedly","476,00","Středočeský kraj","RAKOVNÍK","Rakovník"
"Hořešovice","223,00","Středočeský kraj","SLANÝ","Kladno"
"Hořešovičky","142,00","Středočeský kraj","SLANÝ","Kladno"
"Hořice","8 090,00","Královéhradecký kraj","HOŘICE","Jičín"
"Hořice","214,00","Vysočina","HUMPOLEC","Pelhřimov"
"Hořice na Šumavě","707,00","Jihočeský kraj","ČESKÝ KRUMLOV","Český Krumlov"
"Hořičky","555,00","Královéhradecký kraj","NÁCHOD","Náchod"
"Hořín","1 051,00","Středočeský kraj","MĚLNÍK","Mělník"
"Hořiněves","786,00","Královéhradecký kraj","HRADEC KRÁLOVÉ","Hradec Králové"
"Horka","512,00","Pardubický kraj","CHRUDIM","Chrudim"
"Horka I","499,00","Středočeský kraj","ČÁSLAV","Kutná Hora"
"Horka II","575,00","Středočeský kraj","KUTNÁ HORA","Kutná Hora"
"Horka nad Moravou","2 160,00","Olomoucký kraj","OLOMOUC","Olomouc"
"Horka u Staré Paky","288,00","Liberecký kraj","JILEMNICE","Semily"
"Horky","415,00","Středočeský kraj","ČÁSLAV","Kutná Hora"
"Horky","156,00","Pardubický kraj","LITOMYŠL","Svitavy"
"Horky nad Jizerou","483,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Horní Bečva","2 994,00","Zlínský kraj","ROŽNOV POD RADHOŠTĚM","Vsetín"
"Horní Bělá","690,00","Plzeňský kraj","KRALOVICE","Plzeň-sever"
"Horní Benešov","2 499,00","Moravskoslezský kraj","BRUNTÁL","Bruntál"
"Horní Beřkovice","1 302,00","Ústecký kraj","ROUDNICE NAD LABEM","Litoměřice"
"Horní Bezděkov","279,00","Středočeský kraj","KLADNO","Kladno"
"Horní Blatná","582,00","Karlovarský kraj","OSTROV","Karlovy Vary"
"Horní Bludovice","1 563,00","Moravskoslezský kraj","HAVÍŘOV","Frýdek-Místek"
"Horní Bojanovice","768,00","Jihomoravský kraj","HUSTOPEČE","Břeclav"
"Horní Bradlo","725,00","Pardubický kraj","CHRUDIM","Chrudim"
"Horní Branná","1 732,00","Liberecký kraj","JILEMNICE","Semily"
"Horní Břečkov","346,00","Jihomoravský kraj","ZNOJMO","Znojmo"
